 ------------------------------------------------------------------------------
 ----- WATER ------------------------------------------------------------------
 ------------------------------------------------------------------------------
User:	jlant
Date:	9/16/2014 9:51:37 AM
StationID:	01420500
Water Year average monthly flow
Year	Month	Discharge (cfs)	Subsurface Flow (mm/day)	Impervious Flow (mm/day)	Infiltration Excess (mm/day)	Overland Flow (mm/day)	PET (mm/day)	Snow Pack (mm)	Precipitation (mm/day)	Storage Deficit (mm/day)	Return Flow (mm/day)
1982	10	399.745255394143	1.44609394128107	0.00490192885975351	0.0539150823776168	0	1.292739063034	0	4.50473760782018	584.864355179823	0
1982	11	514.85726145317	1.97699898884519	0.00116256446493673	0.00273850471608547	0	0.803159468954997	0	1.86309808786912	573.000873298142	0
1982	12	435.529674375478	1.6234249076608	0.00236115886527804	0.0371122498223997	0	0.24437511874735	189.130664468423	3.27568254184597	577.724413878966	0
1982	1	467.260033027708	1.76494883361697	0.00242597167981055	0.0193996265876418	0	0.118185535053989	543.819803829081	2.97320980325719	576.224905228083	0
1982	2	860.391406761599	3.20432357070215	0.00579995670623743	0.0756618419654752	0	0.323009227343303	656.10506925469	3.99532197225978	558.545665156477	0
1982	3	857.928641578681	3.22324507959234	0.00557375788208945	0.0368612138732214	0	0.789337147510027	616.604195914573	3.63504911418594	557.416120513138	0
1982	4	1186.64923562052	4.45388266725222	0.00583500000271799	0.093197219498195	0	1.43378390101601	90.9648950831864	4.32368957375698	548.302015764401	0
1982	5	317.752454958306	1.23824514350244	0.0010582586063492	0.00229469074323164	0	2.67872777633196	0	2.33089780545825	587.874060173255	0
1982	6	318.574261158869	1.12819273418389	0.00486072466242019	0.0679899260230022	0	2.99145923419884	0	5.49774073975589	589.191739177765	0
1982	7	295.28730363895	1.1549007715436	0.00109182153238701	0.0127102950873435	0	4.05710585170511	0	2.01630583119008	589.818525216952	0
1982	8	165.74618820769	0.64725014733539	0.00119318867109236	0.0032634691256251	0	3.1113609730977	0	2.59180155708695	606.201094087107	0
1982	9	151.504743008326	0.541718362415254	0.00234943429450203	0.0409244316825698	0	2.53199136405302	0	3.20443351267563	611.44212701821	0
1983	10	112.621506786235	0.439575015489685	0.000724988424781292	0.00147722788832029	0	1.66472724227737	0	1.41430145239442	617.94833763892	0
1983	11	289.130136410441	0.946421133682621	0.00656124791794197	0.117676816299674	0	0.981703772729075	0	4.90302410344039	599.702132340689	0
1983	12	493.457363681781	1.85926450458581	0.00265334048483256	0.0268891038872554	0	0.562690196438761	28.9147159082965	2.33056407298708	574.602303977769	0
1983	1	566.200991326598	2.04045356702892	0.00393079942707854	0.116296497726695	0	0.290077108398466	76.7443390957236	3.23526595816732	572.393709351707	0
1983	2	776.098882806295	2.92133703023508	0.00314040920211155	0.0516513274029247	0	0.516331894144918	181.31586769119	2.65881511180555	563.005775641527	0
1983	3	791.336220741058	2.94805083076633	0.00524613817362286	0.0655042349999496	0	0.813197680093729	9.8208872348465	4.34207996525607	560.578077434253	0
1983	4	1694.47908669427	6.09155599460252	0.0125928093214935	0.374438505503898	0	1.39995147542404	43.389322602673	8.42319163462966	542.05771517026	0
1983	5	739.834256746711	2.80769636535489	0.00317798572339952	0.0205841455722334	0	2.32409317296464	0	4.76627820369479	563.580333328808	0
1983	6	612.690931649895	2.28271153182726	0.00493496565659689	0.0769567271835467	0	3.73099426346314	0	4.73235779134219	570.286122821711	0
1983	7	243.108916083413	0.965852489940759	0.000594002666418136	0.00166763190855941	0	4.1355590313249	0	1.85807146159821	594.935400827849	0
1983	8	161.065808604536	0.609253876877668	0.00209583634078411	0.0205489576227777	0	3.83880841940036	0	3.61150907187929	607.875731160409	0
1983	9	137.242775840199	0.482559627219719	0.00291265687458851	0.0577342347348408	0	2.87702149858446	0	2.08625661415792	615.050260918669	0
1984	10	136.698399795713	0.494497480570611	0.00242965920282844	0.0216952685548197	0	1.56060720477524	0	3.13791428138232	614.239405610769	0
1984	11	356.376580805057	1.2657707838932	0.00648120298756409	0.0678843308627345	0	0.848265165004413	4.25571666798137	4.39286344757147	594.451303247983	0
1984	12	1290.99105768924	4.78590183788764	0.00876462206338611	0.141193759394065	0	0.267446474268688	72.7247302390954	5.62195970901286	548.243314332894	0
1984	1	548.644758109487	2.0872075437721	0.00178783714448997	0.0138065982894229	0	0.197855759148855	184.993615375699	2.19810992151109	570.845029442844	0
1984	2	867.023296807338	3.26906185636136	0.00476032049757847	0.0380015621531693	0	0.648795980928532	70.9854895748891	3.9108035861196	556.418759319857	0
1984	3	726.724477704477	2.7495862833269	0.00346637518676631	0.0250602139836416	0	0.491435448294355	151.342176331286	3.6783282757171	561.421646505849	0
1984	4	1274.14261655848	4.78340548000925	0.00757315258426972	0.0915117564036573	0	1.45833838484068	14.5662774278858	5.10852797830897	547.594935189162	0
1984	5	1010.94769674986	3.40439684400545	0.0119362865268779	0.44464003025288	0	2.23039353871899	0	8.42828413434091	560.200366765635	0
1984	6	786.442299429043	3.00056070464931	0.00235274922725405	0.0401146035142186	0	3.70712474467838	0	2.68595385909816	569.099994237731	0
1984	7	342.824036221586	1.24747052177722	0.00417733136321229	0.0532142514593881	0	3.65223515783221	0	5.26809026999613	586.030835093501	0
1984	8	233.173123560945	0.897640598227889	0.00198953981029795	0.012176021884287	0	3.59540635799989	0	3.28029353045976	596.447336618813	0
1984	9	166.685357179165	0.634709724055344	0.00122109913712609	0.0132560166512929	0	2.38514407995737	0	2.20526688817781	606.971233735705	0
1985	10	129.614206154898	0.464477096467417	0.00227977647174174	0.0265019072523845	0	1.76587992160148	0	2.73206334091531	616.467259688713	0
