 ------------------------------------------------------------------------------
 ----- WATER ------------------------------------------------------------------
 ------------------------------------------------------------------------------
User:	jlant
Date:	9/16/2014 9:56:27 AM
StationID:	01435000
Water Year Annual mean
Date	Discharge (cfs)	Subsurface Flow (mm/day)	Impervious Flow (mm/day)	Infiltration Excess (mm/day)	Overland Flow (mm/day)	PET (mm/year)	Snow Pack (mm)	Precipitation (mm/day)	Storage Deficit (mm/day)	Return Flow (mm/day)
1982	157.198376776587	2.12291508206154	0.000274493671419742	0.0840724551586681	0	1.60816154521323	217.238225836305	3.67961536917551	291.824098074948	0
1983	197.082539312776	2.58824656432426	0.000362340219912979	0.180881275252696	0	1.85267913397545	61.0639956208411	4.17409382305188	291.662451126365	0
1984	214.3607570716	2.84442932232676	0.000410794077972288	0.16416979061873	0	1.69201073318092	90.6303342776782	4.6005234368665	290.315093168753	0
1985	114.473554854607	1.4752963409717	0.000257806345933649	0.130727610366356	0	1.8006079227096	44.6532012032206	3.49276916454394	296.858026436444	0
1986	187.694785456708	2.49741841185804	0.000331599600677504	0.137940407535683	0	1.72462298893248	170.50108689264	4.14178201948384	288.86862886901	0
1987	200.928558407738	2.59377735510716	0.00042134317291022	0.225902487283306	0	1.76187141355119	237.928889899628	4.53673072563245	292.985263875019	0
1988	144.089742844313	1.9431583181399	0.000266881477982893	0.0821331542899597	0	1.86938075133791	61.3855791115122	3.50871990631478	292.42933995431	0
1989	166.282710060808	2.1658627027497	0.000348624585355307	0.167846617817781	0	1.74426889595918	6.42645639358842	4.0348213036715	292.841568081154	0
1990	188.474785241968	2.47175632153429	0.000338671117773405	0.174273515829392	0	1.71434387701422	109.178273108751	4.18391245111076	289.608537707533	0
1991	137.940486824437	1.77541548840647	0.000288598283065613	0.163260326215024	0	1.89210331642785	18.6953940191248	3.49880820089859	296.271686835438	0
1992	148.732248344981	1.92742260051332	0.000283613711196059	0.160608707833031	0	1.60151923457946	11.4523589501912	3.57872741842954	292.448373569801	0
1993	160.394850534535	2.17558443610845	0.000278288571646917	0.0765339546775844	0	1.65769321692597	340.973904527264	3.75282740190214	293.734949473747	0
1994	197.774069259778	2.6445385794961	0.000353370220614799	0.131168463086344	0	1.67257893818327	425.433714441554	4.37522576643889	289.494528607782	0
1995	111.885378664323	1.48458674923238	0.000209190395440624	0.0883626569160135	0	1.76658475025318	24.3055824282592	2.99885798535343	297.916270410243	0
1996	278.709162788811	3.58083323749432	0.000550541558104951	0.328980640344199	0	1.53105685947563	220.199336724756	5.55167829761723	286.017452514602	0
1997	221.173544421618	2.78526864531323	0.000404700678371131	0.320864246389144	0	1.52623119920317	177.865606126249	4.32401302168976	289.530610815589	0
1998	222.968528008415	2.96182281068345	0.000401512787615115	0.169339097087128	0	1.72632022091457	138.281730808248	4.53893958121127	290.098759616104	0
1999	168.358693904549	2.11544493711272	0.000388745251238743	0.24891959424351	0	1.81652889078329	6.84758306402996	4.00200833246653	294.177465343461	0
2000	207.76633897182	2.69267183736411	0.000363504185810828	0.223252061448972	0	1.63268119856299	54.0191896748065	4.45566085677971	287.097785943229	0
2001	137.873500486348	1.76297123780855	0.000293761210415925	0.172729755109439	0	1.65540952384137	165.493440241963	3.47161884603885	295.679980069591	0
2002	119.430018652736	1.58518684627924	0.000216236828930354	0.0936633666780189	0	1.8528340300707	4.25455096017253	3.21449050669121	296.759835618451	0
2003	262.448183774441	3.44754504531033	0.000456133234586773	0.235087763677933	0	1.55134021662553	571.622961534278	5.23549769276571	285.277568566588	0
2004	271.01744069045	3.42563213398199	0.000517476628530667	0.378055868229943	0	1.63972867038216	160.624291717962	5.33850491850133	286.430247931763	0
2005	197.851803842284	2.5577182051544	0.000386888098783297	0.220961586630115	0	1.75665004825224	219.863057159455	4.22891075738314	291.213451984424	0
2006	287.541610896512	3.57946873239189	0.000617691891556144	0.455685875526371	0	1.68051515344775	35.0647029025207	5.64674299924593	287.855914610258	0
2007	203.408023345765	2.59544176084176	0.000383154375485862	0.260277427320708	0	1.73480355427026	164.940073053353	4.37823012611113	290.818983311898	0
2008	237.400288772979	3.11500087680196	0.000481466150796163	0.21559046055862	0	1.69818828952759	294.320759291523	5.09677861256411	287.284887044023	0
2009	229.613872207711	2.95281697240507	0.00042854027274344	0.269849283301467	0	1.6227414949837	223.000762701872	4.74064438270992	286.83961221596	0
2010	204.006643064308	2.6381826484763	0.000388295324268786	0.22578938741282	0	1.82076392176129	250.584669944206	4.54088972910909	290.788516135482	0
2011	338.881769269119	4.18535948460327	0.000697827802594636	0.569921286606627	0	1.68489879044484	185.923928648424	6.44119516731361	284.643823530777	0
