 ------------------------------------------------------------------------------
 ----- WATER ------------------------------------------------------------------
 ------------------------------------------------------------------------------
User:	jlant
Date:	9/16/2014 9:40:48 AM
StationID:	01413500
Water Year average monthly flow
Year	Month	Discharge (cfs)	Subsurface Flow (mm/day)	Impervious Flow (mm/day)	Infiltration Excess (mm/day)	Overland Flow (mm/day)	PET (mm/day)	Snow Pack (mm)	Precipitation (mm/day)	Storage Deficit (mm/day)	Return Flow (mm/day)
1982	10	430.672464155342	2.40899392889881	0.00438081544352223	0.0676763717826784	0	1.2763956835422	0	4.46792200470656	394.752309046171	0
1982	11	340.129856567869	1.93564574870025	0.000973207932612397	0.0022896087840698	0	0.759690337775636	0.0255228403835188	1.75041158194687	397.479892562976	0
1982	12	222.631644270499	1.25437894589544	0.00178517391797202	0.0199443651326951	0	0.260094692102919	202.146480931408	2.92906875563145	405.59197351383	0
1982	1	279.606855809681	1.57910420380271	0.00186464283131304	0.0207100688113228	0	0.138190577455326	408.883112863794	2.44292394292941	402.278341051051	0
1982	2	533.181636880979	2.98684621645268	0.00465059189420533	0.0676432656051418	0	0.278489332997498	486.743494005628	2.92504166238664	389.314070064422	0
1982	3	558.194326152725	3.15800858399446	0.00390131921997344	0.0407845177327113	0	0.747884183548049	328.659617465826	3.16129909197703	386.559689519571	0
1982	4	433.043986533904	2.4632318820325	0.0024164719562529	0.0194096820268008	0	1.42618234714573	16.7297337548756	2.71358297710202	392.220921049626	0
1982	5	122.285284575598	0.705827583668639	0.000842046012244062	0.00266240875400103	0	2.58753879700829	0	2.16290494796992	418.522661734767	0
1982	6	250.520159244449	1.17434875968402	0.00738263288628053	0.257076721848244	0	2.88962142216586	0	6.82932192246202	409.486405172089	0
1982	7	328.152324004111	1.86316574505931	0.00123349935104001	0.0268331274761805	0	3.88473960919503	0	2.20900325071258	402.123010882659	0
1982	8	103.881043977222	0.606730735776993	0.000740044526497004	0.00189372329359983	0	3.04178725150163	0	1.90400873377281	421.664650834581	0
1982	9	82.1674323970468	0.455061747234676	0.00144020980504075	0.0171380046845955	0	2.50527574870375	0	2.70907207144677	427.591161534571	0
1983	10	60.5291144348571	0.353401142768525	0.000327418017328294	0.00107062866815406	0	1.66148273009822	0	1.11447435097596	433.315682895706	0
1983	11	179.304191276512	0.903937253300642	0.00576614263446922	0.104214477225582	0	0.96509196207949	0	4.76578936381874	417.868715197934	0
1983	12	285.620099540342	1.61404658702856	0.00165448819765354	0.0220768990728114	0	0.543619983863835	23.6955842118024	1.81163832047494	401.025990641139	0
1983	1	298.430388162917	1.65033163928223	0.00279037379992418	0.0579928203652279	0	0.233512383795804	103.435512758659	2.94922407886811	401.824919560234	0
1983	2	380.083366640858	2.13859765428909	0.00218809344973222	0.0378052555055649	0	0.494367648594193	367.12411732413	2.41564579887271	396.092192571287	0
1983	3	677.902237069803	3.8514558588865	0.00491505345906663	0.0352750334071092	0	0.771826369697374	72.7992332085469	4.31449946740621	382.54438829234	0
