 ------------------------------------------------------------------------------
 ----- WATER ------------------------------------------------------------------
 ------------------------------------------------------------------------------
User:	jlant
Date:	11/28/2014 2:55:34 PM
StationID:	20141128_test
Date	Discharge (cfs)	Subsurface Flow (mm/day)	Impervious Flow (mm/day)	Infiltration Excess (mm/day)	Initial Abstracted Flow (mm/day)	Overland Flow (mm/day)	PET (mm/day)	AET(mm/day)	Average Soil Root zone (mm)	Average Soil Unsaturated Zone (mm)	Snow Pack (mm)	Precipitation (mm/day)	Storage Deficit (mm/day)	Return Flow (mm/day)	Water Use (cfs)	Discharge + Water Use (cfs)
08/13/1986	95.5750269214	1.38247466161	1.57431679182e-12	0.0	0.0	0.0	2.70343673799	2.63012708848	55.7410898276	0.0	0.0	0.0	286.567588315	0.0	2.32085069444	97.8958776158
08/14/1986	86.9904277822	1.26104754556	7.14738717728e-17	0.0	0.0	0.0	3.07977071305	2.92849003716	52.8134678069	0.0	0.0	0.0	287.838562042	0.0	2.32085069444	89.3112784766
08/15/1986	79.9952149729	1.15964218214	3.24490875834e-21	0.0	0.0	0.0	3.18794564352	2.95129625858	49.8638619712	0.0	0.0	0.0	289.007033715	0.0	2.32085069444	82.3160656673
08/16/1986	74.5897651255	1.0661835235	8.07673664937e-05	0.00213824020028	0.000560228427629	0.0	3.51160161961	3.51160161961	52.4237671776	0.0224808927846	0.0	6.70696046009	289.465268702	0.0	2.32085069444	76.9106158199
08/17/1986	71.8355526014	1.04135649499	3.66683276592e-09	0.0	0.0	0.0	3.54077697716	3.30365489359	49.6084212595	0.0	0.0	0.486598356504	290.491834729	0.0	2.32085069444	74.1564032958
08/18/1986	140.126176274	1.08461241992	0.00172736363546	0.80514927745	0.00231969642809	0.0	3.26211970199	3.26211970199	61.6702598495	1.39825098979	0.0	23.4379450989	285.70665832	0.0	2.32085069444	142.447026969
08/19/1986	94.6014235593	1.33546196877	7.84221877243e-08	0.0	0.0	0.0	3.37220861323	3.3715322083	58.2980512363	0.0	0.0	0.0	285.640042222	0.0	2.32085069444	96.9222742537
08/20/1986	92.6795333266	1.3402435315	3.56036181451e-12	0.0	0.0	0.0	3.36672351486	3.2733971682	55.0248954395	0.0	0.0	0.0	286.991453031	0.0	2.32085069444	95.0003840211
08/21/1986	84.5687114885	1.22594139117	1.61640176308e-16	0.0	0.0	0.0	3.36472831438	3.17899221088	51.847059189	0.0	0.0	0.0	288.227280477	0.0	2.32085069444	86.889562183
08/22/1986	77.3819310429	1.10831779315	2.61050011479e-05	0.00176519943127	0.000323173158613	0.0	2.76191179064	2.76191179064	53.2414626134	0.00961001535767	0.0	4.50303280052	289.006130074	0.0	2.32085069444	79.7027817373
08/23/1986	74.0336389407	1.07322082386	1.18516521857e-09	0.0	0.0	0.0	3.19415847998	2.96889278579	50.2741444583	0.0	0.0	0.0	290.078042275	0.0	2.32085069444	76.3544896351
08/24/1986	72.1266057725	1.00522265137	0.000151827778296	0.0100474839967	0.000758891110549	0.0	2.96950895363	2.96950895363	53.9056399422	0.0349297357585	0.0	7.50957770526	290.220404186	0.0	2.32085069444	74.4474564669
08/25/1986	68.7045262938	0.99023144031	6.89297047063e-09	0.0	0.0	0.0	2.15012222259	2.01077916218	51.8957874037	0.0	0.0	0.0	291.183246943	0.0	2.32085069444	71.0253769882
08/26/1986	64.1062936353	0.929310112676	3.12940375221e-13	0.0	0.0	0.0	2.48972303733	2.28489805184	49.6123923889	0.0	0.0	0.0	292.119766133	0.0	2.32085069444	66.4271443298
08/27/1986	59.4858169973	0.855103287829	5.71811058336e-06	0.0	0.000152856633088	0.0	3.00879659662	3.00879659662	50.2460671526	0.00808805189723	0.0	3.79921777613	292.831353853	0.0	2.32085069444	61.8066676918
08/28/1986	57.5018242305	0.833569119469	2.59601818859e-10	0.0	0.0	0.0	3.0622467255	2.76564701277	47.4827078562	0.0	0.0	0.0	293.662961663	0.0	2.32085069444	59.8226749249
08/29/1986	54.4339758403	0.789096379667	1.17859043424e-14	0.0	0.0	0.0	1.70880844074	1.50061564329	45.9837909615	0.0	0.0	0.0	294.457780258	0.0	2.32085069444	56.7548265347
08/30/1986	51.6551325973	0.748813172187	5.35079229333e-19	0.0	0.0	0.0	1.76464450436	1.52520454625	44.4605824445	0.0	0.0	0.0	295.211883506	0.0	2.32085069444	53.9759832917
08/31/1986	49.1498655324	0.71249583287	2.42925594291e-23	0.0	0.0	0.0	2.23967103869	1.90372740991	42.5597053435	0.0	0.0	0.0	295.929286956	0.0	2.32085069444	51.4707162269
09/01/1986	46.8793559772	0.679581630989	1.10288049183e-27	0.0	0.0	0.0	2.68683813032	2.23490671201	40.3287017444	0.0	0.0	0.0	296.613435791	0.0	2.32085069444	49.2002066716
09/02/1986	44.8118368315	0.649610058132	5.00706968654e-32	0.0	0.0	0.0	2.64123859603	2.13915384809	38.1939565198	0.0	0.0	0.0	297.267308503	0.0	2.32085069444	47.1326875259
09/03/1986	42.921054643	0.622200533903	2.27320612085e-36	0.0	0.0	0.0	2.67711938528	2.11059900004	36.0883956802	0.0	0.0	0.0	297.893497956	0.0	2.32085069444	45.2419053374
09/04/1986	41.1851185898	0.597035720314	1.03203398222e-40	0.0	0.0	0.0	2.23265136689	2.17834137103	35.9105423329	0.0	0.0	2.0	298.494275504	0.0	2.32085069444	43.5059692842
09/05/1986	39.4461963462	0.57171659555	0.000101443126818	0.0	0.000625382520344	0.0	1.63417203312	1.63417203312	38.8153008673	0.167183154283	0.0	5.25755889733	298.513622891	0.0	2.32085069444	41.7670470407
09/06/1986	66.7642426793	0.620325395564	0.000748746509239	0.292494073726	0.00160084239277	0.0	1.90648124544	1.90648124544	47.9689156414	0.108131525447	0.0	13.6198638	296.795641039	0.0	2.32085069444	69.0850933737
09/07/1986	44.8152744172	0.640969975668	3.39930389294e-08	0.0	0.0	0.0	2.49112558694	2.19861783613	45.7726230365	0.0	0.0	0.0	297.332484748	0.0	2.32085069444	47.1361251116
09/08/1986	42.6782311084	0.618665483106	1.54328157981e-12	0.0	0.0	0.0	1.73867627571	1.5012368892	44.2875814956	0.0	0.0	0.0142400075801	297.955979877	0.0	2.32085069444	44.9990818029
09/09/1986	40.959681923	0.593767701492	7.00648753269e-17	0.0	0.0	0.0	1.95273503701	1.65655682274	42.6335089415	0.0	0.0	0.0	298.554279082	0.0	2.32085069444	43.2805326175
09/10/1986	39.3765536047	0.570818049088	3.18094041866e-21	0.0	0.0	0.0	2.35454948104	1.96010150767	40.6767720367	0.0	0.0	0.0	299.129358377	0.0	2.32085069444	41.6974042992
09/11/1986	37.91252863	0.54959496572	1.44414471586e-25	0.0	0.0	0.0	2.38456870578	1.93941577066	38.7412154521	0.0	0.0	0.0	299.682968734	0.0	2.32085069444	40.2333793244
09/12/1986	36.5545668255	0.529909415895	6.55640686669e-30	0.0	0.0	0.0	2.9406816008	2.33464789069	36.4118910306	0.0	0.0	0.0	300.216669146	0.0	2.32085069444	38.87541752
09/13/1986	35.2914731219	0.511599111469	2.97660411242e-34	0.0	0.0	0.0	2.62726614015	2.02275050597	34.3945201999	0.0	0.0	0.0	300.731853822	0.0	2.32085069444	37.6123238164
09/14/1986	34.1135812795	0.494523926823	1.35137617635e-38	0.0	0.0	0.0	2.2169883827	1.65938907334	32.7401401548	0.0	0.0	0.0	301.229774702	0.0	2.32085069444	36.4344319739
09/15/1986	33.0125006832	0.478562228292	6.13523834889e-43	0.0	0.0	0.0	1.91399001525	1.39807425432	31.3467316424	0.0	0.0	0.0	301.711560257	0.0	2.32085069444	35.3333513777
09/16/1986	34.053728342	0.475190035616	0.000282970263913	0.018182453465	0.00101980265081	0.0	1.58378465594	1.58378465594	36.5385424724	0.112351287581	0.0	8.07847989893	301.008112217	0.0	2.32085069444	36.3745790365
09/17/1986	33.4808405512	0.48535145486	1.28468301065e-08	0.0	0.0	0.0	1.45639896462	1.12321155642	35.4182863727	0.0	0.0	0.0	301.383623232	0.0	2.32085069444	35.8016912457
09/18/1986	32.6609938166	0.473466646137	5.83245184508e-13	0.0	0.0	0.0	1.86894157407	1.41932403457	34.002973006	0.0	0.0	0.0	301.860529803	0.0	2.32085069444	34.9818445111
09/19/1986	31.3420715565	0.454308509139	1.1930017761e-05	0.0	0.000219887215523	0.0	1.97971338006	1.97971338006	34.9294532518	0.0540579957375	0.0	3.135374222	302.141508731	0.0	2.32085069444	33.6629222509
09/20/1986	31.0680869078	0.450375238887	5.41621968415e-10	0.0	0.0	0.0	2.28361752348	1.72234573169	33.2121235436	0.0	0.0	0.0	302.540498975	0.0	2.32085069444	33.3889376022
09/21/1986	30.1771945338	0.437407886729	1.6408021598e-05	0.0	0.000257275417609	0.0	1.58440420914	1.58440420914	34.3059306605	0.0121370805066	0.0	2.94878627283	302.720360061	0.0	2.32085069444	32.4980452282
09/22/1986	29.9014946854	0.433463857785	7.44923028091e-10	0.0	0.0	0.0	1.80144709401	1.34662054971	32.9633843773	0.0	0.0	0.0	303.144651666	0.0	2.32085069444	32.2223453798
09/23/1986	28.9544248449	0.419651938278	2.58736991398e-05	0.0	0.000321782229212	0.0	1.59504464795	1.59504464795	34.3528309134	0.0446192687014	0.0	3.32820531729	303.265553978	0.0	2.32085069444	31.2752755393
09/24/1986	34.7038711972	0.437791860145	0.000464740840516	0.024736105702	0.0012859574794	0.0	2.27222685891	2.27222685891	41.329348501	0.128884562938	0.0	11.0	302.051167855	0.0	2.32085069444	37.0247218917
09/25/1986	31.3591207191	0.45265197783	2.10992015172e-08	0.0	0.0	0.0	2.55459040385	2.09408374336	39.2391975152	0.0	0.0	0.0	302.377306601	0.0	2.32085069444	33.6799714135
09/26/1986	31.0667577152	0.440049196747	8.44967190569e-06	0.0	0.000185455738834	0.0	2.29802770776	2.29802770776	40.0141802198	0.0100815006958	0.0	3.26471352444	302.637713759	0.0	2.32085069444	33.3876084096
09/27/1986	31.8887217814	0.436089959739	7.80743419444e-05	0.0	0.000551139619678	0.0	2.89086986537	2.89086986537	42.5288913474	0.0980410870907	0.0	6.02769985796	302.538737422	0.0	2.32085069444	34.2095724759
09/28/1986	30.5316624408	0.438217417237	3.54456964053e-09	0.0	0.0	0.0	1.37294055134	1.14481868318	41.4056801409	0.0	0.0	0.019685219646	302.881540596	0.0	2.32085069444	32.8525131352
09/29/1986	29.6629879644	0.428417484667	1.60923212718e-13	0.0	0.0	0.0	1.69277919316	1.58513356892	40.9146404346	0.0	0.0	1.09317717138	303.313451571	0.0	2.32085069444	31.9838386588
09/30/1986	28.7245971448	0.416403087675	7.30590255456e-18	0.0	0.0	0.0	2.58591418562	2.10916315999	38.8095544103	0.0	0.0	0.0	303.733195392	0.0	2.32085069444	31.0454478392
10/01/1986	27.8763700093	0.40297890274	1.95263852971e-05	0.0	0.000280267159564	0.0	3.4303922107	3.4303922107	40.0077580831	0.0385462777926	0.0	4.92499774624	303.879339346	0.0	-9.28340277778	18.5929672315
10/02/1986	75.0842373884	0.445684601661	0.00130544365825	0.531694883287	0.00205330362108	0.0	2.20980051368	2.20980051368	52.9917605523	0.198455783349	0.0	18.9543179101	301.249459815	0.0	-9.28340277778	65.8008346107
10/03/1986	34.7706539266	0.476708612182	5.92670503934e-08	0.0	0.0	0.0	2.22156843229	2.05988151171	50.9329083364	0.0	0.0	0.0	301.530244917	0.0	-9.28340277778	25.4872511488
10/04/1986	164.740027526	0.951872607291	0.0032134108183	1.20045516732	0.00300606045677	0.0	1.85968648896	1.85968648896	61.6702598495	1.09880408926	0.0	32.8660574655	284.612196445	0.0	-9.28340277778	155.456624749
10/05/1986	112.77381597	1.53179298729	0.000103838744804	0.0	0.00025760078123	0.0	2.3993640905	2.3993640905	61.6702598495	0.130702093658	0.0	4.20058238544	283.381480547	0.0	-9.28340277778	103.490413192
10/06/1986	109.671033825	1.55217073715	4.71427172075e-09	0.0	0.0	0.0	1.5421790832	1.54186972677	60.1280807663	0.0	0.0	0.0	284.818715726	0.0	-9.28340277778	100.387631048
10/07/1986	98.6288986563	1.41174237896	2.14027605003e-13	0.0	0.0	0.0	1.04938840511	1.03607160189	59.0919283548	0.0	0.0	0.0	286.245591739	0.0	-9.28340277778	89.3454958785
10/08/1986	89.3433264674	1.28495976093	9.71683823437e-18	0.0	0.0	0.0	1.16396612601	1.13932355966	57.9526128483	0.0	0.0	0.0	287.543931549	0.0	-9.28340277778	80.0599236896
10/09/1986	81.4287314467	1.17952163249	4.41143773354e-22	0.0	0.0	0.0	2.12492916367	2.05994297554	55.8928824655	0.0	0.0	0.0	288.735403134	0.0	-9.28340277778	72.1453286689
10/10/1986	75.8284352428	1.09039485881	2.00278963254e-26	0.0	0.0	0.0	2.01392030741	2.00646092459	55.7444437685	0.0	0.0	1.85798001671	289.836561057	0.0	-9.28340277778	66.545032465
10/11/1986	70.3125664503	1.01402549866	9.09265086464e-31	0.0	0.0	0.0	1.08453881279	1.03129851178	54.7134523559	0.0	0.0	0.0	290.860350091	0.0	-9.28340277778	61.0291636725
10/12/1986	65.5960719346	0.947829599784	4.12805710609e-35	0.0	0.0	0.0	1.15143695933	1.08481902283	53.6290592427	0.0	0.0	0.0	291.817091009	0.0	-9.28340277778	56.3126691568
10/13/1986	61.4153481982	0.889881673949	1.87413502672e-39	0.0	0.0	0.0	1.38919899261	1.29589235343	52.3338086985	0.0	0.0	0.0	292.715149638	0.0	-9.28340277778	52.1319454204
10/14/1986	110.052291558	0.965838374895	0.00175150734453	0.483803530965	0.00233361424593	0.0	1.47732033379	1.47732033379	61.6702598495	2.51129549139	0.0	21.8431187653	285.683996437	0.0	-9.28340277778	100.768888781
10/15/1986	146.82848138	1.97374749779	0.000518973494271	0.0267097048166	0.00135324232754	0.0	1.81570046801	1.81570046801	61.6702598495	0.661721808802	0.0	11.1489580238	276.506642037	0.0	-9.28340277778	137.545078602
10/16/1986	172.577917215	2.44487288553	2.35613601885e-08	0.0	0.0	0.0	1.06004689001	1.05983424376	60.6102129595	0.0	0.0	0.0	278.311384896	0.0	-9.28340277778	163.294514437
10/17/1986	151.853145395	2.16989681646	1.06968409767e-12	0.0	0.0	0.0	0.985976286765	0.977330795606	59.6327679749	0.0	0.0	0.0	280.506002196	0.0	-9.28340277778	142.569742617
10/18/1986	130.970738915	1.87740315529	4.85635829021e-17	0.0	0.0	0.0	0.973474068419	0.958107913292	58.7298994219	0.0	0.0	0.0552733135986	282.404026321	0.0	-9.28340277778	121.687336137
10/19/1986	115.275342043	1.65644025689	2.20478325277e-21	0.0	0.0	0.0	1.13926803372	1.11175260513	57.6181883036	0.0	0.0	0.0	284.078069101	0.0	-9.28340277778	105.991939266
10/20/1986	102.943439549	1.48324576164	1.00097004817e-25	0.0	0.0	0.0	1.45118077784	1.40276545935	56.2156079532	0.0	0.0	0.0	285.576604283	0.0	-9.28340277778	93.6600367713
10/21/1986	93.0569538148	1.34363232888	4.54439698813e-30	0.0	0.0	0.0	1.55660465577	1.48638493417	54.7296025177	0.0	0.0	0.0	286.933698892	0.0	-9.28340277778	83.773551037
10/22/1986	84.8553364795	1.22857431011	2.06315304074e-34	0.0	0.0	0.0	1.82360206855	1.71834699315	53.0119275875	0.0	0.0	0.0	288.174257433	0.0	-9.28340277778	75.5719337018
10/23/1986	78.1144935564	1.13204133732	9.36670031387e-39	0.0	0.0	0.0	1.66774735454	1.54682619475	51.4659600023	0.0	0.0	0.0	289.317064153	0.0	-9.28340277778	68.8310907786
10/24/1986	71.2352689981	1.01924940673	4.9990199416e-06	0.0	0.000143039036332	0.0	1.80375573819	1.80375573819	52.0577025734	0.0294846030925	0.0	2.5418727312	290.22782837	0.0	-9.28340277778	61.9518662203
10/25/1986	68.5707962706	0.988584273523	2.2695515423e-10	0.0	0.0	0.0	1.26776400772	1.1652950302	50.8931634373	0.0	0.0	0.0	291.195691739	0.0	-9.28340277778	59.2873934928
10/26/1986	73.0836233328	0.945779439128	0.000208118057448	0.070109582088	0.000881926594201	0.0	1.20702396741	1.20702396741	55.1929849189	0.0305374518238	0.0	6.64129161637	291.108464117	0.0	-9.28340277778	63.8002205551
10/27/1986	73.7530353372	0.956026142462	0.000565215143664	0.0257104388871	0.00140763029453	0.0	0.904963407179	0.904963407179	61.6702598495	0.850866817621	0.0	10.7402274105	289.578897532	0.0	-9.28340277778	64.4696325594
10/28/1986	86.4786631258	1.18932664485	0.000106073818729	0.000157109306991	0.000638908623859	0.0	1.24294520702	1.24294520702	61.6702598495	0.219907176252	0.0	4.95684880313	286.428213456	0.0	-9.28340277778	77.195260348
10/29/1986	89.3557728446	1.27026519741	4.81574391992e-09	0.0	0.0	0.0	1.11501296815	1.11478928975	60.5552468814	0.0	0.0	0.0	287.488886599	0.0	-9.28340277778	80.0723700668
10/30/1986	82.1792555691	1.18430746797	2.18634435719e-13	0.0	0.0	0.0	1.90151654562	1.88399452749	58.6710405219	0.0	0.0	0.0	288.684705116	0.0	-9.28340277778	72.8958527913
10/31/1986	75.8920021556	1.09447756776	9.92598802528e-18	0.0	0.0	0.0	1.02659912051	1.00130627804	57.6697765475	0.0	0.0	0.0	289.789562683	0.0	-9.28340277778	66.6085993778
11/01/1986	70.5779826956	1.01755090152	4.50639159172e-22	0.0	0.0	0.0	0.860333864543	0.832000056267	56.837882569	0.0	0.0	0.0	290.816540018	0.0	-9.28340277778	61.2945799178
11/02/1986	65.7654110362	0.950905503348	2.04589861746e-26	0.0	0.0	0.0	1.27649091863	1.22558329912	55.6125444114	0.0	0.0	0.0	291.776058017	0.0	-9.28340277778	56.4820082584
11/03/1986	61.7864176495	0.892589571004	9.28836535341e-31	0.0	0.0	0.0	0.913650193462	0.867778475294	54.7450347459	0.0	0.0	0.0	292.676557929	0.0	-9.28340277778	52.5030148717
11/04/1986	58.2571243669	0.841119145912	4.21691134653e-35	0.0	0.0	0.0	0.823051057021	0.775654464143	53.9696825304	0.0	0.0	0.0	293.524976111	0.0	-9.28340277778	48.9737215891
11/05/1986	55.0558474792	0.79534519513	1.91447478947e-39	0.0	0.0	0.0	0.879117048509	0.822650162992	53.1474130037	0.0	0.0	0.0	294.327083844	0.0	-9.28340277778	45.7724447014
11/06/1986	111.605561037	0.964036886741	0.00111596316337	0.542397389318	0.00191564797413	0.0	0.536935597566	0.536935597566	61.6702598495	0.191804756432	0.0	15.6505668668	289.453750478	0.0	-9.28340277778	102.322158259
11/07/1986	82.4840637198	1.12892478378	8.93109317738e-05	0.00465578879705	0.000374114251289	0.0	0.785906923829	0.785906923829	61.6702598495	0.0691072055378	0.0	3.0960342581	288.163905616	0.0	-9.28340277778	73.200660942
11/08/1986	101.057848032	1.35700923619	0.000687412844107	0.020244429479	0.000951864762896	0.0	0.967326788675	0.967326788675	61.6702598495	1.02530336525	0.0	9.13975540685	282.344248435	0.0	-9.28340277778	91.7744452544
11/09/1986	337.057418345	3.97555620953	0.00283545144348	0.688569765144	0.00167237094366	0.0	1.42461039645	1.42461039645	61.6702598495	0.860113415311	0.0	23.8978401959	264.421436192	0.0	-9.28340277778	327.774015567
11/10/1986	386.675272283	5.4608711194	0.00028868517548	0.000281206580705	0.000407609026331	0.0	1.38631597582	1.38631597582	61.6702598495	0.134309427263	0.0	4.85707131201	265.747244935	0.0	-9.28340277778	377.391869505
11/11/1986	362.891593788	5.11665067244	0.000610515709405	0.0117519158535	0.000557730700594	0.0	0.632880736387	0.632880736387	61.6702598495	0.407375249892	0.0	6.45701294148	265.388319975	0.0	-9.28340277778	353.60819101
11/12/1986	506.812898998	6.5518827707	0.00294716695485	0.556783785151	0.00095392934234	0.0	0.546435865568	0.546435865568	61.6702598495	4.0270381846	0.0	19.994949612	256.771657868	0.0	-9.28340277778	497.529496221
11/13/1986	632.309914858	9.01376415721	1.33801172748e-07	0.0	0.0	0.0	0.749691549529	0.74954115219	60.9205683	0.0	0.0	0.0	261.829927315	0.0	-9.28340277778	623.02651208
11/14/1986	452.084704465	6.44629817406	6.07456384491e-12	0.0	0.0	0.0	1e-07	9.6409435513e-08	60.9205682036	0.0	0.0	0.0	268.359939564	0.0	-9.28340277778	442.801301687
11/15/1986	294.028997804	4.18988126043	2.75784771897e-16	0.0	0.0	0.0	1e-07	9.64094350595e-08	60.9205681072	0.0	0.0	0.0	272.599196492	0.0	-9.28340277778	284.745595026
11/16/1986	221.793312805	3.16751396771	1.25206092737e-20	0.0	0.0	0.0	0.636089931905	0.613250704368	60.3074144189	0.0	0.0	0.0	275.801664847	0.0	-9.28340277778	212.509910027
11/17/1986	179.233573189	2.56417270486	5.68434781608e-25	0.0	0.0	0.0	0.686300875466	0.642061910753	59.6656512135	0.0	0.0	0.0	278.392677843	0.0	-9.28340277778	169.950170411
11/18/1986	212.786972021	2.83162582791	0.000586970216037	0.148363808547	0.00143230157999	0.0	0.749284908642	0.749284908642	61.6702598495	0.21913191142	0.0	10.8160709444	273.564601694	0.0	-9.28340277778	203.503569243
11/19/1986	410.161718044	5.04314523062	0.00167407360482	0.684952948686	0.00228855522866	0.0	0.679997578431	0.679997578431	61.6702598495	1.28076285188	0.0	20.4350060266	260.670867837	0.0	-9.28340277778	400.878315266
11/20/1986	489.617243703	6.96797861245	7.6002824076e-08	0.0	0.0	0.0	0.508892734839	0.508790643326	61.1613671147	0.0	0.0	0.0	266.42801509	0.0	-9.28340277778	480.333840925
11/21/1986	1346.65601418	14.5616262259	0.00703893172018	4.47157560189	0.001156380621	0.0	0.55919171069	0.55919171069	61.6702598495	1.25602095552	0.0	41.4165101844	246.60216099	0.0	-9.28340277778	1337.3726114
11/22/1986	1239.18413031	17.6521065759	3.19567005699e-07	0.0	0.0	0.0	0.534143277828	0.53403612029	61.1361165717	0.0	0.0	0.0	263.217054999	0.0	-9.28340277778	1229.90072754
11/23/1986	417.192436388	5.89614988614	1.45083196132e-11	0.0	0.0	0.0	0.585977500796	0.570900638589	60.5652463194	0.0	0.0	0.0	269.174474809	0.0	-9.28340277778	407.90903361
11/24/1986	281.459491368	3.91995426935	0.000894765290325	0.0231463102779	0.000647044431251	0.0	0.731411932684	0.731411932684	61.6702598495	1.7257368855	0.0	8.41800698958	268.312884606	0.0	-9.28340277778	272.176088591
11/25/1986	296.022956354	4.21397494348	4.06222813346e-08	0.0	0.0	0.0	0.755421145282	0.755269595141	60.9148387043	0.0	0.0	0.0	270.823023192	0.0	-9.28340277778	286.739553577
11/26/1986	288.382200817	4.03916885962	0.000667280516087	0.0379473727139	0.000577809771887	0.0	0.869926013411	0.869926013411	61.6702598495	0.124659709582	0.0	7.07726965062	269.616027703	0.0	-9.28340277778	279.09879804
11/27/1986	789.049703565	9.91797770464	0.00462463011201	1.16617897338	0.00196537488761	0.0	1.14490536529	1.14490536529	61.6702598495	1.70762165845	0.0	33.9987524385	249.550980837	0.0	-9.28340277778	779.766300787
11/28/1986	1018.68825434	14.5283214664	2.09957882263e-07	0.0	0.0	0.0	0.729634836887	0.729488459205	60.9406250127	0.0	0.0	0.0	262.540153817	0.0	-9.28340277778	1009.40485156
11/29/1986	434.0523065	6.16460453179	9.53207310781e-12	0.0	0.0	0.0	0.91666214279	0.884613995739	60.0561422647	0.0	0.0	0.0	268.770430573	0.0	-9.28340277778	424.768903722
11/30/1986	287.045028223	4.08732593408	4.32755449586e-16	0.0	0.0	0.0	0.685299796429	0.633220428111	59.4232983943	0.0	0.0	0.0	272.896107942	0.0	-9.28340277778	277.761625445
12/01/1986	218.36432074	3.11361599471	1.96470670155e-20	0.0	0.0	0.0	1e-07	8.95380152321e-08	59.4232983048	0.0	0.0	0.0	276.036282625	0.0	-9.28340277778	209.080917963
12/02/1986	177.331549333	2.53119623721	8.91975462544e-25	0.0	0.0	0.0	1e-07	8.95380148318e-08	59.4232982154	0.0	0.0	0.0	278.587388081	0.0	-9.28340277778	168.048146556
12/03/1986	502.129073259	5.88616094089	0.00326558038162	1.10687678068	0.00302558810514	0.0	0.674750264439	0.674750264439	61.6702598495	1.14233841032	0.0	32.0386127441	257.679790433	0.0	-9.28340277778	492.845670481
12/04/1986	565.175748804	7.99984468678	0.000391021519471	0.000111027121869	0.000464183233428	0.0	0.731234137662	0.731234137662	61.6702598495	0.244307991716	0.0	4.99409125532	260.600070681	0.0	-9.28340277778	555.892346027
12/05/1986	491.649618143	7.00493046973	1.77523495196e-08	0.0	0.0	0.0	0.509415758836	0.509313560026	61.1608440907	0.0	0.0	0.0	267.436911066	0.0	-9.28340277778	482.366215366
12/06/1986	313.325526786	4.46225270124	8.05955421309e-13	0.0	0.0	0.0	1e-07	9.75442607203e-08	61.1608439932	0.0	0.0	0.0	271.943114052	0.0	-9.28340277778	304.042124008
12/07/1986	232.249982807	3.31514206358	3.65903195192e-17	0.0	0.0	0.0	0.60454343988	0.589697418777	60.5711709136	0.0	0.0	0.0	275.287649506	0.0	-9.28340277778	222.966580029
12/08/1986	185.986667519	2.65902850474	1.66119793615e-21	0.0	0.0	0.0	0.524727095003	0.497311265439	60.0740245835	0.0	0.0	0.0	277.968290104	0.0	-9.28340277778	176.703264741
12/09/1986	154.325512365	2.18107251793	0.000105414620406	0.0	0.000637067496284	0.0	0.525298612501	0.525298612501	61.6702598495	0.252739817936	0.0	4.22685454407	278.314882918	0.0	-9.28340277778	145.042109587
12/10/1986	192.254194154	2.6718366796	0.000398110418494	0.0197054891049	0.00119670523069	0.0	0.739836883446	0.739836883446	61.6702598495	0.494761150341	0.0	8.69056004978	273.321179724	0.0	-9.28340277778	182.970791377
12/11/1986	212.437547504	3.0262503612	1.80741850373e-08	0.0	0.0	0.0	0.733644034448	0.733496850167	60.9366158151	0.0	0.0	0.0	275.874694931	0.0	-9.28340277778	203.154144726
12/12/1986	166.100413778	2.36898489552	5.92974439733e-08	0.0	1.01708649348e-05	0.0	1e-07	1e-07	60.9775023721	0.000983516488847	36.2577571022	3.67677571022	278.254171785	0.0	-9.28340277778	156.817011
12/13/1986	143.337113019	2.04664217374	5.92993155064e-08	0.0	1.01708649348e-05	0.0	1e-07	1e-07	61.0183889291	0.000757606247867	35.7477571022	0.0	280.306413809	0.0	-9.28340277778	134.053710241
12/14/1986	126.14724444	1.80214110346	5.92993155914e-08	0.0	1.01708649348e-05	0.0	1e-07	1e-07	61.0592754862	0.000320400101693	35.2377571022	0.0	282.111262922	0.0	-9.28340277778	116.863841663
12/15/1986	112.668158471	1.60983771846	4.64734871708e-07	0.0	2.99033375793e-05	0.0	0.542757503111	0.542757503111	61.1061074682	0.000695870763834	29.2296725292	0.0	283.721547271	0.0	-9.28340277778	103.384755693
12/16/1986	101.803592403	1.45488375021	2.50493528026e-08	0.0	1.02051348602e-05	0.0	1e-07	1e-07	61.146994063	0.000867428834976	28.7196725292	0.0	285.176142038	0.0	-9.28340277778	92.5201896253
12/17/1986	93.2958343644	1.33073963763	4.72291785779e-06	0.0	0.000116058242975	0.0	0.597347094468	0.597347094468	61.4923885566	0.00600165570843	18.3922123931	0.0	286.433903095	0.0	-9.28340277778	84.0124315867
12/18/1986	85.8527109734	1.22623527793	2.52426740111e-08	0.0	1.02051348602e-05	0.0	1e-07	1e-07	61.5327897001	0.000766808910252	102.605876621	8.47236642277	287.651957208	0.0	-9.28340277778	76.5693081956
12/19/1986	79.4027198337	1.13466580695	2.50293998877e-08	0.0	1.02051348602e-05	0.0	1e-07	1e-07	61.5731908435	0.00067898461762	356.939835245	25.4843958624	288.782792627	0.0	-9.28340277778	70.1193170559
12/20/1986	73.8750247394	1.05586853	1.3489212014e-07	0.0	1.00952671423e-05	0.0	1e-07	1e-07	61.6135919737	0.000483102281696	356.429835245	0.0	289.834014487	0.0	-9.28340277778	64.5916219616
12/21/1986	69.0744850621	0.987323443247	1.348971079e-07	0.0	1.00952671423e-05	0.0	1e-07	1e-07	61.6539931038	0.000483655156612	355.919835245	0.0	290.816297846	0.0	-9.28340277778	59.7910822843
