 ------------------------------------------------------------------------------
 ----- WATER ------------------------------------------------------------------
 ------------------------------------------------------------------------------
User:	jlant
Date:	11/28/2014 2:55:34 PM
StationID:	20141128_test
Date	Discharge (cfs)	Subsurface Flow (mm/day)	Impervious Flow (mm/day)	Infiltration Excess (mm/day)	Initial Abstracted Flow (mm/day)	Overland Flow (mm/day)	PET (mm/day)	AET(mm/day)	Average Soil Root zone (mm)	Average Soil Unsaturated Zone (mm)	Snow Pack (mm)	Precipitation (mm/day)	Storage Deficit (mm/day)	Return Flow (mm/day)	Water Use (cfs)	Discharge + Water Use (cfs)
09/10/1992	40.8151603997	0.591672660499	2.28367819801e-19	0.0	0.0	0.0	2.57236956168	2.1655209787	41.4524403944	0.0	0.0	0.0	298.594037985	0.0	2.32085069444	43.1360110942
09/11/1992	87.7297682512	0.642383271949	0.00168158902636	0.513362212924	0.00229299307699	0.0	3.04913729211	3.04913729211	56.8793612292	0.22326566696	0.0	22.8637468975	295.608629497	0.0	2.32085069444	90.0506189456
09/12/1992	49.7385921047	0.692914222579	7.63440236862e-08	0.0	0.0	0.0	2.41943244444	2.32369766491	54.5560492739	0.0	0.0	0.0	296.082101894	0.0	2.32085069444	52.0594427992
09/13/1992	46.5761725319	0.671566704303	3.46601331314e-12	0.0	0.0	0.0	1.91841848905	1.80476697914	52.7519615562	0.0	0.0	0.0	296.759368747	0.0	2.32085069444	48.8970232264
09/14/1992	44.3044849335	0.642255284946	1.57356760972e-16	0.0	0.0	0.0	2.294669015	2.12300821512	50.6301192298	0.0	0.0	0.0	297.406958815	0.0	2.32085069444	46.6253356279
09/15/1992	42.4536736025	0.61542519403	7.1439858958e-21	0.0	0.0	0.0	2.4350639048	2.20748237074	48.4243234011	0.0	0.0	0.0	298.027389446	0.0	2.32085069444	44.774524297
09/16/1992	40.7530262702	0.590771939655	3.24336457894e-25	0.0	0.0	0.0	2.7357743509	2.42589896244	46.0008553033	0.0	0.0	0.0	298.62286871	0.0	2.32085069444	43.0738769647
09/17/1992	39.1848564569	0.568039131638	1.47248524078e-29	0.0	0.0	0.0	3.15074379673	2.72364011867	43.2807093713	0.0	0.0	0.0	299.1953443	0.0	2.32085069444	41.5057071513
09/18/1992	37.7341631949	0.547009310035	6.68507265078e-34	0.0	0.0	0.0	2.89591951839	2.42885585795	40.855801907	0.0	0.0	0.0	299.746543094	0.0	2.32085069444	40.0550138893
09/19/1992	36.3340910297	0.526683199545	3.01122688329e-05	0.0	0.000346605647015	0.0	3.02894446264	3.02894446264	42.3613866618	0.0162198944877	0.0	4.9069758107	299.917945156	0.0	2.32085069444	38.6549417242
09/20/1992	35.9739985911	0.521493268455	1.36709489001e-09	0.0	0.0	0.0	1.78963941799	1.48510506547	40.8788756976	0.0	0.0	0.0	300.427060841	0.0	2.32085069444	38.2948492855
09/21/1992	34.7869100955	0.504284766866	6.2066011985e-14	0.0	0.0	0.0	1.94870021098	1.58880587735	39.2931743021	0.0	0.0	0.0	300.935124153	0.0	2.32085069444	37.10776079
09/22/1992	34.9500117678	0.497357713681	0.000141995839963	0.00914944350397	0.000734988717905	0.0	1.83223304635	1.83223304635	42.7906827148	0.0379651166924	0.0	6.20425478044	300.601999182	0.0	2.32085069444	37.2708624622
09/23/1992	101.716334272	0.578831708633	0.00166336470604	0.780411015811	0.00228222634405	0.0	1.89195204227	1.89195204227	57.8812458922	0.139991478312	0.0	21.5620519388	297.511605608	0.0	2.32085069444	104.037184966
09/24/1992	44.5473990754	0.611270393303	7.55166408235e-08	0.0	0.0	0.0	1.31316618949	1.2722033565	56.6091511695	0.0	0.0	0.0	297.988525431	0.0	2.32085069444	46.8682497699
09/25/1992	41.4676557335	0.592359390345	3.42845018929e-12	0.0	0.0	0.0	1.26917361145	1.21609606615	55.3932935596	0.0	0.0	0.0	298.58553777	0.0	2.32085069444	43.7885064279
09/26/1992	45.6072067315	0.583485346929	0.000360430078574	0.0198312520036	0.00114242512396	0.0	1.4006931868	1.4006931868	61.3378319262	0.168131487447	0.0	8.89289285553	297.847817877	0.0	2.32085069444	47.928057426
09/27/1992	56.7288979871	0.741723610789	0.000360522581533	0.0188400694274	0.00071528254871	0.0	1.51572336461	1.51572336461	61.6702598495	0.167075768489	0.0	6.87889490867	293.584929762	0.0	2.32085069444	59.0497486816
09/28/1992	57.4666037781	0.800106204036	1.36311839567e-05	0.0	0.000150925271811	0.0	1.74831206186	1.74831206186	61.6702598495	0.0660160202048	0.0	2.56861059681	293.468603528	0.0	2.32085069444	59.7874544725
09/29/1992	55.4715788161	0.799031393279	6.18854794212e-10	0.0	0.0	0.0	2.01088797237	2.01048459875	59.6593718772	0.0	0.0	0.0	294.207046962	0.0	2.32085069444	57.7924295105
09/30/1992	52.5751787184	0.76099342818	2.80959641904e-14	0.0	0.0	0.0	1.19071624483	1.17104850213	58.4882767758	0.0	0.0	0.0	294.973763854	0.0	2.32085069444	54.8960294129
10/01/1992	49.9418232896	0.723446618604	1.27555480085e-18	0.0	0.0	0.0	1.02188302832	0.995164318319	57.4931698313	0.0	0.0	0.0	295.702558643	0.0	-9.28340277778	40.6584205118
10/02/1992	47.5620365026	0.689477133853	5.79100983669e-23	0.0	0.0	0.0	1.16295414481	1.12294358201	56.3703865687	0.0	0.0	0.0	296.397047187	0.0	-9.28340277778	38.2786337248
10/03/1992	45.4315158295	0.658593169256	2.6291143984e-27	0.0	0.0	0.0	2.00294560819	1.91520168033	54.4556473604	0.0	0.0	0.0	297.060348141	0.0	-9.28340277778	36.1481130517
10/04/1992	43.4859566875	0.630389576707	1.19361609025e-31	0.0	0.0	0.0	2.64484049024	2.48598795442	51.9706953996	0.0	0.0	0.0	297.695170564	0.0	-9.28340277778	34.2025539097
10/05/1992	41.7020603623	0.604529512104	5.41900866606e-36	0.0	0.0	0.0	1.52648511694	1.40194440692	50.5696739641	0.0	0.0	0.0	298.303882975	0.0	-9.28340277778	32.4186575845
10/06/1992	40.0603458445	0.580730571048	2.46022612822e-40	0.0	0.0	0.0	1.2388336419	1.12244647726	49.4481280369	0.0	0.0	0.0	298.888568395	0.0	-9.28340277778	30.7769430668
10/07/1992	38.5443556511	0.558754179377	1.11694093421e-44	0.0	0.0	0.0	1.45990849006	1.30812343954	48.1412105609	0.0	0.0	0.0	299.451068657	0.0	-9.28340277778	29.2609528733
10/08/1992	37.1400891609	0.538397378568	5.07090399621e-49	0.0	0.0	0.0	2.08051865106	1.83961755276	46.3035548873	0.0	0.0	0.0	299.993020418	0.0	-9.28340277778	27.8566863832
10/09/1992	35.8355591292	0.51948639679	2.3021868526e-53	0.0	0.0	0.0	2.09965428659	1.8210650477	44.4848206117	0.0	0.0	0.0	300.515884665	0.0	-9.28340277778	26.5521563515
10/10/1992	354.315222835	0.862843908194	0.00421426108441	4.03014531882	0.00334546982495	0.0	1.57436003655	1.57436003655	61.6702598495	1.20788019647	0.0	39.2624978647	286.195919273	0.0	-9.28340277778	345.031820057
10/11/1992	94.6130773073	1.29213124582	1.91327157233e-07	0.0	0.0	0.0	1.74683357798	1.74648316451	59.9234262716	0.0	0.0	0.0	286.28574546	0.0	-9.28340277778	85.3296745295
10/12/1992	115.372511591	1.55657160749	0.000617185694218	0.0244570334945	0.000908315946824	0.0	1.55269880323	1.55269880323	61.6702598495	0.224904890667	0.0	9.15790172841	282.247790161	0.0	-9.28340277778	106.089108814
10/13/1992	118.090465944	1.67564879952	2.80201871679e-08	0.0	0.0	0.0	1.31373609729	1.31347256182	60.3565237523	0.0	0.0	0.0	283.715204741	0.0	-9.28340277778	108.807063166
10/14/1992	106.130422586	1.52085159535	1.27211452935e-12	0.0	0.0	0.0	1.19977695241	1.18678338714	59.1696258899	0.0	0.0	0.0	285.250150318	0.0	-9.28340277778	96.8470198081
10/15/1992	93.0524621119	1.32492501164	2.0077349919e-05	0.0	0.000182434190102	0.0	0.990381142595	0.990381142595	59.9790151996	0.0170113570754	0.0	2.0	286.40227533	0.0	-9.28340277778	83.7690593341
10/16/1992	89.6918703268	1.2614537459	7.00728867495e-05	0.0	0.00052304071349	0.0	2.26602209772	2.26602209772	61.6702598495	0.152811435643	0.0	5.22295703318	286.54772636	0.0	-9.28340277778	80.408467549
10/17/1992	88.3400450384	1.26141126948	3.18130413669e-09	0.0	0.0	0.0	1.7147198802	1.71457649651	60.9555399693	0.0	0.0	1.0	287.666107847	0.0	-9.28340277778	79.0566422606
10/18/1992	81.5897910157	1.17152848274	1.44430984359e-13	0.0	0.0	0.0	0.872403790896	0.867196256239	60.0882185113	0.0	0.0	0.0	288.847987473	0.0	-9.28340277778	72.306388238
10/19/1992	74.1013204832	1.05292178123	1.50226588839e-05	0.0	0.000246348582722	0.0	0.909102513459	0.909102513459	61.1328582931	0.0647952998444	0.0	2.21215403287	289.714801568	0.0	-9.28340277778	64.8179177054
10/20/1992	71.4339476826	1.02324346417	6.82027658175e-10	0.0	0.0	0.0	0.585444519889	0.582786163505	60.5499788886	0.0	0.0	0.0	290.681430702	0.0	-9.28340277778	62.1505449049
10/21/1992	65.3168664542	0.932781536847	8.00173349458e-07	0.0	5.75355779666e-05	0.0	0.709141500521	0.709141500521	60.7831591514	0.0130358348308	0.0	1.0	291.577073893	0.0	-9.28340277778	56.0334636764
10/22/1992	62.2516097254	0.884409293283	6.40563069017e-06	0.0	0.000161716758126	0.0	0.739338673691	0.739338673691	61.4528745383	0.0167506283778	0.0	1.57751502911	292.304891557	0.0	-9.28340277778	52.9682069476
10/23/1992	59.9943837276	0.862456436969	2.90815183418e-10	0.0	0.0	0.0	1.00598694579	0.99525182961	60.4575173975	0.0	0.0	0.0	293.157518104	0.0	-9.28340277778	50.7109809498
10/24/1992	56.2390379652	0.815263272052	1.32029889011e-14	0.0	0.0	0.0	1.61067805514	1.59455023195	58.8627984934	0.0	0.0	0.0	293.97936464	0.0	-9.28340277778	46.9556351875
10/25/1992	66.5701897672	0.869563826531	0.000563935383295	0.0233479112337	0.00140617430742	0.0	1.05615421315	1.05615421315	61.6702598495	1.15913937196	0.0	10.8778345883	289.035982391	0.0	-9.28340277778	57.2867869894
10/26/1992	75.8477495216	1.07036560512	2.56026267922e-08	0.0	0.0	0.0	0.613745154785	0.613622034275	61.0565146948	0.0	0.0	0.0	288.945513026	0.0	-9.28340277778	66.5643467438
10/27/1992	75.1339060227	1.07611734827	1.1623574581e-12	0.0	0.0	0.0	0.928956723218	0.901556319618	60.1550411618	0.0	0.0	0.0	290.031469963	0.0	-9.28340277778	65.850503245
10/28/1992	69.6618406127	1.00170102259	5.27709469566e-17	0.0	0.0	0.0	0.818167323189	0.759695768113	59.3957582563	0.0	0.0	0.0	291.04214196	0.0	-9.28340277778	60.378437835
10/29/1992	64.8898746507	0.937077544592	2.39579728533e-21	0.0	0.0	0.0	1.20952339014	1.08149315854	58.3152877303	0.0	0.0	0.0	291.987444869	0.0	-9.28340277778	55.6064718729
10/30/1992	60.717010632	0.862237467796	2.04908127963e-05	0.0	0.000286988858872	0.0	1.12956944827	1.12956944827	59.5442324609	0.0555956900419	0.0	2.66252125631	292.606616846	0.0	-9.28340277778	51.4336078542
10/31/1992	58.9061451231	0.845076960598	9.30281461727e-10	0.0	0.0	0.0	0.744123671237	0.670285162016	58.8745203235	0.0	0.0	0.0	293.40282741	0.0	-9.28340277778	49.6227423453
11/01/1992	55.6902907409	0.801810854077	4.22347130217e-14	0.0	0.0	0.0	0.736215521722	0.641256603618	58.2340483059	0.0	0.0	0.0	294.211443453	0.0	-9.28340277778	46.4068879631
11/02/1992	52.6839193253	0.760161129629	1.91745300472e-18	0.0	0.0	0.0	0.811342704331	0.68411670365	57.5510208087	0.0	0.0	0.0	294.977937364	0.0	-9.28340277778	43.4005165475
11/03/1992	173.832953529	1.11966882087	0.00290673976947	1.18565384482	0.00288634707531	0.0	0.612576636359	0.612576636359	61.6702598495	5.76314815556	0.0	29.4932569834	278.364077569	0.0	-9.28340277778	164.549550751
11/04/1992	191.624461057	2.68047439325	1.1217653867e-05	0.0	8.90995278626e-05	0.0	0.89198516908	0.89198516908	61.6702598495	0.160096864903	0.0	1.39151210175	274.916381263	0.0	-9.28340277778	182.341058279
11/05/1992	191.11708194	2.715524176	5.09280697659e-10	0.0	0.0	0.0	1.19094287876	1.19090453888	61.4792304574	0.0	0.0	0.999913486571	277.502000352	0.0	-9.28340277778	181.833679162
11/06/1992	187.061924446	2.61700943947	0.000626103511802	0.0133233426368	0.000563381358601	0.0	0.614727027914	0.614727027914	61.6702598495	0.26891590183	0.0	6.54480027774	274.6930832	0.0	-9.28340277778	177.778521668
11/07/1992	193.376479943	2.75626049704	2.84250554599e-08	0.0	0.0	0.0	0.612985228896	0.612862257772	61.0572746207	0.0	0.0	0.0	277.209696303	0.0	-9.28340277778	184.093077165
11/08/1992	163.514904409	2.33425636281	1.29049552137e-12	0.0	0.0	0.0	1e-07	9.70540030138e-08	61.0572745236	0.0	0.0	0.0	279.570246177	0.0	-9.28340277778	154.231501631
11/09/1992	139.834081514	1.99754711771	5.85884060291e-17	0.0	0.0	0.0	1e-07	9.70540025552e-08	61.0572744266	0.0	0.0	0.0	281.589488477	0.0	-9.28340277778	130.550678736
11/10/1992	122.09910058	1.74835264534	2.65990951862e-21	0.0	0.0	0.0	0.552688565599	0.536406368431	60.5209171143	0.0	0.0	0.0	283.356219137	0.0	-9.28340277778	112.815697802
11/11/1992	139.099693266	1.91366063251	0.000438046918017	0.0223826280325	0.0012511441583	0.0	0.82631874116	0.82631874116	61.6702598495	0.378707783852	0.0	9.24753590996	278.422334438	0.0	-9.28340277778	129.816290488
11/12/1992	186.345828129	2.598692264	0.000224012157357	0.0152145171672	0.000913211831974	0.0	0.869890158483	0.869890158483	61.6702598495	0.176558014792	0.0	6.53927333025	275.1920317	0.0	-9.28340277778	177.062425351
11/13/1992	371.063069064	4.31876490183	0.00316946153907	0.82052006694	0.00173823662933	0.0	1.14468899539	1.14468899539	61.6702598495	4.10861807776	0.0	25.6115642613	259.887755075	0.0	-9.28340277778	361.779666287
11/14/1992	515.845594916	7.3399717959	1.43893331259e-07	0.0	0.0	0.0	0.791811509796	0.791652662047	60.8784483398	0.0	0.0	0.0	263.164225366	0.0	-9.28340277778	506.562192139
11/15/1992	413.640934886	5.9025749297	6.53274713246e-12	0.0	0.0	0.0	0.59753356879	0.574895552321	60.3036556278	0.0	0.0	0.0	269.142503801	0.0	-9.28340277778	404.357532108
11/16/1992	278.747178251	3.97847557878	2.9658626097e-16	0.0	0.0	0.0	0.564479122723	0.527994978299	59.7759073003	0.0	0.0	0.0	273.167862905	0.0	-9.28340277778	269.463775473
11/17/1992	196.026547061	2.79323555745	1.02119881868e-05	0.0	8.56146844312e-05	0.0	0.522219710446	0.522219710446	60.1589323928	0.00901690123008	0.0	1.0	275.905122486	0.0	-9.28340277778	186.743144283
11/18/1992	165.395443645	2.36047187051	5.9760246953e-08	0.0	1.01708649348e-05	0.0	1e-07	1e-07	60.1998189498	0.000874229009924	49.7221022424	5.02321022424	278.271992517	0.0	-9.28340277778	156.112040867
11/19/1992	142.825942296	2.03986033296	2.50309669831e-08	0.0	1.02051348602e-05	0.0	1e-07	1e-07	60.2407055447	0.000400453294983	49.2121022424	0.0	280.321871191	0.0	-9.28340277778	133.542539518
11/20/1992	132.995059314	1.90233258117	1.13640414292e-12	0.0	0.0	0.0	0.537542865026	0.52422957031	60.0570868972	0.0	45.8069584365	0.0	282.242754231	0.0	-9.28340277778	123.711656536
11/21/1992	111.466850975	1.59274168676	6.17804713799e-07	0.0	3.54041741073e-05	0.0	0.575257057732	0.575257057732	60.119469376	0.00152415961836	39.2802526849	0.0	283.837044178	0.0	-9.28340277778	102.183448197
11/22/1992	309.782163798	3.44227279162	0.00225084031692	0.839337694604	0.0026053334951	0.0	1.1086811134	1.1086811134	61.6702598495	0.898191478918	0.0	21.5419537739	266.266009729	0.0	-9.28340277778	300.49876102
11/23/1992	672.234124292	8.71929160625	0.00277035144096	0.72453957053	0.00165872136772	0.0	1.32946308626	1.32946308626	61.6702598495	1.07864767948	0.0	23.4097673363	253.926266337	0.0	-9.28340277778	662.950721514
11/24/1992	763.631477627	10.8839066736	1.25773760837e-07	0.0	0.0	0.0	1.32902662196	1.32875999694	60.3412332276	0.0	0.0	0.0	263.853164848	0.0	-9.28340277778	754.348074849
11/25/1992	388.323976406	5.42930310711	0.00114859027045	0.0275152011023	0.00070911468888	0.0	0.571653800934	0.571653800934	61.6702598495	2.04414837276	0.0	9.83310454152	263.494333689	0.0	-9.28340277778	379.040573628
11/26/1992	404.456035423	5.66801719686	0.000146450150852	0.0727459172126	0.00030154648343	0.0	0.878449715934	0.878449715934	61.6702598495	0.209260843984	0.0	3.11170890568	265.213213799	0.0	-9.28340277778	395.172632645
11/27/1992	375.50233588	5.31292648909	0.000488323187629	0.00959270426883	0.00050935995691	0.0	0.996847007176	0.996847007176	61.6702598495	0.206837228307	0.0	5.97075031051	265.616912113	0.0	-9.28340277778	366.218933102
11/28/1992	352.16683625	5.02633356675	2.21698384197e-08	0.0	0.0	0.0	0.808037301636	0.807875194784	60.8622225479	0.0	0.0	0.0	270.490844693	0.0	-9.28340277778	342.883433472
11/29/1992	255.089340032	3.64361136369	1.0065091071e-12	0.0	0.0	0.0	0.592260957192	0.569371358657	60.2929575859	0.0	0.0	0.0	274.172670901	0.0	-9.28340277778	245.805937254
11/30/1992	199.867306046	2.8577526985	4.56954427679e-17	0.0	0.0	0.0	0.540781043687	0.505561972543	59.7876345486	0.0	0.0	0.0	277.058528051	0.0	-9.28340277778	190.583903269
12/01/1992	165.075488875	2.36229192974	2.07456989213e-21	0.0	0.0	0.0	0.506980694231	0.462257789838	59.3257167621	0.0	0.0	0.0	279.442804661	0.0	-9.28340277778	155.792086097
12/02/1992	140.899217721	2.01846222059	9.41853273902e-26	0.0	0.0	0.0	0.620118970844	0.552538831894	58.7737215206	0.0	0.0	0.0	281.479144051	0.0	-9.28340277778	131.615814943
12/03/1992	122.762056978	1.72350435489	8.9667690513e-05	0.0108196738507	0.000589275918722	0.0	0.516078468692	0.516078468692	61.4748227916	0.0170462383087	0.0	3.9008715403	282.559643735	0.0	-9.28340277778	113.478654201
12/04/1992	115.382682352	1.6431706502	4.07090685125e-09	0.0	0.0	0.0	1e-07	9.90384505111e-08	61.4748226926	0.0	0.0	0.0	284.199340974	0.0	-9.28340277778	106.099279575
12/05/1992	98.8147717693	1.40994428168	2.50284386909e-08	0.0	1.02051348602e-05	0.0	1e-07	1e-07	61.5153201734	0.000635322837294	42.0920231668	4.26020231668	285.610830898	0.0	-9.28340277778	89.5313689915
12/06/1992	90.284442768	1.28965546355	2.50293901614e-08	0.0	1.02051348602e-05	0.0	1e-07	1e-07	61.5558176534	0.000798620847863	41.5820231668	0.0	286.900232983	0.0	-9.28340277778	81.0010399902
12/07/1992	83.1659005891	1.1884722501	2.50293902046e-08	0.0	1.02051348602e-05	0.0	1e-07	1e-07	61.5963151334	0.000616865211322	41.0720231668	0.0	288.087017696	0.0	-9.28340277778	73.8824978113
12/08/1992	77.1056547513	1.10204779464	2.50293902046e-08	0.0	1.02051348602e-05	0.0	1e-07	1e-07	61.636741054	0.00074557193295	40.5620231668	0.0	289.186780849	0.0	-9.28340277778	67.8222519735
12/09/1992	71.8784145767	1.0274014749	2.50293902046e-08	0.0	1.02051348602e-05	0.0	1e-07	1e-07	61.6702598495	0.00389804433923	40.0520231668	0.0	290.207224157	0.0	-9.28340277778	62.5950117989
12/10/1992	67.4070713058	0.963519468573	2.50293902046e-08	0.0	1.02051348602e-05	0.0	1e-07	1e-07	61.6702598495	0.00836409989139	39.5420231668	0.0	291.13064111	0.0	-9.28340277778	58.123668528
12/11/1992	63.5433109427	0.90830479049	2.50293902046e-08	0.0	1.02051348602e-05	0.0	1e-07	1e-07	61.6702598495	0.0105151215845	205.40996264	16.6377939473	291.995969171	0.0	-9.28340277778	54.2599081649
12/12/1992	60.1434832978	0.859710608607	5.92977597391e-08	0.0	1.01708649348e-05	0.0	1e-07	1e-07	61.6702598495	0.0048610022584	506.082112495	30.1182149855	292.804356728	0.0	-9.28340277778	50.86008052
12/13/1992	57.0790155313	0.815901030261	1.34893675921e-07	0.0	1.00952671423e-05	0.0	1e-07	1e-07	61.6702598495	0.00571261206119	641.240528298	13.5668415803	293.57511731	0.0	-9.28340277778	47.7956127536
12/14/1992	54.6408236241	0.780163439417	6.04178337274e-06	0.0	5.05501699883e-05	0.0	0.558318243828	0.558318243828	61.6702598495	0.00876233183394	633.981954035	0.0	294.197640176	0.0	-9.28340277778	45.3574208463
12/15/1992	53.8398598921	0.765369533643	3.53962449675e-05	0.0	0.000131397549549	0.0	0.628105160443	0.628105160443	61.6702598495	0.021803365132	621.430810518	0.0	294.357456733	0.0	-9.28340277778	44.5564571144
12/16/1992	54.1404306589	0.76662245934	6.25827705119e-05	0.0	0.000174728634932	0.0	0.677092309589	0.677092309589	61.6702598495	0.0357951967481	605.455986671	0.0	294.22636189	0.0	-9.28340277778	44.8570278811
12/17/1992	90.0017465723	1.09170698637	0.00107029930645	0.138015666596	0.000684673356111	0.0	0.614046631767	0.614046631767	61.6702598495	0.252445519138	586.511529677	7.28070744625	287.127989265	0.0	-9.28340277778	80.7183437945
12/18/1992	177.497731019	1.94505819513	0.00215703269718	0.460026450288	0.00150634506367	0.0	0.636034553863	0.636034553863	61.6702598495	2.06635176021	564.904418277	16.5231414978	273.338628523	0.0	-9.28340277778	168.214328241
12/19/1992	214.607865339	3.02888336416	1.57225756354e-07	0.0	1.01708649348e-05	0.0	1e-07	1e-07	61.6702598495	0.050370964809	564.394418277	0.0	274.31229501	0.0	-9.28340277778	205.324462561
12/20/1992	216.065424121	3.01866379246	0.000522326761686	0.0147173735353	0.000835208157683	0.0	0.559446838296	0.559446838296	61.6702598495	1.08030091594	552.303665811	6.0	271.76599247	0.0	-9.28340277778	206.782021344
12/21/1992	228.908144299	3.25194180025	4.43632982605e-05	0.0	0.000147243815454	0.0	0.643622225346	0.643622225346	61.6702598495	0.0687706925582	538.563498036	0.0	273.305056077	0.0	-9.28340277778	219.624741522
12/22/1992	194.863324861	2.77801649397	1.36905074432e-07	0.0	1.00952671423e-05	0.0	1e-07	1e-07	61.6702598495	0.00385450778091	538.053498036	0.0	275.995393902	0.0	-9.28340277778	185.579922083
12/23/1992	165.243054382	2.35818711162	2.12630604099e-06	0.0	4.51224084891e-05	0.0	0.551226791844	0.551226791844	61.6702598495	0.00557696565728	531.253682242	0.0	278.251967068	0.0	-9.28340277778	155.959651605
12/24/1992	145.697017886	2.07698439226	8.76030736788e-06	0.0	0.000160774512436	0.0	0.628995122689	0.628995122689	61.6702598495	0.0691381066892	518.578169333	0.0	279.777911751	0.0	-9.28340277778	136.413615108
12/25/1992	130.797974838	1.86769913263	2.54259712112e-08	0.0	1.02051348602e-05	0.0	1e-07	1e-07	61.6702598495	0.00432565363364	518.068169333	0.0	281.546162314	0.0	-9.28340277778	121.51457206
12/26/1992	116.660518218	1.66674722782	2.50294082093e-08	0.0	1.02051348602e-05	0.0	1e-07	1e-07	61.6702598495	0.00717188589855	517.558169333	0.0	283.179461004	0.0	-9.28340277778	107.37711544
12/27/1992	105.385108618	1.50603272925	2.50293902054e-08	0.0	1.02051348602e-05	0.0	1e-07	1e-07	61.6702598495	0.00174661383622	517.048169333	0.0	284.641870482	0.0	-9.28340277778	96.1017058403
12/28/1992	96.0100206514	1.37221306724	2.50293902046e-08	0.0	1.02051348602e-05	0.0	1e-07	1e-07	61.6702598495	0.00394978498027	516.538169333	0.0	285.9766349	0.0	-9.28340277778	86.7266178736
12/29/1992	127.833538293	1.74924599777	0.000407440189823	0.029574358082	0.00118989604674	0.0	0.6267399173	0.6267399173	61.6702598495	0.250065175952	496.30494795	6.36537626961	280.259668891	0.0	-9.28340277778	118.550135516
12/30/1992	170.326885222	2.31605445963	0.000767970575146	0.0311431709844	0.00158731709024	0.0	0.778440325101	0.778440325101	61.6702598495	2.37801541075	459.700108715	8.49137398779	273.410450059	0.0	-9.28340277778	161.043482444
12/31/1992	211.833384423	3.00693841697	3.48658101713e-08	0.0	0.0	0.0	0.480439150755	0.480352994797	61.2408206988	0.0	459.190108715	0.0	274.044204588	0.0	-9.28340277778	202.549981646
01/01/1993	200.632352496	2.8437092367	0.000189759257687	0.0	0.000467724592647	0.0	1.07224385576	1.07224385576	61.6702598495	0.110706921349	421.932502547	0.0	274.816309018	0.0	20.88765625	221.520008746
01/02/1993	178.244453675	2.53979348671	6.79116803774e-08	0.0	1.01708649348e-05	0.0	1e-07	1e-07	61.6702598495	0.00598779036472	421.422502547	0.0	277.224222314	0.0	20.88765625	199.132109925
01/03/1993	152.783547712	2.18066171925	5.92997065921e-08	0.0	1.01708649348e-05	0.0	1e-07	1e-07	61.6702598495	0.0056990614189	420.912502547	0.0	279.373984482	0.0	20.88765625	173.671203962
01/04/1993	243.742972107	3.0404794096	0.000659575660226	0.380128267901	0.00149936471861	0.0	0.574094469809	0.574094469809	61.6702598495	0.229407883924	407.677126377	9.88373456882	272.426373975	0.0	20.88765625	264.630628357
01/05/1993	450.491199161	5.12392044821	0.00272798685294	1.13259647928	0.00277899361139	0.0	1.04636009696	1.04636009696	61.6702598495	5.54453129693	348.4166827	21.9748462271	257.249198046	0.0	20.88765625	471.378855411
01/06/1993	762.253049338	10.6834141995	0.000939392212548	0.130534032995	0.000641089202562	0.0	0.869616909016	0.869616909016	61.6702598495	0.417193785301	303.896581947	3.84714390138	255.593378767	0.0	20.88765625	783.140705588
01/07/1993	541.438222823	7.70272624784	1.77539324276e-07	0.0	1.00952671423e-05	0.0	1e-07	1e-07	61.6702598495	0.00965187442368	303.386581947	0.0	262.926028896	0.0	20.88765625	562.325879073
01/08/1993	420.825609621	5.99954406895	1.89756475628e-07	0.0	6.69395044447e-06	0.0	0.533954711085	0.533947868605	61.5997052257	1.60303087497e-05	298.746081534	0.0	268.989516993	0.0	20.88765625	441.713265871
01/09/1993	251.669868474	3.58293600417	1.34899598738e-07	0.0	1.00952671423e-05	0.0	1e-07	1e-07	61.6401063558	0.0014730601227	298.236081534	0.0	272.59874656	0.0	20.88765625	272.557524724
01/10/1993	202.681713146	2.890696706	5.93027478389e-08	0.0	1.01708649348e-05	0.0	1e-07	1e-07	61.6702598495	0.00110843238498	297.726081534	0.0	275.495244992	0.0	20.88765625	223.569369396
01/11/1993	169.904942961	2.42559777076	2.50309462126e-08	0.0	1.02051348602e-05	0.0	1e-07	1e-07	61.6702598495	0.00960768092577	356.01716725	5.88010857154	277.899741827	0.0	20.88765625	190.792599211
01/12/1993	146.552791624	2.09333577882	2.50293902752e-08	0.0	1.02051348602e-05	0.0	1e-07	1e-07	61.6702598495	0.00887993941292	449.83118121	9.43240139606	279.95893721	0.0	20.88765625	167.440447874
01/13/1993	282.105047814	3.36137685301	0.00180877039237	0.574747305066	0.00141617385311	0.0	0.502475589723	0.502475589723	61.6702598495	0.610299666905	447.679438115	16.3481621229	268.480699698	0.0	20.88765625	302.992704064
01/14/1993	267.45132317	3.7929818705	2.17009032577e-07	0.0	1.00952671423e-05	0.0	1e-07	1e-07	61.6702598495	0.0178609702483	613.841153069	16.6671714955	271.663294772	0.0	20.88765625	288.33897942
01/15/1993	215.13268856	3.06343457624	1.34900836002e-07	0.0	1.00952671423e-05	0.0	1e-07	1e-07	61.6702598495	0.00172257301607	646.460069242	3.31289161729	274.689338648	0.0	20.88765625	236.02034481
01/16/1993	178.713280195	2.54961470009	1.34897108295e-07	0.0	1.00952671423e-05	0.0	1e-07	1e-07	61.6702598495	0.00156360182069	655.864033445	0.991396420323	277.211451658	0.0	20.88765625	199.600936445
