 ------------------------------------------------------------------------------
 ----- WATER ------------------------------------------------------------------
 ------------------------------------------------------------------------------
User:	jlant
Date:	9/16/2014 9:51:37 AM
StationID:	01420500
Date	Discharge (cfs)	Subsurface Flow (mm/day)	Impervious Flow (mm/day)	Infiltration Excess (mm/day)	Initial Abstracted Flow (mm/day)	Overland Flow (mm/day)	PET (mm/day)	AET(mm/day)	Average Soil Root zone (mm)	Average Soil Unsaturated Zone (mm)	Snow Pack (mm)	Precipitation (mm/day)	Storage Deficit (mm/day)	Return Flow (mm/day)
1/1/1981	227.180926916573	0.882528875695504	4.42742825597154E-07	0	0.000120306481400849	0	1E-07	1E-07	70.0261763240245	0.00279085092861733	211.997178394931	0	596.603990618258	0
1/2/1981	220.775878369879	0.857642257793992	4.42742826475637E-07	0	0.000120306481400849	0	1E-07	1E-07	70.0675095271864	0.00336979182999953	230.35055455265	1.88633761577191	597.477358293373	0
1/3/1981	214.72128103618	0.834135778983826	4.42742826475677E-07	0	0.000120306481400849	0	1E-07	1E-07	70.1088427303483	0.00374243030326225	229.84055455265	0	598.326550107345	0
1/4/1981	208.99141250214	0.811894272243894	4.42742826475677E-07	0	0.000120306481400849	0	1E-07	1E-07	70.1501759335102	0.00437673695978795	241.147085933711	1.18165313810607	599.153380873436	0
1/5/1981	203.569883982357	0.790851127756588	4.42742826475677E-07	0	0.000120306481400849	0	1E-07	1E-07	70.1915091366721	0.00343199888228509	240.637085933711	0	599.957046728347	0
1/6/1981	198.432899036773	0.770911394565724	4.42742826475677E-07	0	0.000120306481400849	0	1E-07	1E-07	70.232842339834	0.00244116232004976	240.127085933711	0	600.740287203362	0
1/7/1981	193.534273879573	0.751890224763153	4.42742826475677E-07	0	0.000120306481400849	0	1E-07	1E-07	70.2738255893746	0.00327719756937667	377.536565356926	13.7919479423215	601.505987823736	0
1/8/1981	188.88033173544	0.73382004721942	1.04829949344603E-06	0	0.0001197008972404	0	1E-07	1E-07	70.3130912026637	0.00438703972365611	377.026565356926	0	602.253528911807	0
1/9/1981	184.458826521411	0.716653391501	1.04832698567618E-06	0	0.0001197008972404	0	1E-07	1E-07	70.3523568159528	0.00451789203976806	376.516565356926	0	602.982504094672	0
1/10/1981	180.288298063591	0.700467393403465	1.04832698692433E-06	0	0.0001197008972404	0	1E-07	1E-07	70.3729318720474	0.00729658643544678	376.006565356926	0	603.67798209093	0
1/11/1981	176.355946259095	0.685207940432908	1.04832698692438E-06	0	0.0001197008972404	0	1E-07	1E-07	70.3729318720474	0.0207896434250713	375.496565356926	0	604.348247394007	0
1/12/1981	172.711841761399	0.671080687723809	1.04832698692438E-06	0	0.0001197008972404	0	1E-07	1E-07	70.3729318720474	0.0161869723527062	374.986565356926	0	604.984559256588	0
1/13/1981	169.238489920556	0.657600074674688	4.42770319954027E-07	0	0.000120306481400849	0	1E-07	1E-07	70.3729318720474	0.0153731366557494	374.476565356926	0	605.611093013057	0
1/14/1981	165.899701678017	0.644630609547725	4.42742827723879E-07	0	0.000120306481400849	0	1E-07	1E-07	70.3729318720474	0.0151031139809764	373.966565356926	0	606.224565162568	0
1/15/1981	162.660869133186	0.632040361669355	4.42742826475734E-07	0	0.000120306481400849	0	1E-07	1E-07	70.3729318720474	0.0240647839122191	378.216133641011	0.475956828408517	606.835651849236	0
1/16/1981	159.61898289867	0.620232713574993	4.42742826475677E-07	0	0.000120306481400849	0	1E-07	1E-07	70.3729318720474	0.0141016275840266	399.729046202293	2.20229125612818	607.413989080987	0
1/17/1981	156.641815941077	0.608656992438319	4.42742826475677E-07	0	0.000120306481400849	0	1E-07	1E-07	70.3729318720474	0.0185039598168687	441.412896885447	4.21938506831547	607.995884253603	0
1/18/1981	153.790997311871	0.59757910899392	4.42742826475677E-07	0	0.000120306481400849	0	1E-07	1E-07	70.3729318720474	0.0181245661764076	440.902896885447	0	608.56124592602	0
1/19/1981	151.04630746457	0.586912652534678	4.42742826475677E-07	0	0.000120306481400849	0	1E-07	1E-07	70.3729318720474	0.019388202805658	440.392896885447	0	609.117362745671	0
1/20/1981	150.55556095869	0.578560549185208	8.6518230909924E-05	0	0.00157441444345635	0	0.626719832084021	0.626719832084021	70.3729318720474	0.149671959776469	429.823628891219	0	609.441264446373	0
1/21/1981	148.915027903742	0.573453072692633	3.12175544071634E-05	0	0.000943152001833272	0	0.594405133094424	0.594405133094424	70.3729318720474	0.0874677481739996	421.792466799759	0	609.772485099392	0
1/22/1981	147.055475282121	0.570111380825447	2.51526768269004E-06	0	0.000256864290869555	0	0.561986951644714	0.561977668038108	70.3399755938392	0.000401667837490248	416.425624981346	0	610.269555768001	0
1/23/1981	143.372465917791	0.556465122048176	4.42836918958581E-07	0	0.000120306481400849	0	1E-07	1E-07	70.3729318720474	0.00733277169102971	418.669755321637	0.275413034029059	610.835039603064	0
