# JAS_WU																								
# Units: Mgal/day																								
# released 2014, March 7
huc12	newhydroid	AqGwWL	CoGwWL	DoGwWL	InGwWL	IrGwWL	LvGwWL	MiGwWL	ReGwWL	TeGwWL	WsGwWL	AqSwWL	CoSwWL	InSwWL	IrSwWL	MiSwWL	TeSwWL	WsSwWL	InGwRT	InSwRT	STswRT	WSgwRT	WSunkTR	WStrans
20401010203	99	0	0	0	-0.000188164	0	0	0	1	0	-0.060967908	0	0	0	0	0	0	0	0	0	0.000294363	0	1	0
20401010203	139	0	0	0	-0.001370131	0	0	0	1	0	-0.091823718	0	0	0	0	0	0	0	0	0	0.002143426	0	1	0
20401010203	85	0	0	0	-0.000246618	0	0	0	1	0	-0.141227752	0	0	0	0	0	0	0	0	0	0.00022986	0	1	0
20401010204	178	0	0	0	-4.18E-07	0	0	0	1	0	-7.88E-05	0	0	0	0	0	0	0	0	0	6.54E-07	0	1	0
20401010204	179	0	0	0	-0.004848518	0	0	0	1	0	-2.30E-07	0	0	0	0	0	0	0	0	0	0.007584996	0	1	0
20401010204	174	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010204	154	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010204	176	0	0	0	-7.03E-09	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.10E-08	0	1	0
20401010204	167	0	0	0	0	0	0	0	1	0	-0.000124663	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010204	160	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010204	171	0	0	0	0	0	0	0	1	0	-0.000445949	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010204	158	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010204	175	0	0	0	-0.000190853	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000298569	0	1	0
20401010205	180	0	0	0	-0.00316884	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.004957317	0	1	0
20401010205	121	0	0	0	-0.012808669	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.020037815	0	1	0
20401010205	153	0	0	0	-0.028918727	0	0	0	1	0	-0.000114393	0	0	0	0	0	0	0	0	0	0.045240307	0	1	0
20401010205	113	0	0	0	-0.035645415	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.055763503	0	1	0
20401010205	181	0	0	0	-0.035771265	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.055960384	0	1	0
20401010205	116	0	0	0	-0.038101018	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.059605036	0	1	0
20401010205	124	0	0	0	-0.051674728	0	0	0	1	0	-0.000261505	0	0	0	0	0	0	0	0	0	0.080839679	0	1	0
20401010205	98	0	0	0	-0.087341919	0	0	0	1	0	-9.70E-05	0	0	0	0	0	0	0	0	0	0.136637249	0	1	0
20401010205	162	0	0	0	-0.088222132	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.13801425	0	1	-1.78E-05
