# JAS																									
# Units: Mgal/day																									
# released March 2014, reprocessed Sept. 2014																									
huc12	newhydroid	AqGwWL	CoGwWL	DoGwWL	InGwWL	IrGwWL	LvGwWL	MiGwWL	ReGwWL	TeGwWL	WsGwWL	AqSwWL	CoSwWL	InSwWL	IrSwWL	LvSwWL	MiSwWL	TeSwWL	WsSwWL	InGwRT	InSwRT	STswRT	WSgwRT	WSTransRC	WStransNY
020401020301	36	0	0	-0.00493113	0	-9.79587E-06	-0.000297829	0	0	0	0	0	0	0	-6.26293E-06	-4.0613E-05	0	0	0	0	0	0	0	0	0
020401010106	37	0	0	-0.00337359	0	-0.000348978	-0.002674126	0	0	0	0	0	0	0	-0.000223117	-0.000364654	0	0	0	0	0	0	0	0	0
020401010106	38	0	0	-0.00402866	0	-0.000160407	-0.002401643	0	0	0	0	0	0	0	-0.000102556	-0.000327497	0	0	0	0	0	0	0	0	0
020401010106	39	0	0	-0.00184825	0	-9.12243E-05	-0.001237262	0	0	0	0	0	0	0	-5.83237E-05	-0.000168718	0	0	0	0	0	0	0	0	0
020401020301	40	0	0	-0.00211671	0	-3.12244E-05	-0.000129904	0	0	0	0	0	0	0	-1.99631E-05	-1.77142E-05	0	0	0	0	0	0	0	0	0
020401010105	41	0	0	-0.0040724	0	-0.000186734	-0.003543848	0	0	0	0	0	0	0	-0.000119387	-0.000483252	0	0	0	0	0	0	0	0	0
020401020301	42	0	0	-0.0149838	0	-0.000216734	-0.001143789	0	0	0	0	0	0	0	-0.000138567	-0.000155971	0	0	0	0	0	0	0	0	0
020401020302	43	0	0	-0.00363249	0	-0.000209999	-0.000866556	0	0	0	0	0	0	0	-0.000134262	-0.000118167	0	0	0	0	0	0	0	0	0
020401010104	44	0	0	-0.00373648	0	-0.000281019	-0.001555682	0	0	0	0	0	0	0	-0.000179668	-0.000212138	0	0	0	0	0	0	0	0	0
020401010105	45	0	0	-0.00525852	0	-0.000211836	-0.002517293	0	0	0	0	0	0	0	-0.000135436	-0.000343267	0	0	0	0	0	0	0	0	0
020401020302	46	0	0	-0.00449178	0	-0.000505712	-0.00152717	0	0	0	0	0	0	0	-0.000323324	-0.00020825	0	0	0	0	0	0	0	0	0
020401020302	47	0	0	-0.00130128	0	-2.0204E-05	-7.92099E-05	0	0	0	0	0	0	0	-1.29173E-05	-1.08014E-05	0	0	0	0	0	0	0	0	0
020401010105	48	0	0	-0.00282917	0	-9.42853E-05	-0.001340231	0	0	0	0	0	0	0	-6.02807E-05	-0.000182759	0	0	0	0	0	0	0	0	0
020401020303	49	0	0	-0.00390282	0	-0.003124359	-0.003278484	0	0	0	0	0	0	0	-0.001997541	-0.000447066	0	0	0	0	0	0	0	0	0
020401010106	50	0	0	-0.0111781	0	-0.000300611	-0.004706654	0	0	0	0	0	0	0	-0.000192194	-0.000641816	0	0	0	0	0	0	0	0	0
020401010106	51	0	0	0	0	-7.16323E-05	-3.64366E-05	0	0	0	0	0	0	0	-4.57977E-05	-4.96862E-06	0	0	0	0	0	0	0	0	0
020401020305	52	0	0	-0.00247244	0	-8.0204E-05	-0.000711305	0	0	0	0	0	0	0	-5.1278E-05	-9.69961E-05	0	0	0	0	0	0	0	0	0
020401010105	53	0	0	-0.000137111	0	-7.3469E-06	-9.34674E-05	0	0	0	0	0	0	0	-4.6972E-06	-1.27456E-05	0	0	0	0	0	0	0	0	0
020401010106	54	0	0	-0.000811943	0	-4.46937E-05	-0.000389712	0	0	0	0	0	0	0	-2.85746E-05	-5.31426E-05	0	0	0	0	0	0	0	0	0
020401010106	55	0	0	-0.000548082	0	-0.000216122	-0.000977451	0	0	0	0	0	0	0	-0.000138176	-0.000133289	0	0	0	0	0	0	0	0	0
020401010105	56	0	0	-0.00179068	0	-0.000126122	-0.00137984	0	0	0	0	0	0	0	-8.06352E-05	-0.00018816	0	0	0	0	0	0	0	0	0
020401020302	57	0	0	-0.00851713	0	-0.000127347	-0.000597243	0	0	0	0	0	0	0	-8.14184E-05	-8.14422E-05	0	0	0	0	0	0	0	0	0
020401010105	58	0	0	-0.00122402	0	-7.10199E-05	-0.000600411	0	0	0	0	0	0	0	-4.54061E-05	-8.18742E-05	0	0	0	0	0	0	0	0	0
020401020303	59	0	0	-0.00127574	0	-3.14005E-05	-0.00088557	0	0	0	0	0	0	0	-2.00758E-05	-0.00012076	0	0	0	0	0	0	0	0	0
020401020303	60	0	0	-0.00323448	0	-0.000486709	-0.001959549	0	0	0	0	0	0	0	-0.000311174	-0.000267211	0	0	0	0	0	0	0	0	0
020401020303	61	0	0	-0.00805167	0	-5.02039E-05	-0.00055447	0	0	0	0	0	0	0	-3.20975E-05	-7.56095E-05	0	0	0	0	0	0	0	0	0
020401010105	62	0	0	-0.00466983	0	-0.000113265	-0.001085172	0	0	0	0	0	0	0	-7.24152E-05	-0.000147978	0	0	0	0	0	0	0	0	0
020401010105	63	0	0	-0.00336788	0	-6.24488E-05	-0.00092517	0	0	0	0	0	0	0	-3.99263E-05	-0.00012616	0	0	0	0	0	0	0	0	0
020401010105	64	0	0	-0.000437368	0	-1.28571E-05	-0.000255056	0	0	0	0	0	0	0	-8.22011E-06	-3.47803E-05	0	0	0	0	0	0	0	0	0
020401020305	65	0	0	-0.00178199	0	-5.63263E-05	-0.000742989	0	0	0	0	0	0	0	-3.60119E-05	-0.000101317	0	0	0	0	0	0	0	0	0
020401010105	66	0	0	-7.84501E-05	0	-7.95916E-06	-4.27734E-05	0	0	0	0	0	0	0	-5.08864E-06	-5.83273E-06	0	0	0	0	0	0	0	0	0
020401020305	67	0	0	-0.00473855	0	-8.14283E-05	-0.000640016	0	0	0	0	0	0	0	-5.20607E-05	-8.72749E-05	0	0	0	0	0	0	0	0	0
020401010201	68	0	0	-0.00945855	0	-0.000127958	-0.002859481	0	0	0	0	0	0	0	-8.18095E-05	-0.000389929	0	0	0	0	0	0	0	0	0
020401010105	69	0	0	-0.00137256	0	-5.75508E-05	-0.000408723	0	0	0	0	0	0	0	-3.67947E-05	-5.5735E-05	0	0	0	0	0	0	0	0	0
020401010105	70	0	0	-0.00318354	0	-6.79589E-05	-0.000815862	0	0	0	0	0	0	0	-4.34491E-05	-0.000111254	0	0	0	0	0	0	0	0	0
020401020303	71	0	0	-0.00287339	0	-0.000455308	-0.002053762	0	0	0	0	0	0	0	-0.000291099	-0.000280058	0	0	0	0	0	0	0	0	0
020401020303	72	0	0	-0.00207271	0	-0.000235504	-0.001111669	0	0	0	0	0	0	0	-0.000150568	-0.000151591	0	0	0	0	0	0	0	0	0
020401010106	73	0	0	-0.000138242	0	-0.000154897	-0.000236046	0	0	0	-0.2106	0	0	0	-9.90327E-05	-3.21881E-05	0	0	0	0	0	0	0	0	0
020401020302	74	0	0	-0.00608004	0	-8.81627E-05	-0.000755662	0	0	0	0	0	0	0	-5.63663E-05	-0.000103045	0	0	0	0	0	0	0	0	0
020401010105	75	0	0	-0.00669148	0	-0.000290815	-0.003296718	0	0	0	0	0	0	0	-2.319085931	-0.000449552	0	0	0	0	0	0	0	0	0
020401010105	76	0	0	-0.00308867	0	-0.000157346	-0.002490356	0	0	0	0	0	0	0	-0.000100599	-0.000339594	0	0	0	0	0	0	0	0	0
020401020303	77	0	0	-0.00246339	0	-0.000314005	-0.00143198	0	0	0	0	0	0	0	-0.000200758	-0.00019527	0	0	0	0	0	0	0	0	0
020401020305	78	0	0	-0.00437702	0	-0.000167142	-0.001265774	0	0	0	0	0	0	0	-0.000106862	-0.000172606	0	0	0	0	0	0	0	0	0
020401010105	79	0	0	-0.00181241	0	-0.000138367	-0.000991707	0	0	0	0	0	0	0	-8.84641E-05	-0.000135233	0	0	0	0	0	0	0	0	0
020401010201	80	0	0	-0.00831356	0	-0.00026755	-0.003287214	0	0	0	0	0	0	0	-0.000171056	-0.000448256	0	0	0	0	0	0	0	0	0
020401010201	81	0	0	-0.00347177	0	-0.000246733	-0.002566397	0	0	0	0	0	0	0	-0.000157748	-0.000349963	0	0	0	0	0	0	0	0	0
020401020302	82	0	0	-0.00183414	0	-5.93875E-05	-0.000281987	0	0	0	0	0	0	0	-3.79691E-05	-3.84528E-05	0	0	0	0	0	0	0	0	0
020401010201	83	0	0	-0.000418392	0	-0.000186734	-0.000321592	0	0	0	0	0	0	0	-0.000119387	-4.38535E-05	0	0	0	0	0	0.606	0	0	0
020401020303	84	0	0	-0.00604968	0	-0.000251246	-0.001012739	0	0	0	0	0	0	0	-0.000160633	-0.000138101	0	0	0	0	0	0	0	0	0
020401010203	85	0	0	-0.00760242	0	-0.000323876	-0.004207632	0	0	0	0	0	0	0	-0.000207069	-0.000573768	0	0	0	0	0	0	0	0	0
020401020305	86	0	0	-4.83554E-05	0	-3.06121E-06	-9.50523E-06	0	0	0	0	0	0	0	-1.95717E-06	-1.29617E-06	0	0	0	0	0	0	0	0	0
020401020305	87	0	0	-0.00177703	0	-3.91835E-05	-0.000647937	0	0	0	0	0	0	0	-2.50518E-05	-8.8355E-05	0	0	0	0	0	0	0	0	0
020401010201	88	0	0	-0.000689125	0	-0.000168979	-0.000256641	0	0	0	0	0	0	0	-0.000108036	-3.49964E-05	0	0	0	0	0	0	0	0	0
020401020303	89	0	0	-0.00766003	0	-0.000653835	-0.000431585	0	0	0	0	0	0	0	-0.000418025	-5.88524E-05	0	0	0	0	0	0	0	0	0
020401020402	90	0	0	-0.00204511	0	-0.00019653	-0.002175105	0	0	0	0	0	0	0	-0.00012565	-0.000296605	0	0	0	0	0	0	0	0	0
020401010202	91	0	0	-0.00392076	0	-7.95916E-05	-0.001029732	0	0	0	0	0	0	0	-5.08864E-05	-0.000140418	0	0	0	0	0	0	0	0	0
020401020306	92	0	0	-0.00119216	0	-0.001125714	-9.18834E-05	0	0	0	0	0	0	0	-0.02151644	-1.25296E-05	0	0	0	0	0	0	0	0	0
020401010201	93	0	0	-0.00192417	-0.7236	-7.77549E-05	-0.000812694	0	0	0	0	0	0	0	-4.97121E-05	-0.000110822	0	0	0	0	0	0	0	0	0
020401010201	94	0	0	-0.0011395	0	-0.000119387	-0.000204362	0	0	0	0	0	0	0	-7.63296E-05	-2.78675E-05	0	0	0	0	0	0	0	0	0
020401020305	95	0	0	-0.00273342	0	-8.14283E-05	-0.001108941	0	0	0	0	0	0	0	-5.20607E-05	-0.000151219	0	0	0	0	0	0	0	0	0
020401020305	96	0	0	-0.00396405	0	-0.000204489	-0.001729948	0	0	0	0	0	0	0	-0.000130739	-0.000235902	0	0	0	0	0	0	0	0	0
020401020402	97	0	0	-0.00477315	0	-7.53057E-05	-0.001996086	0	0	0	0	0	0	0	-4.81463E-05	-0.000272194	0	0	0	0	0	0	0	0	0
020401010205	98	0	0	-0.00623619	0	-0.000107755	-0.004022278	0	0	0	0	0	0	0	-6.88923E-05	-0.000548492	0	0	0	0	0	0	0	0	0
020401010203	99	0	0	-0.00254716	0	-0.000245509	-0.002688382	0	0	0	0	0	0	0	-0.000156965	-0.000366598	0	0	0	0	0	0	0	0	0
020401020402	100	0	0	-0.00346487	0	-7.53057E-05	-0.000624174	0	0	0	0	0	0	0	-4.81463E-05	-8.51147E-05	0	0	0	0	0	0	0	0	0
020401010202	101	0	0	-0.00127707	0	-0.000123673	-0.000589322	0	0	0	0	0	0	0	-7.90698E-05	-8.03621E-05	0	0	0	0	0	0	0	0	0
020401020306	102	0	0	-0.00772884	0	-0.000214897	-0.000712889	0	0	0	0	0	0	0	-0.000137393	-9.72121E-05	0	0	0	0	0	0	0	0	0
020401020402	103	0	0	-0.00188704	0	-9.6122E-05	-0.001318055	0	0	0	0	0	0	0	-6.1455E-05	-0.000179735	0	0	0	0	0	0	0	0	0
020401010202	104	0	0	-0.0113572	0	-0.000287754	-0.002889577	0	0	0	0	0	0	0	-0.000183974	-0.000394033	0	0	0	0	0	0	0	0	0
020401020303	105	0	0	-0.00305318	0	-1.95917E-05	-0.000185925	0	0	0	0	0	0	0	-1.25259E-05	-2.53534E-05	0	0	0	0	0	0	0	0	0
020401020303	106	0	0	-0.00228077	0	-6.67346E-05	-0.000326344	0	0	0	0	0	0	0	-4.26664E-05	-4.45015E-05	0	0	0	0	0	0	0	0	0
020401020402	107	0	0	-0.000580113	0	-1.10204E-05	-0.000389712	0	0	0	0	0	0	0	-7.04582E-06	-5.31426E-05	0	0	0	0	0	0	0	0	0
020401020306	108	0	0	-0.00247398	0	-8.0204E-05	-0.000274066	0	0	0	0	0	0	0	-5.1278E-05	-3.73727E-05	0	0	0	0	0	0	0	0	0
020401010201	109	0	0	-0.00265967	0	-3.61223E-05	-0.001020228	0	0	0	0	0	0	0	-2.30946E-05	-0.000139122	0	0	0	0	0	0	0	0	0
020401020305	110	0	0	-0.00409159	0	-0.000137754	-0.001801237	0	0	0	0	0	0	0	-8.80725E-05	-0.000245623	0	0	0	0	0	0	0	0	0
020401010202	111	0	0	-0.00411068	0	-0.000230815	-0.002286002	0	0	0	0	0	0	0	-0.000147571	-0.000311728	0	0	0	0	0	0	0	0	0
020401010201	112	0	0	-0.00254698	0	-0.000239387	-0.001253102	0	0	0	0	0	0	0	-0.00015305	-0.000170878	0	0	0	0	0	0	0	0	0
020401010205	113	0	0	-0.00122675	0	-4.71426E-05	-0.001001211	0	0	0	0	0	0	0	-3.01404E-05	-0.000136529	0	0	0	0	0	0	0	0	0
020401020402	114	0	0	-0.00247712	0	-0.000181224	-0.002227386	0	0	0	0	0	0	0	-0.000115864	-0.000303734	0	0	0	0	0	0	0	0	0
020401010203	115	0	0	-0.00368167	0	-5.08161E-05	-0.001538258	0	0	0	0	0	0	0	-3.2489E-05	-0.000209762	0	0	0	0	0	0	0	0	0
020401010205	116	0	0	-0.00135356	0	-2.99999E-05	-0.000571895	0	0	0	0	0	0	0	-1.91802E-05	-7.79857E-05	0	0	0	0	0	0	0	0	0
020401020306	117	0	0	-0.00442111	0	-9.48977E-05	-0.000693879	0	0	0	0	0	0	0	-6.06723E-05	-9.46199E-05	0	0	0	0	0	0	0	0	0
020401020305	118	0	0	-0.00169718	0	-2.0204E-05	-0.000152083	0	0	0	0	0	0	0	-1.29173E-05	-2.07386E-05	0	0	0	0	0	0	0	0	0
020401010202	119	0	0	-0.000483146	0	-0.000137142	-0.000224956	0	0	0	0	0	0	0	-8.7681E-05	-3.06758E-05	0	0	0	0	0	0	0	0	0
020401010202	120	0	0	-0.00491131	0	-0.000186734	-0.002308178	0	0	0	0	0	0	0	-0.000119387	-0.000314752	0	0	0	0	0	0	0	0	0
020401010205	121	0	0	-0.00100048	0	-3.06121E-05	-0.000670116	0	0	0	0	0	0	0	-1.95717E-05	-9.13794E-05	0	0	0	0	0	0	0	0	0
020401020306	122	0	0	-0.00159323	0	-2.99999E-05	-0.000107725	0	0	0	-0.0866	0	0	0	-1.42061918	-1.46898E-05	0	0	0	0	0	0	0	0	0
020401020304	123	0	0	-0.00131723	0	-2.08163E-05	-2.21788E-05	0	0	0	0	0	0	0	-1.33088E-05	-3.02438E-06	0	0	0	0	0	0	0	0	0
020401010205	124	0	0	-0.00515876	0	-0.000126122	-0.001685587	0	0	0	0	0	0	0	-8.06352E-05	-0.000229853	0	0	0	0	0	0	0	0	0
020401010202	125	0	0	-0.00204761	0	-0.000239387	-0.000823783	0	0	0	0	0	0	0	-0.00015305	-0.000112334	0	0	0	0	0	0	0	0	0
020401020304	126	0	0	-0.00913445	0	-0.000630002	-0.000258171	0	0	0	0	0	0	0	-0.000402788	-3.52051E-05	0	0	0	0	0	0	0	0	0
020401020306	127	0	0	-0.00544977	0	-5.51018E-05	-0.000161588	0	0	0	0	0	0	0	-3.5229E-05	-2.20348E-05	0	0	0	0	0	0	0	0	0
020401010205	128	0	0	-0.0110304	0	-0.000153673	-0.004559324	0	0	0	0	0	0	0	-9.825E-05	-0.000621726	0	0	0	0	0	0	0	0	0
020401010203	129	0	0	-0.00228458	0	-0.000110204	-0.002354114	0	0	0	0	0	0	0	-7.04582E-05	-0.000321016	0	0	0	0	0	0	0	0	0
020401020404	130	0	0	-0.00640424	0	-0.000810611	-0.002213121	0	0	0	0	0	0	0	-0.000518259	-0.000301789	0	0	0	0	0	0	0	0	0
020401020305	131	0	0	-0.00201633	0	-2.93876E-05	-0.000329513	0	0	0	0	0	0	0	-1.87888E-05	-4.49336E-05	0	0	0	0	0	0	0	0	0
020401010203	132	0	0	-0.000535978	0	-1.71428E-05	-0.000462586	0	0	0	0	0	0	0	-1.09601E-05	-6.30799E-05	0	0	0	0	0	0	0	0	0
020401010203	133	0	0	-0.00348825	0	-0.000113265	-0.00156677	0	0	0	0	0	0	0	-7.24152E-05	-0.00021365	0	0	0	0	0	0	0	0	0
020401020305	134	0	0	-0.000146608	0	-0	-0	0	0	0	0	0	0	0	-0	-0	0	0	0	0	0	0	0	0	0
020401020305	135	0	0	-0.00486013	0	-4.95917E-05	-0.000646353	0	0	0	0	0	0	0	-3.17061E-05	-8.8139E-05	0	0	0	0	0	0	0	0	0
020401020404	136	0	0	-0.00498779	0	-0.000326937	-0.003833764	0	0	0	0	0	0	0	-0.000209026	-0.000522786	0	0	0	0	0	0	0	0	0
020401020402	137	0	0	-0.000321436	0	-4.2857E-06	-9.66363E-05	0	0	0	0	0	0	0	-2.74003E-06	-1.31777E-05	0	0	0	0	0	0	0	0	0
020401010206	138	0	0	-0.00566111	0	-0.000178163	-0.003757714	0	0	0	0	0	0	0	-0.000113907	-0.000512416	0	0	0	0	0	0	0	0	0
020401010203	139	0	0	-0.00792762	0	-0.000112041	-0.001994502	0	0	0	-0.3116	0	0	0	-7.16325E-05	-0.000271978	0	0	0	0	0	0	0	0	0
020401010202	140	0	0	-0.00406017	0	-0.000157958	-0.00191371	0	0	0	0	0	0	0	-0.00010099	-0.00026096	0	0	0	0	0	0	0	0	0
020401020403	141	0	0	-0.00561603	0	-0.000135305	-0.001568354	0	0	0	0	0	0	0	-8.65067E-05	-0.000213866	0	0	0	0	0	0	0	0	0
020401020402	142	0	0	-0.00179317	0	-9.06118E-05	-0.000929922	0	0	0	0	0	0	0	-5.79322E-05	-0.000126808	0	0	0	0	0	0	0	0	0
020401010206	143	0	0	-0.00355039	0	-0.000194693	-0.002959282	0	0	0	0	0	0	0	-0.000124476	-0.000403538	0	0	0	0	0	0	0	0	0
020401020402	144	0	0	-0.0023137	0	-4.10202E-05	-0.000581401	0	0	0	0	0	0	0	-2.62261E-05	-7.9282E-05	0	0	0	0	0	0	0	0	0
020401020402	145	0	0	-0.00209577	0	-4.16325E-05	-0.000383376	0	0	0	0	0	0	0	-2.66175E-05	-5.22786E-05	0	0	0	0	0	0	0	0	0
020401010206	146	0	0	-0.0137873	0	-0.000241836	-0.006948295	0	0	0	0	0	0	0	-0.000154616	-0.000947495	0	0	0	0	0	0	0	0	0
020401010202	147	0	0	-0.0012618	0	-0.000130408	-0.000709721	0	0	0	0	0	0	0	-8.33754E-05	-9.67801E-05	0	0	0	0	0	0	0	0	0
020401020304	148	0	0	-0.00420173	0	-0.001132843	-0.001104858	0	0	0	0	0	0	0	-0.000724277	-0.000150662	0	0	0	0	0	0	0	0	0
020401020304	149	0	0	-1.04483E-05	0	-0.00043852	-1.89944E-05	0	0	0	0	0	0	0	-0.000280366	-2.59014E-06	0	0	0	0	0	0	0	0	0
020401020304	150	0	0	-0.00104618	0	-0.001534821	-0.000291247	0	0	0	0	0	0	0	-0.000981279	-3.97154E-05	0	0	0	0	0	0	0	0	0
020401020304	151	0	0	-0.00197171	0	-0.000146174	-5.6983E-05	0	0	0	0	0	0	0	-9.34553E-05	-7.77041E-06	0	0	0	0	0	0	0	0	0
020401020306	152	0	0	-0.00113842	0	-6.73464E-06	-2.85156E-05	0	0	0	0	0	0	0	-4.30576E-06	-3.88849E-06	0	0	0	0	0	0	0	0	0
020401010205	153	0	0	-0.00236353	0	-5.87753E-05	-0.000544964	0	0	0	0	0	0	0	-3.75776E-05	-7.43132E-05	0	0	0	0	0	0	0	0	0
020401010204	154	0	0	-0.00128184	0	-0.000145714	-0.000902994	0	0	0	0	0	0	0	-9.31613E-05	-0.000123136	0	0	0	0	0	0	0	0	0
020401020306	155	0	0	-0.00450055	0	-0.000100408	-0.000722395	0	0	0	0	0	0	0	-6.41952E-05	-9.85084E-05	0	0	0	0	0	0	0	0	0
020401020306	156	0	0	-0.00253637	0	-1.65306E-05	-0.000204362	0	0	0	0	0	0	0	-1.05687E-05	-2.78675E-05	0	0	0	0	0	0	0	0	0
020401020402	157	0	0	-0.00093694	0	-7.77549E-05	-0.000613085	0	0	0	0	0	0	0	-4.97121E-05	-8.36024E-05	0	0	0	0	0	0	0	0	0
020401010204	158	0	0	-0.00301039	0	-0.000265101	-0.001449545	0	0	0	0	0	0	0	-0.000169491	-0.000197665	0	0	0	0	0	0	0	0	0
020401010205	159	0	0	-0.0055209	-0.6283	-6.42855E-05	-0.003911389	0	0	0	0	0	0	0	-4.11005E-05	-0.000533371	0	0	0	0	0	0	0	0	0
020401010204	160	0	0	-0.00303299	0	-6.18363E-05	-0.000991707	0	0	0	0	0	0	0	-3.95347E-05	-0.000135233	0	0	0	0	0	0	0	0	0
020401020402	161	0	0	-0.00192114	0	-7.0408E-05	-0.000765168	0	0	0	0	0	0	0	-4.5015E-05	-0.000104341	0	0	0	0	0	0	0	0	0
020401010205	162	0	0	-0.0042059	0	-5.69386E-05	-0.003008394	0	0	0	0	0	0	0	-3.64033E-05	-0.000410236	0	0	0	0	0	0	0	0	0
020401020304	163	0	0	-0.000799459	0	-0	-6.33144E-06	0	0	0	0	0	0	0	-0	-8.63378E-07	0	0	0	0	0	0	0	0	0
