 ------------------------------------------------------------------------------
 ----- WATER ------------------------------------------------------------------
 ------------------------------------------------------------------------------
User:	jlant
Date:	10/29/2013 12:50:47 PM
StationID:	2013-29-10_b
Date	Discharge (cfs)	Subsurface Flow (mm/day)	Impervious Flow (mm/day)	Infiltration Excess (mm/day)	Initial Abstracted Flow (mm/day)	Overland Flow (mm/day)	PET (mm/day)	AET(mm/day)	Average Soil Root zone (mm)	Average Soil Unsaturated Zone (mm)	Snow Pack (mm)	Precipitation (mm/day)	Storage Deficit (mm/day)	Return Flow (mm/day)
11/7/1984	423.890880736645	1.13464826493192	1.79155624773761E-10	0	0	0	1.03676346572388	0.935566366237381	42.6627841641026	0	0	0	324.461787025229	0.000196865182747324
11/8/1984	394.304505717341	1.06159338446381	8.13365278127866E-15	0	0	0	0.89593926081333	0.762497726067322	41.8846622984693	0	0	0	325.686346813022	0.000185105042773743
11/9/1984	369.607186736115	0.99762607089841	3.69267264982031E-19	0	0	0	1.00299178068334	0.813363595080767	41.0544250422019	0	0	0	326.834868992161	0.000172612764199358
11/10/1984	351.238281794185	0.928173291791349	0.000648871074034766	0	0.0309036753439733	0.000141355874656739	1.17191074189356	1.17191074189356	42.2124656244291	0.000417853634168486	0	2.58283342567907	327.617236808025	0.000165863861519367
11/11/1984	348.277443571181	0.898174532754505	0.0016959922330184	0	0.0496428311163809	0.000229655443851444	1.37441653532887	1.37441653532887	44.0934959792101	0.000879552905832157	0	3.67012365720032	328.184780265814	0.000158502479486621
11/12/1984	344.059811749536	0.884775199828492	0.00119690323049409	0	0.0418148587113457	0.000192525483848534	1.16601743453173	1.16601743453173	44.9457102392657	0.00634384652515182	0	3.08936163767691	328.102476405183	0.000154340752157189
11/13/1984	334.460560359802	0.890429320958843	5.43393225969556E-08	0	0	0	0.763626206232379	0.746549772483828	44.1820840330333	0	0	0	329.112859748096	0.000155089152636672
11/14/1984	313.861585293313	0.845753431430127	2.46700142923904E-12	0	0	0	0.810115460586453	0.756594295989848	43.4091163706497	0	0	0	330.072747719163	0.000134640469276004
11/15/1984	297.723107010364	0.805180055256797	1.1200169161151E-16	0	0	0	1.08083805168328	0.963202325313037	42.4249542715585	0	0	0	330.985599692244	0.000123039976805656
11/16/1984	284.202040138256	0.768392266252552	5.08486893244621E-21	0	0	0	0.993999435281562	0.867087912757083	41.7507815194146	0	0	0.206569856210006	331.855870297924	0.000109397033708534
11/17/1984	271.694928714897	0.734867968084193	2.30852692384823E-25	0	0	0	0.841672862913592	0.677022803367547	41.0594856306075	0	0	0	332.687372050786	0.000102747506084801
11/18/1984	260.287219465071	0.704206433040942	1.04806960197506E-29	0	0	0	0.830540277049692	0.639683969804272	40.4065520294615	0	0	0	333.483460058532	9.25374492601022E-05
11/19/1984	267.06380882155	0.68208494815946	0.00405880846473779	0	0.0760953428325122	0.000254477251177359	0.67361981806664	0.67361981806664	43.3443634605529	0.00121640590539153	0	4.25788664096895	333.534194224443	9.42457265553084E-05
11/20/1984	254.583310885921	0.676448522604835	1.84269619218388E-07	0	0	0	0.541376549166039	0.481632041081337	42.8517776508952	0	0	0	334.295630490052	9.24776886732577E-05
11/21/1984	241.968363506572	0.650538522854103	8.36582776986147E-12	0	0	0	0.54010007128667	0.466231918438921	42.3756132863392	0	0	0	335.027426261322	7.74604255489827E-05
11/22/1984	232.268810981502	0.626516119281134	3.79807993156738E-16	0	0	0	0.603737634475467	0.506077830847601	41.8587416217284	0	0	0	335.731717088482	6.90397260069151E-05
11/23/1984	223.624782572233	0.60422931854679	1.72432562125204E-20	0	0	0	0.682113106114326	0.553697415516649	41.2933116841067	0	0	0	336.410515942325	6.01878450289966E-05
11/24/1984	215.686560665332	0.583492746194771	7.82842620924542E-25	0	0	0	0.815121705736574	0.638627798261731	40.6412282542792	0	0	0	337.065624925254	5.66942399739485E-05
11/25/1984	208.544996849666	0.564147899155278	3.55410000051099E-29	0	0	0	0.970078045353298	0.729313473276905	39.8967379979265	0	0	0	337.698660044984	5.47817003430061E-05
11/26/1984	201.864921322495	0.54605617201831	1.61355890392009E-33	0	0	0	1.15717869546768	0.829520386179027	39.0502366425184	0	0	0	338.311073867591	5.28694696398973E-05
11/27/1984	195.601973917573	0.529097712207147	7.3255460905569E-38	0	0	0	1.29260800247184	0.877173068939292	38.1555992884487	0	0	0	338.904180207927	5.09292797035066E-05
11/28/1984	189.719067660059	0.51316724179637	3.32579277982953E-42	0	0	0	1.42707452741413	0.913197751887957	37.2247776655255	0	0	0	339.479166311323	4.91613313008855E-05
11/29/1984	5417.27975362075	4.63239400668301	0.80932978593356	8.32587648922009	0.770045778941005	0.00933435941483904	1.43497742380355	1.43497742380355	44.9457102392657	0.0573677724259634	0	72.0619180320621	287.926721694791	0.00106382137070006
11/30/1984	2667.50196431868	6.83337125751242	0.0017308805903532	0	0.0207309923526622	0.000383264722492212	0.68911329575479	0.68911329575479	44.9457102392657	0.00528025681629124	0	1.69188953703381	294.013073761575	0.00153370617319632
12/1/1984	2187.27598951638	5.74717012806815	7.85818572293505E-08	0	0	0	0.86725987783617	0.852517682033675	44.2864577383489	0	0	0.208007376919358	300.038085799768	0.00132950711084924
12/2/1984	1556.35628696446	4.12596119575802	3.56761079881624E-12	0	0	0	0.828650081099884	0.778814742068047	43.4914278678536	0	0	0	304.435274279272	0.000952372134967256
12/3/1984	1157.99059088994	3.04717734493276	0.00595592823555371	0	0.0375591141043262	0.000350788363415069	0.778827257351317	0.778827257351317	44.9457102392657	0.00216088760220252	0	2.72469225234969	307.204146544878	0.00067147467472407
12/4/1984	1567.67742237697	3.941078816864	0.0986872700757634	0.0201973282399982	0.122457066073364	0.00212844930803181	0.707557342308353	0.707557342308353	44.9457102392657	0.0067316613310162	0	10.5966938753394	301.477801005329	0.000922158076209022
12/5/1984	1471.43438285647	3.89331203611675	4.48039512988421E-06	0	0	0	0.599278651884328	0.585877495232314	44.3464315873814	0	0	0	305.555216891619	0.000908334666228093
12/6/1984	2048.96750916998	5.07715006260208	0.143219091453552	0.0419338952830065	0.237453210817975	0.00418272553512754	0.546688458519289	0.546688458519289	44.9457102392657	0.0165886097687214	0	17.5695835253116	294.380339807082	0.0011457934185928
12/7/1984	2202.58278200051	5.82186797952108	6.50213669263789E-06	0	0	0	0.503257249477575	0.492003341793406	44.4424529897882	0	0	0	300.291255422681	0.00130878534390968
12/8/1984	1567.65349120738	4.15739865501227	2.95196549152242E-10	0	0	0	1E-07	9.48718284274588E-08	44.4436526508704	0	0	0	304.630529413579	0.00094688843690164
12/9/1984	1227.82359414081	3.27273887793497	1.34019025976398E-14	0	0	0	0.689675665222773	0.654309012301945	43.7743943665352	0	0	0	308.088023964322	0.000730452430255192
12/10/1984	1014.44359754727	2.71233247568594	6.08445436616504E-19	0	0	0	0.728592380624678	0.663920197318658	43.0969321665235	0	0	0	310.973294963015	0.000572855187624672
12/11/1984	866.826764842466	2.32156736182268	2.76233800866939E-23	0	0	0	0.70231398730205	0.615694857801987	42.4821109376952	0	0	0.0128835495495954	313.454174714193	0.000497014181817157
12/12/1984	757.901247230558	2.03225944360127	1.25409951573985E-27	0	0	0	0.686264166075874	0.577750570497122	41.8926029398869	0	0	0	315.632865190076	0.000433686314333498
12/13/1984	673.578228681593	1.80884158302021	5.69360299296659E-32	0	0	0	0.767157721806194	0.622641177640863	41.2571189969741	0	0	0	317.576745980115	0.000377262396975322
12/14/1984	605.604479991575	1.63076647754434	2.58489175976492E-36	0	0	0	1.00149931743802	0.781116668329757	40.4598612388224	0	0	0	319.332574817482	0.000324748429638317
12/15/1984	557.632358419286	1.45589330085832	0.00271682643950034	0	0.0625520447949233	0.000321993458704925	0.827629094194459	0.827629094194459	42.8522304718824	0.0012175541703581	0	3.74625612085782	320.316808134389	0.000287839813165242
12/16/1984	529.54256279135	1.41213338821555	1.23343729530245E-07	0	0	0	0.775182067397876	0.669135756235743	42.1679360788496	0	0	0	321.837780574143	0.000273578548328966
12/17/1984	474.126425754572	1.26064138038884	3.08729852425944E-05	0	0.0067959198848308	3.25687060316682E-05	0.851660314527774	0.851660314527774	42.4194921382518	0.000119003857096747	0	1.15691203533868	323.136787618392	0.000220878243887513
12/18/1984	451.428910811684	1.21591445700174	1.40163136157159E-09	0	0	0	1.13579342273207	0.954727886503883	41.4436612412864	0	0	0.000448909650105737	324.449148464239	0.000212328695424646
12/19/1984	423.301885217451	1.13414207173582	6.36339653682674E-14	0	0	0	1.07608779389861	1.05534608324769	41.3652893770368	0	0	0.976875513607774	325.674529915654	0.000184114693443246
12/20/1984	409.276771080348	1.0545669424716	0.00301726703457623	0	0.0658446360928547	0.000307978625969453	0.743575501919773	0.743575501919773	43.8871463713726	0.00137373113557763	0	3.82287581197851	326.196628100585	0.000181144116935227
12/21/1984	389.207453520545	1.03582116332012	1.36983711444428E-07	0	0	0	0.771075410805855	0.70946024850451	43.1614670055909	0	0	0	327.314577983726	0.000177057884521083
12/22/1984	754.939879644445	1.64525293385034	0.0952622548507744	0.0483134232062187	0.333711984892552	0.0023749789479356	0.855715888828269	0.855715888828269	44.9457102392657	0.0617042248565902	0	20.038434006947	311.591721677693	0.000330469410688037
12/23/1984	904.188644065598	2.35177942918127	4.32489967923571E-06	0	0	0	0.895241652981758	0.875222161264068	44.050468586284	0	0	0	313.974427094451	0.000499870399726167
12/24/1984	776.35430501138	2.05890236411316	1.96350141667398E-10	0	0	0	0.734215201022797	0.680280610719204	43.3566477382237	0	0	0	316.09461118193	0.00041485559272282
12/25/1984	686.293317668657	1.82736632976384	8.91428264054299E-15	0	0	0	0.770362938758258	0.75882067363585	43.2643909282439	0	0	0.667024693129576	317.992077905587	0.000364043095631809
12/26/1984	614.766956940666	1.64428964971183	4.04707805763286E-19	0	0	0	0.517197052885251	0.456803452263161	42.7973749934544	0	0	0	319.710079395979	0.000331193161988919
12/27/1984	603.292297152464	1.54790197764472	0.0123474942690312	0	0.0823205928224213	0.000592592626419437	0.530351416154695	0.530351416154695	44.9457102392657	0.00528617852441674	0	4.7636583762832	319.217834936858	0.000304459540458803
12/28/1984	828.304130466319	2.06973183119622	0.0207131190846837	0.00618574820309285	0.166371984488314	0.00132693584755399	0.573453873405842	0.573453873405842	44.9457102392657	0.0102195025013106	0	8.93938650891668	312.963780092734	0.000435718248195426
12/29/1984	830.750624693437	2.19622341441795	9.40374151607157E-07	0	0	0	1.34802976040167	1.31788495841896	43.597680478864	0	0	0	315.198306322881	0.000464285005758373
12/30/1984	725.224507885784	1.93409377942177	4.2692920433469E-11	0	0	0	1.80892026580084	1.75315025058262	43.0796846376258	0	0	1.2437724436411	317.186976129324	0.000371370548804209
12/31/1984	646.279227034988	1.72886817220351	1.93825558903853E-15	0	0	0	0.487817359074937	0.425949168234463	42.6450095571706	0	0	0	318.978975247694	0.000340098147578738
1/1/1985	573.162941485462	1.51290704748199	0.00131302958148332	0	0.0281385219498879	0.000207182945952211	0.841078762514573	0.841078762514573	43.7244118971254	0.000779750156548837	0	2.15805091305671	320.295493667798	0.000291872738807519
1/2/1985	557.661749064055	1.44973498314988	0.00424083218075333	0	0.0496586641886343	0.000264833551310558	0.970139616244781	0.970139616244781	44.9457102392657	0.00408659770783998	0	3.38035654733957	320.621026850545	0.000271831838335146
1/3/1985	540.897777039892	1.4338907416305	1.92533483140961E-07	0	0	0	0.627068861581879	0.623561807871089	44.7888675330111	0	0	0.470226155327221	322.117660579456	0.000265688401125232
1/4/1985	496.239595833016	1.32045200309137	8.74100661151585E-12	0	0	0	1E-07	9.68567855677023E-08	44.7891234691139	0	0	0	323.501960565132	0.000222805078585563
