siteNo,date,discharge
basin0,1994-09-24,51.4465860878
basin0,1994-09-25,47.7627358124
basin0,1994-09-26,45.0321389612
basin0,1994-09-27,125.21602881
basin0,1994-09-28,269.02647995
basin0,1994-09-29,278.928306815
basin0,1994-09-30,256.211367893
basin0,1994-10-01,190.404891928
basin0,1994-10-02,184.850651681
basin0,1994-10-03,196.2930396
basin0,1994-10-04,163.178436472
basin0,1994-10-05,136.752128374
basin0,1994-10-06,117.594218431
basin0,1994-10-07,102.886095294
basin0,1994-10-08,91.0183903619
basin0,1994-10-09,81.5494747782
basin0,1994-10-10,74.7365211295
basin0,1994-10-11,72.3229019315
basin0,1994-10-12,66.5915157426
basin0,1994-10-13,60.9889920435
basin0,1994-10-14,56.2563669009
basin0,1994-10-15,52.2476788067
basin0,1994-10-16,48.7084004172
basin0,1994-10-17,45.5597264386
basin0,1994-10-18,42.7400259013
basin0,1994-10-19,40.1998780163
basin0,1994-10-20,37.1147323772
basin0,1994-10-21,36.6306500708
basin0,1994-10-22,35.3167286709
basin0,1994-10-23,33.4827326427
basin0,1994-10-24,31.7607107311
basin0,1994-10-25,30.1707823508
basin0,1994-10-26,28.701977567
basin0,1994-10-27,27.3402714322
basin0,1994-10-28,26.0735504545
basin0,1994-10-29,24.8912524181
basin0,1994-10-30,23.7869294352
basin0,1994-10-31,22.7523613208
basin0,1994-11-01,25.504859055
basin0,1994-11-02,36.4635094789
basin0,1994-11-03,31.010789654
basin0,1994-11-04,28.8507188361
basin0,1994-11-05,27.0959163587
basin0,1994-11-06,25.8442432921
basin0,1994-11-07,26.2439589131
basin0,1994-11-08,25.7499211968
basin0,1994-11-09,24.5062980137
basin0,1994-11-10,29.1418981772
basin0,1994-11-11,26.3475576224
basin0,1994-11-12,24.6973265242
basin0,1994-11-13,23.304397386
basin0,1994-11-14,22.2978464888
basin0,1994-11-15,21.3519178591
basin0,1994-11-16,20.4619031381
basin0,1994-11-17,19.6225854245
basin0,1994-11-18,19.574249274
basin0,1994-11-19,20.6742796939
basin0,1994-11-20,19.5089892431
basin0,1994-11-21,18.5195043055
basin0,1994-11-22,64.1695629956
basin0,1994-11-23,28.747723025
basin0,1994-11-24,26.5307298693
basin0,1994-11-25,24.6285447021
basin0,1994-11-26,23.2283371566
basin0,1994-11-27,22.2120579373
basin0,1994-11-28,184.687965287
basin0,1994-11-29,318.590025042
basin0,1994-11-30,376.049440048
basin0,1994-12-01,272.51839802
basin0,1994-12-02,205.759926535
basin0,1994-12-03,165.477129682
basin0,1994-12-04,138.290499736
basin0,1994-12-05,138.869643762
basin0,1994-12-06,271.963876951
basin0,1994-12-07,327.715974551
basin0,1994-12-08,278.849000426
basin0,1994-12-09,272.22412234
basin0,1994-12-10,219.169558448
basin0,1994-12-11,401.529078005
basin0,1994-12-12,469.238622187
basin0,1994-12-13,319.430809026
basin0,1994-12-14,230.974427408
basin0,1994-12-15,181.703228716
basin0,1994-12-16,149.855013162
basin0,1994-12-17,119.777784057
basin0,1994-12-18,117.238381328
basin0,1994-12-19,119.536222869
basin0,1994-12-20,107.952768158
basin0,1994-12-21,99.8846688592
basin0,1994-12-22,96.1048778947
basin0,1994-12-23,85.8747435281
basin0,1994-12-24,162.339166687
basin0,1994-12-25,268.149322047
basin0,1994-12-26,328.745553622
basin0,1994-12-27,251.86972997
basin0,1994-12-28,193.918059544
basin0,1994-12-29,157.893064966
basin0,1994-12-30,133.43027552
basin0,1994-12-31,115.337633729
basin0,1995-01-01,322.980029603
basin0,1995-01-02,329.244409847
basin0,1995-01-03,326.072550328
basin0,1995-01-04,252.305470354
basin0,1995-01-05,206.358650039
basin0,1995-01-06,176.23437449
basin0,1995-01-07,306.682772342
basin0,1995-01-08,363.374699247
basin0,1995-01-09,300.15156019
basin0,1995-01-10,234.844371893
basin0,1995-01-11,195.319348782
basin0,1995-01-12,185.069237333
basin0,1995-01-13,204.671503417
basin0,1995-01-14,210.901651135
basin0,1995-01-15,178.893474962
basin0,1995-01-16,198.834965468
basin0,1995-01-17,223.494278875
basin0,1995-01-18,216.582066778
basin0,1995-01-19,185.51534458
basin0,1995-01-20,163.832648648
basin0,1995-01-21,688.601780464
basin0,1995-01-22,485.883542487
basin0,1995-01-23,344.627934285
basin0,1995-01-24,268.13590383
basin0,1995-01-25,221.157599351
basin0,1995-01-26,189.395109178
basin0,1995-01-27,166.434801369
basin0,1995-01-28,148.987500041
basin0,1995-01-29,135.409774905
basin0,1995-01-30,129.141145352
basin0,1995-01-31,114.579676723
basin0,1995-02-01,106.960238242
basin0,1995-02-02,103.325594609
basin0,1995-02-03,94.6982258558
basin0,1995-02-04,89.8982683648
basin0,1995-02-05,85.6986772924
basin0,1995-02-06,81.9929329056
basin0,1995-02-07,78.6739580783
basin0,1995-02-08,75.7001464764
basin0,1995-02-09,73.0239032316
basin0,1995-02-10,70.6099565498
basin0,1995-02-11,68.4047661483
basin0,1995-02-12,67.1246891693
basin0,1995-02-13,65.6963301888
basin0,1995-02-14,63.9594133038
basin0,1995-02-15,62.3989244093
basin0,1995-02-16,119.287810951
basin0,1995-02-17,113.313412653
basin0,1995-02-18,106.861846507
basin0,1995-02-19,105.310509532
basin0,1995-02-20,106.682651886
basin0,1995-02-21,124.685725843
basin0,1995-02-22,143.184676287
basin0,1995-02-23,145.591935556
basin0,1995-02-24,189.445129772
basin0,1995-02-25,231.262017446
basin0,1995-02-26,199.742935531
basin0,1995-02-27,174.024301309
basin0,1995-02-28,348.866035845
basin0,1995-03-01,363.931214993
basin0,1995-03-02,348.008696741
basin0,1995-03-03,275.350848103
basin0,1995-03-04,225.879339306
basin0,1995-03-05,206.212844939
basin0,1995-03-06,194.227091677
basin0,1995-03-07,181.091102294
basin0,1995-03-08,174.117402503
basin0,1995-03-09,1235.4727747
basin0,1995-03-10,1249.05211618
basin0,1995-03-11,634.061715723
basin0,1995-03-12,480.21714273
basin0,1995-03-13,291.128693671
basin0,1995-03-14,247.120022052
basin0,1995-03-15,224.479196015
basin0,1995-03-16,188.152207094
basin0,1995-03-17,163.586746464
basin0,1995-03-18,145.216247291
basin0,1995-03-19,131.312452661
basin0,1995-03-20,120.197363618
basin0,1995-03-21,111.194499484
basin0,1995-03-22,112.686882588
basin0,1995-03-23,109.859981821
basin0,1995-03-24,105.998871322
basin0,1995-03-25,99.1952091715
basin0,1995-03-26,93.2724396183
basin0,1995-03-27,88.2227088824
basin0,1995-03-28,83.9841044707
basin0,1995-03-29,80.2110402661
basin0,1995-03-30,76.5323191298
basin0,1995-03-31,76.5455442754
basin0,1995-04-01,58.7286541674
basin0,1995-04-02,55.8922030076
basin0,1995-04-03,53.2301832067
basin0,1995-04-04,51.2301815247
basin0,1995-04-05,58.1668392261
basin0,1995-04-06,60.1948595584
basin0,1995-04-07,57.9909666754
basin0,1995-04-08,54.9620408877
basin0,1995-04-09,117.665511495
basin0,1995-04-10,204.16446952
basin0,1995-04-11,252.101730369
basin0,1995-04-12,209.582416251
basin0,1995-04-13,328.186573499
basin0,1995-04-14,382.851234311
basin0,1995-04-15,343.671608746
basin0,1995-04-16,252.094471577
basin0,1995-04-17,199.640145967
basin0,1995-04-18,166.030816988
basin0,1995-04-19,156.178077764
basin0,1995-04-20,160.102070409
basin0,1995-04-21,141.167364301
basin0,1995-04-22,124.651984377
basin0,1995-04-23,117.991191483
basin0,1995-04-24,106.303679275
basin0,1995-04-25,96.5072093013
basin0,1995-04-26,88.5001829139
basin0,1995-04-27,81.9263888387
basin0,1995-04-28,77.1055348942
basin0,1995-04-29,74.5942058628
basin0,1995-04-30,70.3011164504
basin0,1995-05-01,71.5634339803
basin0,1995-05-02,68.4481898252
basin0,1995-05-03,64.4982635775
basin0,1995-05-04,60.8606068792
basin0,1995-05-05,58.860589575
basin0,1995-05-06,56.734452031
basin0,1995-05-07,54.756636954
basin0,1995-05-08,52.276872783
basin0,1995-05-09,50.1425932368
basin0,1995-05-10,47.9676145547
basin0,1995-05-11,49.271843254
basin0,1995-05-12,48.5855101753
basin0,1995-05-13,46.6560067095
basin0,1995-05-14,44.8325399946
basin0,1995-05-15,42.681542765
basin0,1995-05-16,41.9900690729
basin0,1995-05-17,40.6756992865
basin0,1995-05-18,39.3163660583
basin0,1995-05-19,38.4782842717
basin0,1995-05-20,38.4488597849
basin0,1995-05-21,37.5238773935
basin0,1995-05-22,36.5590654632
basin0,1995-05-23,35.5944997516
basin0,1995-05-24,34.6870132683
basin0,1995-05-25,36.9896004159
basin0,1995-05-26,37.255190416
basin0,1995-05-27,36.6623550459
basin0,1995-05-28,35.2593898127
basin0,1995-05-29,35.6120403699
basin0,1995-05-30,45.7245046603
basin0,1995-05-31,39.7973494754
basin0,1995-06-01,38.2666822764
basin0,1995-06-02,37.1964250838
basin0,1995-06-03,40.1739950201
basin0,1995-06-04,38.8017477965
basin0,1995-06-05,37.2289692977
basin0,1995-06-06,36.2230651576
basin0,1995-06-07,35.2779427235
basin0,1995-06-08,34.3882248087
basin0,1995-06-09,33.5491527005
basin0,1995-06-10,32.7564994781
basin0,1995-06-11,32.0064975427
basin0,1995-06-12,33.3764273199
basin0,1995-06-13,37.2374784166
basin0,1995-06-14,34.1001611594
basin0,1995-06-15,33.351364228
basin0,1995-06-16,32.5690230338
basin0,1995-06-17,31.8285332296
basin0,1995-06-18,31.1266071795
basin0,1995-06-19,30.4602940076
basin0,1995-06-20,29.826937444
basin0,1995-06-21,29.22413986
basin0,1995-06-22,28.6497314587
basin0,1995-06-23,28.1017437736
basin0,1995-06-24,27.5783867914
basin0,1995-06-25,27.0780291294
basin0,1995-06-26,26.4089465047
basin0,1995-06-27,62.7445009507
basin0,1995-06-28,30.9736596374
basin0,1995-06-29,30.672454271
basin0,1995-06-30,30.0280552117
basin0,1995-07-01,27.0941894896
basin0,1995-07-02,112.926899445
basin0,1995-07-03,32.048533892
basin0,1995-07-04,31.4614985993
basin0,1995-07-05,30.6540421243
basin0,1995-07-06,29.890522628
basin0,1995-07-07,29.5355356957
basin0,1995-07-08,33.8870090199
basin0,1995-07-09,32.1315080735
basin0,1995-07-10,31.4395877226
basin0,1995-07-11,30.7197886126
basin0,1995-07-12,33.2884118979
basin0,1995-07-13,31.931474247
basin0,1995-07-14,31.741899685
basin0,1995-07-15,30.9181861503
basin0,1995-07-16,30.1397590973
basin0,1995-07-17,29.4029640743
basin0,1995-07-18,583.745769182
basin0,1995-07-19,50.8478905112
basin0,1995-07-20,46.2324644899
basin0,1995-07-21,43.934653752
basin0,1995-07-22,42.2987609439
basin0,1995-07-23,40.7879976635
basin0,1995-07-24,48.1410612405
basin0,1995-07-25,47.8677642098
basin0,1995-07-26,48.6414848269
basin0,1995-07-27,74.2766129754
basin0,1995-07-28,148.798702914
basin0,1995-07-29,192.214828976
basin0,1995-07-30,179.372354112
basin0,1995-07-31,151.015005536
basin0,1995-08-01,131.028468485
basin0,1995-08-02,115.962947398
basin0,1995-08-03,107.528095087
basin0,1995-08-04,102.63288429
basin0,1995-08-05,99.7751797294
basin0,1995-08-06,195.768680249
basin0,1995-08-07,188.770912525
basin0,1995-08-08,177.293478479
basin0,1995-08-09,149.324660416
basin0,1995-08-10,129.292211176
basin0,1995-08-11,114.625469184
basin0,1995-08-12,103.07527771
basin0,1995-08-13,93.7305219639
basin0,1995-08-14,86.0067913906
basin0,1995-08-15,76.9606484139
basin0,1995-08-16,74.3350071333
basin0,1995-08-17,69.5303580105
basin0,1995-08-18,65.3105670988
basin0,1995-08-19,61.5973476951
basin0,1995-08-20,58.3038401784
basin0,1995-08-21,55.3620883209
basin0,1995-08-22,52.7181394718
basin0,1995-08-23,50.3285988902
basin0,1995-08-24,48.1581570972
basin0,1995-08-25,46.1777832456
basin0,1995-08-26,44.3633836729
basin0,1995-08-27,42.6947913008
basin0,1995-08-28,41.1549942162
basin0,1995-08-29,39.7295397433
basin0,1995-08-30,38.406069029
basin0,1995-08-31,37.1739498946
basin0,1995-09-01,38.1968063589
basin0,1995-09-02,37.7092223292
basin0,1995-09-03,36.724390319
basin0,1995-09-04,35.6034950183
basin0,1995-09-05,34.5540016687
basin0,1995-09-06,33.5692605581
basin0,1995-09-07,32.6434259807
basin0,1995-09-08,31.7713379429
basin0,1995-09-09,31.3694687104
basin0,1995-09-10,33.486424013
basin0,1995-09-11,32.9574644682
basin0,1995-09-12,32.7062844682
basin0,1995-09-13,33.7804615048
basin0,1995-09-14,33.5896268418
basin0,1995-09-15,33.864327127
basin0,1995-09-16,33.0588538902
basin0,1995-09-17,36.3308348978
basin0,1995-09-18,68.4815919317
basin0,1995-09-19,41.3344342464
basin0,1995-09-20,40.9815703889
basin0,1995-09-21,39.5652234289
basin0,1995-09-22,38.4814688128
basin0,1995-09-23,90.7367080665
basin0,1995-09-24,48.500652252
basin0,1995-09-25,45.3877087377
basin0,1995-09-26,44.3942661236
basin0,1995-09-27,46.933258515
basin0,1995-09-28,43.646189864
basin0,1995-09-29,41.8342127166
basin0,1995-09-30,40.3547418159
basin0,1995-10-01,27.3790400126
basin0,1995-10-02,26.104123837
basin0,1995-10-03,24.9158302739
basin0,1995-10-04,23.5729796117
basin0,1995-10-05,27.473186402
basin0,1995-10-06,729.277989881
basin0,1995-10-07,329.267320555
basin0,1995-10-08,341.689275149
basin0,1995-10-09,350.356729573
basin0,1995-10-10,254.677170989
basin0,1995-10-11,195.180058931
basin0,1995-10-12,158.247777105
basin0,1995-10-13,132.85049471
basin0,1995-10-14,114.228734131
basin0,1995-10-15,302.310012214
basin0,1995-10-16,287.668933717
basin0,1995-10-17,254.818231057
basin0,1995-10-18,195.98875831
basin0,1995-10-19,158.790249034
basin0,1995-10-20,133.353211685
basin0,1995-10-21,1043.62291774
basin0,1995-10-22,2696.92732507
basin0,1995-10-23,1829.39726993
basin0,1995-10-24,348.208391674
basin0,1995-10-25,234.751634932
basin0,1995-10-26,222.004579195
basin0,1995-10-27,179.117419106
basin0,1995-10-28,783.677201819
basin0,1995-10-29,595.008179061
basin0,1995-10-30,470.392690479
basin0,1995-10-31,297.855661805
basin0,1995-11-01,216.253650224
basin0,1995-11-02,265.883072618
basin0,1995-11-03,445.462208594
basin0,1995-11-04,486.092849978
basin0,1995-11-05,456.978257738
basin0,1995-11-06,295.350198045
basin0,1995-11-07,218.418752453
basin0,1995-11-08,199.05036972
basin0,1995-11-09,222.122876192
basin0,1995-11-10,185.122382529
basin0,1995-11-11,151.872989983
basin0,1995-11-12,1788.16489758
basin0,1995-11-13,1860.94916519
basin0,1995-11-14,332.9509854
basin0,1995-11-15,567.341906259
basin0,1995-11-16,590.961132557
basin0,1995-11-17,427.491884951
basin0,1995-11-18,301.769959623
basin0,1995-11-19,291.094938235
basin0,1995-11-20,246.119185754
basin0,1995-11-21,197.323337384
basin0,1995-11-22,195.47801585
basin0,1995-11-23,196.326805742
basin0,1995-11-24,164.694525256
basin0,1995-11-25,140.146762805
basin0,1995-11-26,122.021064796
basin0,1995-11-27,113.657946788
basin0,1995-11-28,99.8707282152
basin0,1995-11-29,100.059415903
basin0,1995-11-30,112.303045033
basin0,1995-12-01,104.322993311
basin0,1995-12-02,105.400724044
basin0,1995-12-03,104.911296241
basin0,1995-12-04,114.509594308
basin0,1995-12-05,113.977501411
basin0,1995-12-06,121.208299048
basin0,1995-12-07,139.929007179
basin0,1995-12-08,123.969135682
basin0,1995-12-09,109.255473926
basin0,1995-12-10,97.5416936445
basin0,1995-12-11,87.9228406847
basin0,1995-12-12,80.0571139694
basin0,1995-12-13,73.2735990805
basin0,1995-12-14,67.5283891777
basin0,1995-12-15,170.746247465
basin0,1995-12-16,174.649892452
basin0,1995-12-17,140.092566925
basin0,1995-12-18,121.23264212
basin0,1995-12-19,106.711715344
basin0,1995-12-20,95.1862801419
basin0,1995-12-21,85.7892519926
basin0,1995-12-22,77.946202483
basin0,1995-12-23,71.3126164264
basin0,1995-12-24,65.6219755868
basin0,1995-12-25,60.7979817016
basin0,1995-12-26,56.6980186832
basin0,1995-12-27,52.9977019445
basin0,1995-12-28,49.7030768431
basin0,1995-12-29,46.7739556732
basin0,1995-12-30,44.0818025561
basin0,1995-12-31,42.6968124721
basin0,1996-01-01,69.5239227169
basin0,1996-01-02,68.3883233261
basin0,1996-01-03,65.516864478
basin0,1996-01-04,63.745913063
basin0,1996-01-05,62.104549848
basin0,1996-01-06,60.5832235884
basin0,1996-01-07,59.1897277132
basin0,1996-01-08,57.9898610194
basin0,1996-01-09,56.8293875609
basin0,1996-01-10,55.7457800935
basin0,1996-01-11,54.748776583
basin0,1996-01-12,53.8297231305
basin0,1996-01-13,52.9371807261
basin0,1996-01-14,52.0810298191
basin0,1996-01-15,51.3829499896
basin0,1996-01-16,50.6711252338
basin0,1996-01-17,54.7623307854
basin0,1996-01-18,59.5312938488
basin0,1996-01-19,181.482505994
basin0,1996-01-20,1033.01687443
basin0,1996-01-21,1224.29173313
basin0,1996-01-22,620.980228461
basin0,1996-01-23,473.257631099
basin0,1996-01-24,391.585677735
basin0,1996-01-25,1022.1328573
basin0,1996-01-26,917.433835305
basin0,1996-01-27,1365.44844746
basin0,1996-01-28,2548.52734741
basin0,1996-01-29,1114.145627
basin0,1996-01-30,552.926028513
basin0,1996-01-31,372.736351173
basin0,1996-02-01,284.16664986
basin0,1996-02-02,231.357565203
basin0,1996-02-03,196.556794725
basin0,1996-02-04,171.812550657
basin0,1996-02-05,153.224682183
basin0,1996-02-06,138.766334878
basin0,1996-02-07,127.298908712
basin0,1996-02-08,117.780906027
basin0,1996-02-09,134.187511287
basin0,1996-02-10,148.471322585
basin0,1996-02-11,143.268436876
basin0,1996-02-12,142.526471993
basin0,1996-02-13,140.036954056
basin0,1996-02-14,128.889110008
basin0,1996-02-15,119.18839015
basin0,1996-02-16,110.994439464
basin0,1996-02-17,104.124072177
basin0,1996-02-18,98.248804534
basin0,1996-02-19,93.2687742646
basin0,1996-02-20,92.2844986195
basin0,1996-02-21,286.571626637
basin0,1996-02-22,368.252359241
basin0,1996-02-23,402.311145186
basin0,1996-02-24,380.68912582
basin0,1996-02-25,384.068190148
basin0,1996-02-26,314.071092235
basin0,1996-02-27,264.610288391
basin0,1996-02-28,261.239512446
basin0,1996-02-29,305.679097854
basin0,1996-03-01,275.078514434
basin0,1996-03-02,226.862487541
basin0,1996-03-03,193.328276032
basin0,1996-03-04,169.343139477
basin0,1996-03-05,151.286483619
basin0,1996-03-06,231.396810298
basin0,1996-03-07,276.198173921
basin0,1996-03-08,270.818754805
basin0,1996-03-09,224.305714516
basin0,1996-03-10,191.523217533
basin0,1996-03-11,167.943795293
basin0,1996-03-12,152.129009441
basin0,1996-03-13,147.192932117
basin0,1996-03-14,144.182263362
basin0,1996-03-15,155.532622274
basin0,1996-03-16,226.464770913
basin0,1996-03-17,244.31673938
basin0,1996-03-18,196.795550055
basin0,1996-03-19,184.780822274
basin0,1996-03-20,384.168785807
basin0,1996-03-21,459.793751994
basin0,1996-03-22,377.599618296
basin0,1996-03-23,310.632819992
basin0,1996-03-24,248.814781647
basin0,1996-03-25,214.929101568
basin0,1996-03-26,243.820574071
basin0,1996-03-27,234.377718288
basin0,1996-03-28,201.606944505
basin0,1996-03-29,186.944839409
basin0,1996-03-30,176.498660841
basin0,1996-03-31,165.789122818
basin0,1996-04-01,153.355665686
basin0,1996-04-02,221.107916935
basin0,1996-04-03,272.190075518
basin0,1996-04-04,207.053532819
basin0,1996-04-05,179.70187619
basin0,1996-04-06,168.677082913
basin0,1996-04-07,177.280392917
basin0,1996-04-08,194.824395176
basin0,1996-04-09,169.606023514
basin0,1996-04-10,156.846948682
basin0,1996-04-11,136.366310694
basin0,1996-04-12,122.429251987
basin0,1996-04-13,292.772844659
basin0,1996-04-14,683.409761414
basin0,1996-04-15,666.275809212
basin0,1996-04-16,1601.9319495
basin0,1996-04-17,1134.76056969
basin0,1996-04-18,954.986447203
basin0,1996-04-19,371.407151867
basin0,1996-04-20,331.138193965
basin0,1996-04-21,290.658978738
basin0,1996-04-22,267.648432258
basin0,1996-04-23,257.566752908
basin0,1996-04-24,514.697531377
basin0,1996-04-25,496.342730334
basin0,1996-04-26,444.449359103
basin0,1996-04-27,287.515987484
basin0,1996-04-28,272.884899693
basin0,1996-04-29,215.097036069
basin0,1996-04-30,1084.83523713
basin0,1996-05-01,1397.26147865
basin0,1996-05-02,1353.61413303
basin0,1996-05-03,411.6547856
basin0,1996-05-04,256.866608383
basin0,1996-05-05,210.959671389
basin0,1996-05-06,201.582127782
basin0,1996-05-07,209.077403984
basin0,1996-05-08,222.22868142
basin0,1996-05-09,179.226229196
basin0,1996-05-10,188.890568853
basin0,1996-05-11,307.560974727
basin0,1996-05-12,686.150415856
basin0,1996-05-13,1076.5039028
basin0,1996-05-14,527.828791751
basin0,1996-05-15,322.452042591
basin0,1996-05-16,238.781725031
basin0,1996-05-17,185.354444402
basin0,1996-05-18,170.893122103
basin0,1996-05-19,143.473904444
basin0,1996-05-20,133.249905508
basin0,1996-05-21,118.236328804
basin0,1996-05-22,110.369938899
basin0,1996-05-23,105.398701895
basin0,1996-05-24,95.4414601249
basin0,1996-05-25,87.8512416047
basin0,1996-05-26,81.4554769183
basin0,1996-05-27,75.9912930189
basin0,1996-05-28,71.2636256354
basin0,1996-05-29,67.1335097236
basin0,1996-05-30,63.4925937104
basin0,1996-05-31,60.2584977913
basin0,1996-06-01,57.3648200062
basin0,1996-06-02,54.7621492995
basin0,1996-06-03,52.4073699239
basin0,1996-06-04,87.0641770553
basin0,1996-06-05,60.117156126
basin0,1996-06-06,57.0520784428
basin0,1996-06-07,54.3906194972
basin0,1996-06-08,145.967389594
basin0,1996-06-09,205.619184782
basin0,1996-06-10,267.578100863
basin0,1996-06-11,1138.21722592
basin0,1996-06-12,848.600600648
basin0,1996-06-13,360.213277983
basin0,1996-06-14,283.416177883
basin0,1996-06-15,253.475924664
basin0,1996-06-16,201.599781791
basin0,1996-06-17,167.102852796
basin0,1996-06-18,148.04961155
basin0,1996-06-19,138.207077245
basin0,1996-06-20,213.657213696
basin0,1996-06-21,206.763052231
basin0,1996-06-22,188.493115351
basin0,1996-06-23,151.80060916
basin0,1996-06-24,141.571140516
basin0,1996-06-25,119.91193805
basin0,1996-06-26,112.957607161
basin0,1996-06-27,102.055255142
basin0,1996-06-28,92.4290876376
basin0,1996-06-29,88.5327412924
basin0,1996-06-30,90.8002555505
basin0,1996-07-01,85.6549242073
basin0,1996-07-02,80.5632462164
basin0,1996-07-03,165.296775008
basin0,1996-07-04,223.278550877
basin0,1996-07-05,322.397931181
basin0,1996-07-06,341.759250052
basin0,1996-07-07,257.305863941
basin0,1996-07-08,202.060617209
basin0,1996-07-09,158.648111831
basin0,1996-07-10,140.393334016
basin0,1996-07-11,130.759353871
basin0,1996-07-12,115.259597761
basin0,1996-07-13,207.168783308
basin0,1996-07-14,1830.9774966
basin0,1996-07-15,2352.7818038
basin0,1996-07-16,1375.97061487
basin0,1996-07-17,1237.21621789
basin0,1996-07-18,419.217561064
basin0,1996-07-19,281.94174789
basin0,1996-07-20,208.103782604
basin0,1996-07-21,192.726510011
basin0,1996-07-22,161.876178859
basin0,1996-07-23,138.614188058
basin0,1996-07-24,122.344955684
basin0,1996-07-25,108.789363878
basin0,1996-07-26,965.443019222
basin0,1996-07-27,352.861914369
basin0,1996-07-28,336.013181625
basin0,1996-07-29,248.722521002
basin0,1996-07-30,182.54351836
basin0,1996-07-31,157.255211452
basin0,1996-08-01,141.036841845
basin0,1996-08-02,131.129484124
basin0,1996-08-03,115.634326754
basin0,1996-08-04,103.923529271
basin0,1996-08-05,107.820965758
basin0,1996-08-06,105.563507106
basin0,1996-08-07,101.411023582
basin0,1996-08-08,92.4018055191
basin0,1996-08-09,84.9281813148
basin0,1996-08-10,114.960201047
basin0,1996-08-11,85.6527155864
basin0,1996-08-12,78.658068745
basin0,1996-08-13,73.6857794346
basin0,1996-08-14,70.6867126744
basin0,1996-08-15,66.4726076138
basin0,1996-08-16,62.6382508737
basin0,1996-08-17,58.7373060503
basin0,1996-08-18,57.3196078998
basin0,1996-08-19,54.6279162472
basin0,1996-08-20,52.0643116872
basin0,1996-08-21,49.7432522088
basin0,1996-08-22,47.631613631
basin0,1996-08-23,45.7020724708
basin0,1996-08-24,49.1656485338
basin0,1996-08-25,50.8532831522
basin0,1996-08-26,49.1211720695
basin0,1996-08-27,47.2018621895
basin0,1996-08-28,123.837945958
basin0,1996-08-29,55.2229635054
basin0,1996-08-30,51.3656993788
basin0,1996-08-31,49.1040629231
basin0,1996-09-01,47.0454947458
basin0,1996-09-02,45.1625355505
basin0,1996-09-03,43.433472635
basin0,1996-09-04,41.8400489354
basin0,1996-09-05,39.9868168065
basin0,1996-09-06,39.6439950907
basin0,1996-09-07,77.4487208535
basin0,1996-09-08,95.4385230614
basin0,1996-09-09,63.4015891695
basin0,1996-09-10,62.7400314591
basin0,1996-09-11,59.0933633646
basin0,1996-09-12,56.0738040636
basin0,1996-09-13,53.363981295
basin0,1996-09-14,57.8773121082
basin0,1996-09-15,54.8840244818
basin0,1996-09-16,52.9190956371
basin0,1996-09-17,95.2087277974
basin0,1996-09-18,1232.91173689
basin0,1996-09-19,893.420804241
basin0,1996-09-20,684.923528179
basin0,1996-09-21,363.621210116
basin0,1996-09-22,257.509114945
basin0,1996-09-23,231.776793169
basin0,1996-09-24,282.887477398
basin0,1996-09-25,256.259634864
basin0,1996-09-26,265.90779519
basin0,1996-09-27,217.903046267
basin0,1996-09-28,177.488703005
basin0,1996-09-29,715.201478402
basin0,1996-09-30,648.727752511
basin0,1996-10-01,387.595013897
basin0,1996-10-02,261.908848367
basin0,1996-10-03,189.024831097
basin0,1996-10-04,171.377897709
basin0,1996-10-05,142.594308538
basin0,1996-10-06,121.874456644
basin0,1996-10-07,106.199580591
basin0,1996-10-08,93.7161783492
basin0,1996-10-09,200.69629294
basin0,1996-10-10,308.779939817
basin0,1996-10-11,317.592123798
basin0,1996-10-12,234.609467218
basin0,1996-10-13,183.504322034
basin0,1996-10-14,150.675281293
basin0,1996-10-15,127.751293209
basin0,1996-10-16,110.876147529
basin0,1996-10-17,97.3549391188
basin0,1996-10-18,86.7816058346
basin0,1996-10-19,82.3712676603
basin0,1996-10-20,3029.18144619
basin0,1996-10-21,1714.42721498
basin0,1996-10-22,1411.66756491
basin0,1996-10-23,972.574191105
basin0,1996-10-24,408.328967846
basin0,1996-10-25,404.976034234
basin0,1996-10-26,278.461411355
basin0,1996-10-27,208.962319497
basin0,1996-10-28,167.547824954
basin0,1996-10-29,135.27749997
basin0,1996-10-30,127.473950324
basin0,1996-10-31,108.90470973
basin0,1996-11-01,103.337745341
basin0,1996-11-02,92.6516374149
basin0,1996-11-03,83.3301574827
basin0,1996-11-04,75.374540694
basin0,1996-11-05,68.6426375777
basin0,1996-11-06,62.9400210525
basin0,1996-11-07,62.0522571892
basin0,1996-11-08,120.561928319
basin0,1996-11-09,3433.49084335
basin0,1996-11-10,1444.26698079
basin0,1996-11-11,695.770711777
basin0,1996-11-12,410.793906833
basin0,1996-11-13,289.721822541
basin0,1996-11-14,223.437914904
basin0,1996-11-15,181.613108468
basin0,1996-11-16,152.523082463
basin0,1996-11-17,137.540959458
basin0,1996-11-18,133.148568872
basin0,1996-11-19,211.239564949
basin0,1996-11-20,216.309647953
basin0,1996-11-21,177.855289604
basin0,1996-11-22,149.678223191
basin0,1996-11-23,129.212152697
basin0,1996-11-24,116.327203091
basin0,1996-11-25,133.618292206
basin0,1996-11-26,373.333178608
basin0,1996-11-27,338.885780019
basin0,1996-11-28,324.396233952
basin0,1996-11-29,238.245604095
basin0,1996-11-30,186.225646962
basin0,1996-12-01,397.54016794
basin0,1996-12-02,4204.91496317
basin0,1996-12-03,1843.230152
basin0,1996-12-04,398.587202667
