siteNo,date,discharge
basin0,1989-10-01,153.860875318
basin0,1989-10-02,143.98054348
basin0,1989-10-03,262.325183489
basin0,1989-10-04,334.244649155
basin0,1989-10-05,317.153111073
basin0,1989-10-06,209.768996831
basin0,1989-10-07,187.096920345
basin0,1989-10-08,153.341756413
basin0,1989-10-09,129.872190811
basin0,1989-10-10,112.528850899
basin0,1989-10-11,101.130933567
basin0,1989-10-12,95.150569692
basin0,1989-10-13,84.6646796491
basin0,1989-10-14,76.1471648903
basin0,1989-10-15,74.2899793889
basin0,1989-10-16,70.5894216205
basin0,1989-10-17,66.9033724085
basin0,1989-10-18,96.1448786124
basin0,1989-10-19,166.926552603
basin0,1989-10-20,594.744714309
basin0,1989-10-21,2774.31634231
basin0,1989-10-22,1215.99133647
basin0,1989-10-23,390.095551044
basin0,1989-10-24,262.613146895
basin0,1989-10-25,199.501071628
basin0,1989-10-26,161.161561885
basin0,1989-10-27,135.176685268
basin0,1989-10-28,116.326517988
basin0,1989-10-29,101.801515696
basin0,1989-10-30,90.3641571297
basin0,1989-10-31,81.57887852
basin0,1989-11-01,169.183676049
basin0,1989-11-02,142.652564845
basin0,1989-11-03,129.478706248
basin0,1989-11-04,157.933265538
basin0,1989-11-05,221.212730394
basin0,1989-11-06,212.270889209
basin0,1989-11-07,202.561431534
basin0,1989-11-08,175.701235268
basin0,1989-11-09,178.776054883
basin0,1989-11-10,238.264902418
basin0,1989-11-11,336.80760059
basin0,1989-11-12,307.746785714
basin0,1989-11-13,226.607114041
basin0,1989-11-14,178.720255063
basin0,1989-11-15,141.941879112
basin0,1989-11-16,169.180005849
basin0,1989-11-17,654.027719547
basin0,1989-11-18,540.334059733
basin0,1989-11-19,326.957596463
basin0,1989-11-20,212.429907144
basin0,1989-11-21,196.921913745
basin0,1989-11-22,200.603165874
basin0,1989-11-23,154.061550191
basin0,1989-11-24,132.305104693
basin0,1989-11-25,115.826193096
basin0,1989-11-26,108.99479498
basin0,1989-11-27,102.918228689
basin0,1989-11-28,123.976179672
basin0,1989-11-29,137.051436184
basin0,1989-11-30,121.725761143
basin0,1989-12-01,106.34033873
basin0,1989-12-02,94.2868175311
basin0,1989-12-03,84.5691422381
basin0,1989-12-04,76.5576609054
basin0,1989-12-05,69.8331113948
basin0,1989-12-06,64.1046479251
basin0,1989-12-07,63.0562638319
basin0,1989-12-08,61.5426374127
basin0,1989-12-09,56.9368763881
basin0,1989-12-10,52.832255415
basin0,1989-12-11,49.0289972726
basin0,1989-12-12,46.0027355171
basin0,1989-12-13,43.2147918894
basin0,1989-12-14,40.6762750456
basin0,1989-12-15,38.3675138881
basin0,1989-12-16,35.391786432
basin0,1989-12-17,33.6059363289
basin0,1989-12-18,31.957597661
basin0,1989-12-19,30.4362646601
basin0,1989-12-20,29.0234966
basin0,1989-12-21,27.702991815
basin0,1989-12-22,26.4797224629
basin0,1989-12-23,25.330941605
basin0,1989-12-24,24.2545302086
basin0,1989-12-25,23.2386252178
basin0,1989-12-26,22.285839518
basin0,1989-12-27,21.3904124427
basin0,1989-12-28,20.5566678014
basin0,1989-12-29,19.8158649788
basin0,1989-12-30,19.1122366598
basin0,1989-12-31,28.5767158367
basin0,1990-01-01,188.292277424
basin0,1990-01-02,191.325767619
basin0,1990-01-03,179.266445118
basin0,1990-01-04,154.552612112
basin0,1990-01-05,148.711963802
basin0,1990-01-06,140.174575658
basin0,1990-01-07,129.952042142
basin0,1990-01-08,123.5916403
basin0,1990-01-09,116.232680442
basin0,1990-01-10,111.728199898
basin0,1990-01-11,113.753040352
basin0,1990-01-12,108.387940628
basin0,1990-01-13,101.852343631
basin0,1990-01-14,96.2585194647
basin0,1990-01-15,91.4204290999
basin0,1990-01-16,98.1472818184
basin0,1990-01-17,105.75732973
basin0,1990-01-18,112.597331932
basin0,1990-01-19,119.508794738
basin0,1990-01-20,114.576668786
basin0,1990-01-21,107.066475811
basin0,1990-01-22,100.622181608
basin0,1990-01-23,95.2773443563
basin0,1990-01-24,106.432343179
basin0,1990-01-25,114.895540458
basin0,1990-01-26,648.018732793
basin0,1990-01-27,462.980573916
basin0,1990-01-28,344.649560744
basin0,1990-01-29,300.409428839
basin0,1990-01-30,265.574193323
basin0,1990-01-31,220.261378816
basin0,1990-02-01,190.70976043
basin0,1990-02-02,175.09276465
basin0,1990-02-03,223.492585465
basin0,1990-02-04,257.246085173
basin0,1990-02-05,217.130439543
basin0,1990-02-06,186.419667854
basin0,1990-02-07,173.453939837
basin0,1990-02-08,149.523064898
basin0,1990-02-09,151.340281879
basin0,1990-02-10,334.434246282
basin0,1990-02-11,355.325496251
basin0,1990-02-12,280.218551739
basin0,1990-02-13,228.990099018
basin0,1990-02-14,202.796556325
basin0,1990-02-15,265.262045074
basin0,1990-02-16,449.674633843
basin0,1990-02-17,755.336497416
basin0,1990-02-18,523.928168937
basin0,1990-02-19,371.117942966
basin0,1990-02-20,301.339154123
basin0,1990-02-21,250.147061335
basin0,1990-02-22,219.582161423
basin0,1990-02-23,382.425616601
basin0,1990-02-24,483.61200386
basin0,1990-02-25,483.97467593
basin0,1990-02-26,346.619008969
basin0,1990-02-27,269.489453292
basin0,1990-02-28,222.309478829
basin0,1990-03-01,190.094512647
basin0,1990-03-02,176.586167808
basin0,1990-03-03,156.391401197
basin0,1990-03-04,150.732749677
basin0,1990-03-05,140.91525175
basin0,1990-03-06,128.975789678
basin0,1990-03-07,119.112779853
basin0,1990-03-08,111.041588149
basin0,1990-03-09,106.677884368
basin0,1990-03-10,105.268547135
basin0,1990-03-11,108.750976199
basin0,1990-03-12,206.042511416
basin0,1990-03-13,224.993080111
basin0,1990-03-14,307.483174442
basin0,1990-03-15,358.804561675
basin0,1990-03-16,366.136211831
basin0,1990-03-17,411.924265968
basin0,1990-03-18,811.922918598
basin0,1990-03-19,982.883553451
basin0,1990-03-20,517.996875527
basin0,1990-03-21,954.751286644
basin0,1990-03-22,951.007718969
basin0,1990-03-23,430.248359066
basin0,1990-03-24,297.725340926
basin0,1990-03-25,233.305297955
basin0,1990-03-26,194.094932649
basin0,1990-03-27,167.526476095
basin0,1990-03-28,148.653132849
basin0,1990-03-29,133.725615066
basin0,1990-03-30,124.689967209
basin0,1990-03-31,117.812159706
basin0,1990-04-01,100.49948429
basin0,1990-04-02,129.212049101
basin0,1990-04-03,247.083576064
basin0,1990-04-04,307.572036024
basin0,1990-04-05,344.93571042
basin0,1990-04-06,306.664638354
basin0,1990-04-07,232.512966278
basin0,1990-04-08,187.770226338
basin0,1990-04-09,158.268601567
basin0,1990-04-10,136.961636144
basin0,1990-04-11,270.06766338
basin0,1990-04-12,321.031006193
basin0,1990-04-13,283.485624361
basin0,1990-04-14,217.976879366
basin0,1990-04-15,209.680156457
basin0,1990-04-16,271.280484524
basin0,1990-04-17,270.542885143
basin0,1990-04-18,202.467061718
basin0,1990-04-19,185.041994841
basin0,1990-04-20,156.11199627
basin0,1990-04-21,153.871282206
basin0,1990-04-22,149.921625678
basin0,1990-04-23,131.144843482
basin0,1990-04-24,116.081147503
basin0,1990-04-25,105.117226823
basin0,1990-04-26,93.0431861499
basin0,1990-04-27,88.4373326702
basin0,1990-04-28,81.9672984785
basin0,1990-04-29,76.4212817512
basin0,1990-04-30,112.90565162
basin0,1990-05-01,86.4862329529
basin0,1990-05-02,82.1726488414
basin0,1990-05-03,76.5944288943
basin0,1990-05-04,71.6731799741
basin0,1990-05-05,145.564951219
basin0,1990-05-06,132.273645058
basin0,1990-05-07,128.082253264
basin0,1990-05-08,124.955049198
basin0,1990-05-09,120.967361589
basin0,1990-05-10,131.447013792
basin0,1990-05-11,795.46858717
basin0,1990-05-12,619.200751476
basin0,1990-05-13,636.000962845
basin0,1990-05-14,1035.40212769
basin0,1990-05-15,847.567654845
basin0,1990-05-16,340.292389229
basin0,1990-05-17,430.248854494
basin0,1990-05-18,389.843840842
basin0,1990-05-19,336.213338012
basin0,1990-05-20,302.134908847
basin0,1990-05-21,341.107024506
basin0,1990-05-22,464.837570071
basin0,1990-05-23,443.370794096
basin0,1990-05-24,269.415651459
basin0,1990-05-25,236.15403395
basin0,1990-05-26,189.396886513
basin0,1990-05-27,159.065176054
basin0,1990-05-28,137.544593946
basin0,1990-05-29,122.000762587
basin0,1990-05-30,210.596197406
basin0,1990-05-31,166.760705556
basin0,1990-06-01,144.64071622
basin0,1990-06-02,126.00502186
basin0,1990-06-03,112.506457296
basin0,1990-06-04,101.867152008
basin0,1990-06-05,93.1822847813
basin0,1990-06-06,85.9521104156
basin0,1990-06-07,79.1006653086
basin0,1990-06-08,77.349917382
basin0,1990-06-09,74.4009378368
basin0,1990-06-10,73.1162371777
basin0,1990-06-11,68.0332178793
basin0,1990-06-12,64.2845341616
basin0,1990-06-13,60.960367831
basin0,1990-06-14,57.9927657607
basin0,1990-06-15,54.9244695373
basin0,1990-06-16,54.1786015272
basin0,1990-06-17,51.9429577547
basin0,1990-06-18,49.8412566853
basin0,1990-06-19,50.0395913585
basin0,1990-06-20,53.6811975735
basin0,1990-06-21,51.576625659
basin0,1990-06-22,52.0234512883
basin0,1990-06-23,53.1344480767
basin0,1990-06-24,60.6519383953
basin0,1990-06-25,55.6784673306
basin0,1990-06-26,53.6959246579
basin0,1990-06-27,51.4337236152
basin0,1990-06-28,49.3735023644
basin0,1990-06-29,47.489162684
basin0,1990-06-30,87.8743962022
basin0,1990-07-01,63.5568355057
basin0,1990-07-02,55.2711536912
basin0,1990-07-03,51.9209095252
basin0,1990-07-04,49.609726452
basin0,1990-07-05,47.506890858
basin0,1990-07-06,45.5852399795
basin0,1990-07-07,45.0398621864
basin0,1990-07-08,44.4826830778
basin0,1990-07-09,45.2607929123
basin0,1990-07-10,44.5823670549
basin0,1990-07-11,43.3494491509
basin0,1990-07-12,139.461927313
basin0,1990-07-13,471.618449413
basin0,1990-07-14,285.620220917
basin0,1990-07-15,239.201098201
basin0,1990-07-16,182.709121853
basin0,1990-07-17,168.486987805
basin0,1990-07-18,143.318001937
basin0,1990-07-19,125.307982713
basin0,1990-07-20,111.538885071
basin0,1990-07-21,99.9196286465
basin0,1990-07-22,96.7414788409
basin0,1990-07-23,89.5194078813
basin0,1990-07-24,87.2926923026
basin0,1990-07-25,82.8757846956
basin0,1990-07-26,76.9014839046
basin0,1990-07-27,71.7276686027
basin0,1990-07-28,67.2368815819
basin0,1990-07-29,63.3009325455
basin0,1990-07-30,59.8220304724
basin0,1990-07-31,56.7242337436
basin0,1990-08-01,55.9840664138
basin0,1990-08-02,55.6311905363
basin0,1990-08-03,54.2119949117
basin0,1990-08-04,51.6825494701
basin0,1990-08-05,49.3913323426
basin0,1990-08-06,802.418736266
basin0,1990-08-07,570.57851572
basin0,1990-08-08,408.07941993
basin0,1990-08-09,310.333967316
basin0,1990-08-10,211.860744838
basin0,1990-08-11,205.726575745
basin0,1990-08-12,226.961137922
basin0,1990-08-13,198.504798877
basin0,1990-08-14,167.264462694
basin0,1990-08-15,158.10732965
basin0,1990-08-16,136.864270511
basin0,1990-08-17,120.081335207
basin0,1990-08-18,107.437632425
basin0,1990-08-19,97.3064453194
basin0,1990-08-20,88.0391177736
basin0,1990-08-21,86.7973332039
basin0,1990-08-22,84.3650192153
basin0,1990-08-23,80.5915808032
basin0,1990-08-24,257.762476999
basin0,1990-08-25,390.442832331
basin0,1990-08-26,622.82102072
basin0,1990-08-27,456.988589199
basin0,1990-08-28,273.057459332
basin0,1990-08-29,246.472269944
basin0,1990-08-30,256.716683813
basin0,1990-08-31,213.582807077
basin0,1990-09-01,174.323712294
basin0,1990-09-02,147.651643515
basin0,1990-09-03,128.448766777
basin0,1990-09-04,114.00348377
basin0,1990-09-05,102.604443562
basin0,1990-09-06,93.3670793647
basin0,1990-09-07,85.7220741724
basin0,1990-09-08,79.2855418361
basin0,1990-09-09,73.7887731901
basin0,1990-09-10,80.0688042947
basin0,1990-09-11,76.9433544096
basin0,1990-09-12,72.7282081484
basin0,1990-09-13,68.1124939736
basin0,1990-09-14,64.0744978078
basin0,1990-09-15,71.2059192932
basin0,1990-09-16,67.5863795433
basin0,1990-09-17,65.3113638077
basin0,1990-09-18,62.8499356026
basin0,1990-09-19,59.055578094
basin0,1990-09-20,59.6553439664
basin0,1990-09-21,57.0253709471
basin0,1990-09-22,55.1169566011
basin0,1990-09-23,56.3334540823
basin0,1990-09-24,53.3087800927
basin0,1990-09-25,51.073592226
basin0,1990-09-26,48.585856553
basin0,1990-09-27,46.5721602885
basin0,1990-09-28,44.725650863
basin0,1990-09-29,43.0301005738
basin0,1990-09-30,41.4663951531
basin0,1990-10-01,28.5859336901
basin0,1990-10-02,28.5489130396
basin0,1990-10-03,27.308973821
basin0,1990-10-04,26.0432758622
basin0,1990-10-05,35.0186761183
basin0,1990-10-06,30.3916342135
basin0,1990-10-07,29.3029654153
basin0,1990-10-08,27.8956122073
basin0,1990-10-09,26.5883673927
basin0,1990-10-10,25.370848413
basin0,1990-10-11,27.8535822476
basin0,1990-10-12,31.5790092159
basin0,1990-10-13,37.270506327
basin0,1990-10-14,148.418970883
basin0,1990-10-15,150.368795913
basin0,1990-10-16,158.726982767
basin0,1990-10-17,133.078489311
basin0,1990-10-18,114.53510914
basin0,1990-10-19,561.713070924
basin0,1990-10-20,317.890506785
basin0,1990-10-21,236.712975218
basin0,1990-10-22,184.499939848
basin0,1990-10-23,147.168625022
basin0,1990-10-24,1451.12263675
basin0,1990-10-25,1005.72572743
basin0,1990-10-26,404.741515319
basin0,1990-10-27,269.511734591
basin0,1990-10-28,203.859329797
basin0,1990-10-29,152.556817283
basin0,1990-10-30,139.832606904
basin0,1990-10-31,119.656483553
basin0,1990-11-01,104.484321546
basin0,1990-11-02,92.4499890716
basin0,1990-11-03,82.7712210507
basin0,1990-11-04,74.8399969206
basin0,1990-11-05,68.2967172064
basin0,1990-11-06,136.762903782
basin0,1990-11-07,88.5887317443
basin0,1990-11-08,86.3510987501
basin0,1990-11-09,87.3343706422
basin0,1990-11-10,127.399413776
basin0,1990-11-11,1373.45933249
basin0,1990-11-12,1116.53578827
basin0,1990-11-13,586.682379586
basin0,1990-11-14,370.274691316
basin0,1990-11-15,306.529154942
basin0,1990-11-16,223.923677022
basin0,1990-11-17,166.841184723
basin0,1990-11-18,152.020295552
basin0,1990-11-19,146.769893526
basin0,1990-11-20,126.258992133
basin0,1990-11-21,109.749629036
basin0,1990-11-22,96.7803201284
basin0,1990-11-23,89.4900665604
basin0,1990-11-24,92.9086621505
basin0,1990-11-25,89.0542456676
basin0,1990-11-26,79.9745397425
basin0,1990-11-27,72.6004165402
basin0,1990-11-28,66.2555784297
basin0,1990-11-29,60.6574886721
basin0,1990-11-30,56.4031656139
basin0,1990-12-01,52.5389041158
basin0,1990-12-02,48.8461909266
basin0,1990-12-03,45.6842079732
basin0,1990-12-04,811.868535624
basin0,1990-12-05,469.886306829
basin0,1990-12-06,427.451320724
basin0,1990-12-07,282.634532983
basin0,1990-12-08,211.376993519
basin0,1990-12-09,169.170676035
basin0,1990-12-10,141.114409717
basin0,1990-12-11,120.891260424
basin0,1990-12-12,105.893477541
basin0,1990-12-13,93.6380020744
basin0,1990-12-14,83.8725388871
basin0,1990-12-15,76.2286469716
basin0,1990-12-16,93.7826184819
basin0,1990-12-17,110.100574787
basin0,1990-12-18,113.13369722
basin0,1990-12-19,293.679008879
basin0,1990-12-20,276.449743826
basin0,1990-12-21,213.686147726
basin0,1990-12-22,291.175218064
basin0,1990-12-23,268.034980447
basin0,1990-12-24,603.193084331
basin0,1990-12-25,557.464375293
basin0,1990-12-26,331.373200391
basin0,1990-12-27,236.944543126
basin0,1990-12-28,170.08518176
basin0,1990-12-29,173.75397992
basin0,1990-12-30,228.805332431
basin0,1990-12-31,428.34757651
basin0,1991-01-01,561.062010964
basin0,1991-01-02,391.434222919
basin0,1991-01-03,301.105242298
basin0,1991-01-04,250.459906769
basin0,1991-01-05,209.991940621
basin0,1991-01-06,186.391442645
basin0,1991-01-07,179.6584876
basin0,1991-01-08,159.151270255
basin0,1991-01-09,136.116166338
basin0,1991-01-10,138.367410197
basin0,1991-01-11,137.895844931
basin0,1991-01-12,126.781108864
basin0,1991-01-13,117.327456257
basin0,1991-01-14,109.488165323
basin0,1991-01-15,105.577074097
basin0,1991-01-16,124.256686561
basin0,1991-01-17,287.027565053
basin0,1991-01-18,337.106982812
basin0,1991-01-19,258.374102052
basin0,1991-01-20,220.103961832
basin0,1991-01-21,237.57260948
basin0,1991-01-22,220.315408538
basin0,1991-01-23,189.1037362
basin0,1991-01-24,166.144717543
basin0,1991-01-25,148.906330372
basin0,1991-01-26,135.254763282
basin0,1991-01-27,124.384976578
basin0,1991-01-28,115.380820769
basin0,1991-01-29,108.661772809
basin0,1991-01-30,105.522265287
basin0,1991-01-31,189.968654105
basin0,1991-02-01,212.509361889
basin0,1991-02-02,187.389834544
basin0,1991-02-03,171.338268266
basin0,1991-02-04,178.975969936
basin0,1991-02-05,183.622430633
basin0,1991-02-06,183.787558792
basin0,1991-02-07,260.541590502
basin0,1991-02-08,418.793422433
basin0,1991-02-09,447.471059851
basin0,1991-02-10,315.51543984
basin0,1991-02-11,243.15973095
basin0,1991-02-12,200.783264237
basin0,1991-02-13,162.982741751
basin0,1991-02-14,146.038040518
basin0,1991-02-15,150.231557927
basin0,1991-02-16,152.773410333
basin0,1991-02-17,138.834097321
basin0,1991-02-18,127.171530378
basin0,1991-02-19,154.082036214
basin0,1991-02-20,207.812695646
basin0,1991-02-21,223.504881983
basin0,1991-02-22,198.240135246
basin0,1991-02-23,186.45619684
basin0,1991-02-24,172.066800309
basin0,1991-02-25,153.654274269
basin0,1991-02-26,139.101517962
basin0,1991-02-27,127.303018713
basin0,1991-02-28,117.90375502
basin0,1991-03-01,117.874934818
basin0,1991-03-02,122.415446139
basin0,1991-03-03,139.258772043
basin0,1991-03-04,668.600413193
basin0,1991-03-05,619.685613092
basin0,1991-03-06,656.549609963
basin0,1991-03-07,469.109774601
basin0,1991-03-08,568.910692885
basin0,1991-03-09,391.665263871
basin0,1991-03-10,281.146275773
basin0,1991-03-11,224.023001277
basin0,1991-03-12,188.274973135
basin0,1991-03-13,163.323885602
basin0,1991-03-14,144.99692165
basin0,1991-03-15,126.230175801
basin0,1991-03-16,116.729146676
basin0,1991-03-17,109.459179534
basin0,1991-03-18,140.288584465
basin0,1991-03-19,291.921873969
basin0,1991-03-20,330.219990737
basin0,1991-03-21,264.067458503
basin0,1991-03-22,213.408910668
basin0,1991-03-23,199.539118314
basin0,1991-03-24,318.304871587
basin0,1991-03-25,375.852004626
basin0,1991-03-26,338.401360011
basin0,1991-03-27,256.880393536
basin0,1991-03-28,203.502448654
basin0,1991-03-29,194.767148989
basin0,1991-03-30,161.056499642
basin0,1991-03-31,145.29509528
basin0,1991-04-01,121.359734272
basin0,1991-04-02,108.17719475
basin0,1991-04-03,103.206248905
basin0,1991-04-04,94.0403616587
basin0,1991-04-05,86.1806063013
basin0,1991-04-06,79.9196620422
basin0,1991-04-07,74.7634787639
basin0,1991-04-08,70.0955747482
basin0,1991-04-09,66.1008864633
basin0,1991-04-10,61.2598669439
basin0,1991-04-11,59.9311466416
basin0,1991-04-12,57.1501508745
basin0,1991-04-13,54.565299552
basin0,1991-04-14,51.6414963921
basin0,1991-04-15,53.3476234783
basin0,1991-04-16,55.9040947505
basin0,1991-04-17,52.1326911423
basin0,1991-04-18,49.7276591006
basin0,1991-04-19,47.8151756924
basin0,1991-04-20,46.0594727222
basin0,1991-04-21,47.8082037164
basin0,1991-04-22,180.158327085
basin0,1991-04-23,195.895831731
basin0,1991-04-24,201.81538656
basin0,1991-04-25,159.568250682
basin0,1991-04-26,147.070345202
basin0,1991-04-27,128.196861752
basin0,1991-04-28,114.02396943
basin0,1991-04-29,103.460066738
basin0,1991-04-30,101.625795969
basin0,1991-05-01,96.9658212274
basin0,1991-05-02,103.477276939
basin0,1991-05-03,105.403550358
basin0,1991-05-04,96.8206121879
basin0,1991-05-05,88.5321666932
basin0,1991-05-06,88.828233774
basin0,1991-05-07,121.524442255
basin0,1991-05-08,153.702503357
basin0,1991-05-09,151.198751009
basin0,1991-05-10,126.751560218
basin0,1991-05-11,120.249095379
basin0,1991-05-12,106.87523721
basin0,1991-05-13,97.263208834
basin0,1991-05-14,89.3447849847
basin0,1991-05-15,80.785584514
basin0,1991-05-16,79.0447725025
basin0,1991-05-17,74.2811534596
basin0,1991-05-18,77.4753583945
basin0,1991-05-19,75.0950544729
basin0,1991-05-20,72.0334614104
basin0,1991-05-21,67.7665903446
basin0,1991-05-22,64.0398420037
basin0,1991-05-23,60.735032756
basin0,1991-05-24,57.7837208142
basin0,1991-05-25,55.1315950457
basin0,1991-05-26,52.7349912923
basin0,1991-05-27,50.5583943397
basin0,1991-05-28,61.168625872
basin0,1991-05-29,51.4568076234
basin0,1991-05-30,49.5583295239
basin0,1991-05-31,53.1507397073
basin0,1991-06-01,54.866904732
basin0,1991-06-02,53.0476734948
basin0,1991-06-03,51.23258076
basin0,1991-06-04,48.8753476144
basin0,1991-06-05,48.2234581601
basin0,1991-06-06,47.3618881989
basin0,1991-06-07,45.1615567827
basin0,1991-06-08,43.6102275541
basin0,1991-06-09,42.1745812414
basin0,1991-06-10,40.8420587917
basin0,1991-06-11,39.6018637414
basin0,1991-06-12,40.6551729534
basin0,1991-06-13,44.0482036685
basin0,1991-06-14,42.4187608299
basin0,1991-06-15,41.2402241786
basin0,1991-06-16,39.9719462356
basin0,1991-06-17,38.7895148003
basin0,1991-06-18,37.6844457063
basin0,1991-06-19,36.717729672
basin0,1991-06-20,36.8719053107
basin0,1991-06-21,36.081904928
basin0,1991-06-22,35.1440985149
basin0,1991-06-23,34.261121007
basin0,1991-06-24,33.4282741477
basin0,1991-06-25,32.6413835853
basin0,1991-06-26,31.8967276237
basin0,1991-06-27,31.1909773191
basin0,1991-06-28,30.5211458639
basin0,1991-06-29,29.8845456183
basin0,1991-06-30,29.2787514717
basin0,1991-07-01,26.3807187768
basin0,1991-07-02,25.8301591574
basin0,1991-07-03,25.2055929598
basin0,1991-07-04,25.1243260836
basin0,1991-07-05,24.6835334757
basin0,1991-07-06,24.3664747089
basin0,1991-07-07,24.4839988262
basin0,1991-07-08,24.0906626014
basin0,1991-07-09,23.6394859695
basin0,1991-07-10,23.2067550717
basin0,1991-07-11,22.7913566262
basin0,1991-07-12,22.3922654352
basin0,1991-07-13,22.0840571185
basin0,1991-07-14,23.8140254737
basin0,1991-07-15,23.3164344386
basin0,1991-07-16,22.9625940689
basin0,1991-07-17,22.5566376147
basin0,1991-07-18,22.166445082
basin0,1991-07-19,21.7911119929
basin0,1991-07-20,21.429801961
basin0,1991-07-21,21.0817403893
basin0,1991-07-22,20.7462088553
basin0,1991-07-23,47.7602374058
basin0,1991-07-24,23.653468789
basin0,1991-07-25,23.5746570732
basin0,1991-07-26,23.1439854242
basin0,1991-07-27,25.4078971942
basin0,1991-07-28,24.3199847622
basin0,1991-07-29,23.9699035324
basin0,1991-07-30,23.5229476249
basin0,1991-07-31,23.0942064114
basin0,1991-08-01,22.6825838691
basin0,1991-08-02,22.2870704346
basin0,1991-08-03,21.9067346253
basin0,1991-08-04,23.4419358212
basin0,1991-08-05,22.6371457042
basin0,1991-08-06,22.3958444686
basin0,1991-08-07,22.0112479001
basin0,1991-08-08,21.6412115022
basin0,1991-08-09,21.2849204015
basin0,1991-08-10,449.981568922
basin0,1991-08-11,30.9083857851
basin0,1991-08-12,30.6487755957
basin0,1991-08-13,29.883665776
basin0,1991-08-14,29.1591709282
basin0,1991-08-15,28.4721243693
basin0,1991-08-16,29.2320017551
basin0,1991-08-17,28.8838197676
basin0,1991-08-18,28.4418612895
basin0,1991-08-19,272.765608096
basin0,1991-08-20,85.8061007454
basin0,1991-08-21,46.1338999366
basin0,1991-08-22,45.8524522553
basin0,1991-08-23,44.1440211547
basin0,1991-08-24,42.487707499
basin0,1991-08-25,40.959106173
basin0,1991-08-26,39.5438955327
basin0,1991-08-27,38.2298277017
basin0,1991-08-28,37.0063651068
basin0,1991-08-29,35.8643910627
basin0,1991-08-30,34.7959773481
basin0,1991-08-31,33.7941960688
basin0,1991-09-01,32.8529662486
basin0,1991-09-02,31.9669278754
basin0,1991-09-03,31.1313378278
basin0,1991-09-04,30.3419833628
basin0,1991-09-05,30.9773063896
basin0,1991-09-06,30.466340196
basin0,1991-09-07,29.7829364548
basin0,1991-09-08,29.065305732
basin0,1991-09-09,28.3845453504
basin0,1991-09-10,27.7378705984
basin0,1991-09-11,27.1227712579
basin0,1991-09-12,26.536978513
basin0,1991-09-13,25.9784365414
basin0,1991-09-14,25.4452780333
basin0,1991-09-15,24.9358030175
basin0,1991-09-16,73.9473705845
basin0,1991-09-17,30.3198134391
basin0,1991-09-18,29.9448058373
basin0,1991-09-19,509.42268208
basin0,1991-09-20,76.1907565293
basin0,1991-09-21,48.0912379065
basin0,1991-09-22,44.9145802233
basin0,1991-09-23,42.6193011585
basin0,1991-09-24,44.7060463501
basin0,1991-09-25,138.765909557
basin0,1991-09-26,149.738511963
basin0,1991-09-27,161.881897014
basin0,1991-09-28,146.764271325
basin0,1991-09-29,127.769077467
basin0,1991-09-30,113.212913763
basin0,1991-10-01,90.3283016983
basin0,1991-10-02,80.7510321171
basin0,1991-10-03,73.247530882
basin0,1991-10-04,67.0303817255
basin0,1991-10-05,61.5143472987
basin0,1991-10-06,92.9134536632
basin0,1991-10-07,73.697479867
basin0,1991-10-08,73.0873928976
basin0,1991-10-09,66.9552141721
basin0,1991-10-10,61.0036712335
basin0,1991-10-11,56.6164281373
basin0,1991-10-12,154.682502082
basin0,1991-10-13,132.91702506
basin0,1991-10-14,117.15989287
basin0,1991-10-15,102.249101296
basin0,1991-10-16,999.811516708
basin0,1991-10-17,603.117972242
basin0,1991-10-18,489.214670001
basin0,1991-10-19,515.458030549
basin0,1991-10-20,324.537186951
basin0,1991-10-21,233.237471007
basin0,1991-10-22,182.767163453
basin0,1991-10-23,150.064453208
basin0,1991-10-24,127.125111452
basin0,1991-10-25,110.218747768
basin0,1991-10-26,97.0250039823
basin0,1991-10-27,86.4516391344
basin0,1991-10-28,78.008873266
basin0,1991-10-29,71.0466656106
basin0,1991-10-30,65.1746552971
basin0,1991-10-31,59.9077645401
basin0,1991-11-01,55.5775799913
basin0,1991-11-02,50.776537423
basin0,1991-11-03,48.7283583727
basin0,1991-11-04,45.5389281467
basin0,1991-11-05,42.8018409496
basin0,1991-11-06,40.2993709462
basin0,1991-11-07,37.9348564178
basin0,1991-11-08,35.7920543507
basin0,1991-11-09,33.9471218384
basin0,1991-11-10,32.191874539
basin0,1991-11-11,69.5309058515
basin0,1991-11-12,46.4935508516
basin0,1991-11-13,41.8986084124
basin0,1991-11-14,38.7242956057
basin0,1991-11-15,38.2818787685
basin0,1991-11-16,37.0869545663
basin0,1991-11-17,35.4123876413
basin0,1991-11-18,33.3381859989
basin0,1991-11-19,31.3128767079
basin0,1991-11-20,29.7570377348
basin0,1991-11-21,28.3179929921
basin0,1991-11-22,150.034322732
basin0,1991-11-23,1170.47093737
basin0,1991-11-24,812.949393854
basin0,1991-11-25,494.621382347
basin0,1991-11-26,392.505956433
basin0,1991-11-27,265.181770918
basin0,1991-11-28,201.672779763
basin0,1991-11-29,151.590436612
basin0,1991-11-30,139.192076906
basin0,1991-12-01,119.39606346
basin0,1991-12-02,104.508031096
basin0,1991-12-03,286.476385214
basin0,1991-12-04,375.631454516
basin0,1991-12-05,371.7726112
basin0,1991-12-06,233.867533947
basin0,1991-12-07,188.037029289
basin0,1991-12-08,161.592011254
basin0,1991-12-09,147.570589689
basin0,1991-12-10,134.856791049
basin0,1991-12-11,127.01622774
basin0,1991-12-12,110.985897349
