 ------------------------------------------------------------------------------
 ----- WATER ------------------------------------------------------------------
 ------------------------------------------------------------------------------
User:	tnwillia
Date:	11/25/2013 10:09:50 AM
StationID:	0
Water Year average monthly flow
Year	Month	Discharge (cfs)	Subsurface Flow (mm/day)	Impervious Flow (mm/day)	Infiltration Excess (mm/day)	Overland Flow (mm/day)	PET (mm/day)	Snow Pack (mm)	Precipitation (mm/day)	Storage Deficit (mm/day)	Return Flow (mm/day)
1982	10	42.2416282019251	0.539540652167976	0.00418271920253048	0.0209663676902561	0	1.43575117133245	0	3.18443645917525	571.597011632039	0
1982	11	52.293213833915	0.710499245823904	0.00120601326411169	0.00951987686941791	0	0.985323720987261	0	1.29646941795594	560.779931525813	0
1982	12	69.6030551216788	0.913854514099441	0.00303042484159726	0.0164166176848528	0	0.346875788725858	102.432846149023	2.48522836566022	552.76275622261	0
1982	1	144.98435204936	1.91834138639041	0.00512101229724284	0.0483127368160182	0	0.180162683099733	158.581062651173	2.96114888387257	526.956316694233	0
1982	2	203.686167171879	2.71994079056575	0.00682372158560373	0.0415187692931117	0	0.410599666534746	182.717657776826	3.03775648384237	514.179497769917	0
1982	3	145.860178086124	1.9943712404128	0.00230519302250453	0.00275716937334069	0	0.916511790404929	70.8523335270347	2.10153047692707	524.098063268885	0
1982	4	160.05319655735	2.09092649164825	0.00713669542731039	0.0797712001617697	0	1.70780168116746	20.4371292930085	4.16227290020616	522.513879098398	0
1982	5	80.5996826769473	1.08961193130547	0.00321590485849575	0.039967241960714	0	3.00833322324833	0	2.57384944182812	545.302645173373	0
1982	6	91.2059082671104	1.17802604506509	0.00715803537609421	0.0491216131317392	0	3.28032001795787	0	5.1927831932795	542.843221708943	0
1982	7	59.8663943832356	0.83851615824911	0.00241044985433086	0.0153630716999474	0	4.25903842423281	0	2.28290349548407	553.847989405965	0
1982	8	48.4259821120722	0.592616560837322	0.00581970249197937	0.0792593857907776	0	3.36772744465686	0	3.48477056643571	565.018806411049	0
1982	9	37.6423118472371	0.508282224534259	0.00254816388528181	0.0215912404073697	0	2.59026610029253	0	2.03918883563713	570.46096066912	0
1983	10	29.4859543264701	0.413066673578279	0.0011948088573266	0.0025789908433267	0	1.72733431688544	0	1.27090754141565	577.632894166029	0
1983	11	34.2228643544622	0.401312922349117	0.00510854995632864	0.0527347520589531	0	1.10631139017485	0	2.85257987380548	578.899501110094	0
1983	12	46.0907980993345	0.59267854233234	0.00261041426709925	0.0230448540903669	0	0.702455003461228	7.97273694680812	1.78755522222513	569.821404399966	0
1983	1	77.9314236377003	1.00727128711315	0.00416362671218728	0.0336302867365988	0	0.37739043161874	118.641647441761	2.86666487742275	551.112547073096	0
1983	2	169.30426406666	2.12113048281511	0.0049519768323295	0.179624813027313	1.02738075935048E-05	0.606154001799606	351.201334238555	3.38545385696559	523.616124373403	0
1983	3	305.173324251695	4.0361192712931	0.0122495549614636	0.0982668127396561	1.78756523427983E-06	1.06760870611406	34.7379364578272	5.33298364943408	502.53048835247	0
1983	4	584.082594710176	7.38038025973737	0.0241875709500902	0.563667023542489	3.29776914240135E-05	1.65400430001743	0	9.60108591385342	483.072760202913	0
1983	5	148.895320396233	2.02811803928862	0.00405687939535859	0.0103516495578396	0	2.60110144836715	0	3.97105921664391	524.605750789442	0
1983	6	136.27833658952	1.79282557022965	0.00705136416769605	0.0912068418948927	0	4.00665580925679	0	4.34752046004229	528.534433104557	0
1983	7	57.8240588196161	0.841012480580541	0.000573555156858817	0.00110720512683726	0	4.43163848148157	0	1.15578512043967	553.699794203351	0
1983	8	37.9222416248818	0.527449896326329	0.00219182406831996	0.0186416560867594	0	4.05431414187125	0	2.51423304129806	569.058341789879	0
1983	9	32.3964062230962	0.417811220011535	0.0030535326798295	0.0467314853103538	0	3.05759250150697	0	1.82538337354077	577.138334740433	0
1984	10	41.6493527411506	0.498015790049208	0.00596100857901199	0.0567576117720122	0	1.67022086574745	0	3.86670562525365	573.25512209769	0
1984	11	126.090863002927	1.58203383376177	0.0109840486653388	0.118023719110046	0	1.00698164725478	0	4.83664209071711	542.422219348825	0
1984	12	373.96027559159	4.84369474929784	0.0129897887008248	0.240489006497166	6.3097178653732E-05	0.405337270780784	10.0182379205806	5.83371182696782	496.379305557197	0
1984	1	127.314450685989	1.75268960101306	0.000844820937134719	0.0021231893845509	0	0.209626492088088	118.162242717245	1.27999521737265	529.811099286965	0
1984	2	178.649591893614	2.36065814720525	0.00721402752275276	0.0521358662848012	0	0.747320766722824	49.6907983812221	3.57704784342142	520.30664149597	0
1984	3	169.532252171838	2.23726679861047	0.00682280367936963	0.0572256240152498	9.89106763546359E-06	0.593479957575656	62.1455261513019	3.68041950208481	521.888011128729	0
1984	4	340.146482050546	4.39508583787119	0.00933393648987696	0.256448895949266	3.74065269650534E-06	1.64872365500292	0	4.81910732507173	499.716900970623	0
1984	5	226.394399933441	2.65633883132954	0.0168648049901759	0.389191822506954	2.7401523641455E-05	2.51916872687432	0	7.63849256609331	518.0000824821	0
1984	6	194.139898575102	2.62668280790929	0.00585541369681811	0.0762539621435148	0	3.98129653637318	0	3.36648331509956	521.170214214018	0
1984	7	180.922067002835	2.34360135797894	0.0100796331130265	0.10603342901661	8.31961059757678E-08	3.7465181606848	0	6.1805734223413	519.714850070126	0
1984	8	68.4756111228379	0.965642691478988	0.00162372829786751	0.00536404239508012	0	3.69703198740037	0	2.44996348109059	549.120124945796	0
1984	9	39.5750235119688	0.572191984723843	0.000293816326001866	0.000738919543255572	0	2.5091838723581	0	0.594599743217267	566.719154865695	0
